Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:18<00:00, 55.10it/s]
4600| l0_loss: 38099.48438 | mse_loss: 2.46654:  19%|█▉        | 2355200/12288000 [04:19<15:44, 10515.77it/s]
                                                               
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': -0.014719285310627217, 'ce_loss_with_ablation': 8.3441743850708, 'ce_loss_with_sae': 8.431249618530273, 'ce_loss_without_sae': 2.428450107574463}, 'reconstruction_quality': {'explained_variance': -0.0009467832860536873, 'mse': 23.93855094909668, 'cossim': 0.2684171199798584}, 'shrinkage': {'l2_norm_in': 46.161800384521484, 'l2_norm_out': 0.07443112879991531, 'l2_ratio': 0.0005594735266640782, 'relative_reconstruction_bias': 0.03882608562707901}, 'sparsity': {'l0': 318.3677673339844, 'l1': 32.676021575927734}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9989062849572796, 'ce_loss_with_ablation': 8.02747917175293, 'ce_loss_with_sae': 2.235513687133789, 'ce_loss_without_sae': 2.2291719913482666}, 'reconstruction_quality': {'explained_variance': 0.037013523280620575, 'mse': 19.612262725830078, 'cossim': 0.9582738280296326}, 'shrinkage': {'l2_norm_in': 44.33073806762695, 'l2_norm_out': 1.6028255224227905, 'l2_ratio': 0.03578199818730354, 'relative_reconstruction_bias': 0.038082923740148544}, 'sparsity': {'l0': 7160.9765625, 'l1': 5753.712890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9978936701779806, 'ce_loss_with_ablation': 8.313871383666992, 'ce_loss_with_sae': 2.087334156036377, 'ce_loss_without_sae': 2.0741913318634033}, 'reconstruction_quality': {'explained_variance': 0.06848366558551788, 'mse': 22.23252296447754, 'cossim': 0.9591294527053833}, 'shrinkage': {'l2_norm_in': 46.471717834472656, 'l2_norm_out': 1.6867904663085938, 'l2_ratio': 0.0358683243393898, 'relative_reconstruction_bias': 0.03808275982737541}, 'sparsity': {'l0': 7258.1533203125, 'l1': 5989.228515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9989580223146955, 'ce_loss_with_ablation': 7.813258171081543, 'ce_loss_with_sae': 2.33797025680542, 'ce_loss_without_sae': 2.332259178161621}, 'reconstruction_quality': {'explained_variance': 0.006385734770447016, 'mse': 17.308263778686523, 'cossim': 0.9609071016311646}, 'shrinkage': {'l2_norm_in': 42.19503402709961, 'l2_norm_out': 1.5273231267929077, 'l2_ratio': 0.03589411452412605, 'relative_reconstruction_bias': 0.03809161111712456}, 'sparsity': {'l0': 7369.50146484375, 'l1': 5786.7333984375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9982944114422537, 'ce_loss_with_ablation': 8.213850021362305, 'ce_loss_with_sae': 2.4605538845062256, 'ce_loss_without_sae': 2.4507243633270264}, 'reconstruction_quality': {'explained_variance': 0.056202519685029984, 'mse': 21.31317138671875, 'cossim': 0.9573267102241516}, 'shrinkage': {'l2_norm_in': 45.733394622802734, 'l2_norm_out': 1.6538902521133423, 'l2_ratio': 0.035745520144701004, 'relative_reconstruction_bias': 0.038095392286777496}, 'sparsity': {'l0': 7470.5947265625, 'l1': 6112.71337890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 1.0000823791476803, 'ce_loss_with_ablation': 7.846291542053223, 'ce_loss_with_sae': 2.3093039989471436, 'ce_loss_without_sae': 2.309760093688965}, 'reconstruction_quality': {'explained_variance': 0.014937120489776134, 'mse': 17.808244705200195, 'cossim': 0.964950680732727}, 'shrinkage': {'l2_norm_in': 42.61305618286133, 'l2_norm_out': 1.5516610145568848, 'l2_ratio': 0.03612056374549866, 'relative_reconstruction_bias': 0.03810930997133255}, 'sparsity': {'l0': 7579.94287109375, 'l1': 6003.92431640625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9993125718355933, 'ce_loss_with_ablation': 8.166810989379883, 'ce_loss_with_sae': 2.3014941215515137, 'ce_loss_without_sae': 2.297459363937378}, 'reconstruction_quality': {'explained_variance': 0.05707111582159996, 'mse': 22.150699615478516, 'cossim': 0.9568473696708679}, 'shrinkage': {'l2_norm_in': 46.15597152709961, 'l2_norm_out': 1.6667066812515259, 'l2_ratio': 0.03570782393217087, 'relative_reconstruction_bias': 0.038054585456848145}, 'sparsity': {'l0': 7665.44677734375, 'l1': 6395.1708984375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9993506111560969, 'ce_loss_with_ablation': 7.948840618133545, 'ce_loss_with_sae': 2.326394557952881, 'ce_loss_without_sae': 2.3227410316467285}, 'reconstruction_quality': {'explained_variance': 0.023220155388116837, 'mse': 18.694091796875, 'cossim': 0.9666496515274048}, 'shrinkage': {'l2_norm_in': 43.03407287597656, 'l2_norm_out': 1.5706394910812378, 'l2_ratio': 0.03622714430093765, 'relative_reconstruction_bias': 0.03812943026423454}, 'sparsity': {'l0': 7782.70654296875, 'l1': 6261.35302734375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.997625360423591, 'ce_loss_with_ablation': 8.111337661743164, 'ce_loss_with_sae': 2.458505392074585, 'ce_loss_without_sae': 2.445050001144409}, 'reconstruction_quality': {'explained_variance': 0.058175016194581985, 'mse': 21.876951217651367, 'cossim': 0.9645910263061523}, 'shrinkage': {'l2_norm_in': 45.7495231628418, 'l2_norm_out': 1.667933464050293, 'l2_ratio': 0.03610203415155411, 'relative_reconstruction_bias': 0.03810711205005646}, 'sparsity': {'l0': 7892.3017578125, 'l1': 6590.43603515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9985451198298819, 'ce_loss_with_ablation': 8.08872127532959, 'ce_loss_with_sae': 2.4208388328552246, 'ce_loss_without_sae': 2.412580728530884}, 'reconstruction_quality': {'explained_variance': 0.0572182796895504, 'mse': 21.609575271606445, 'cossim': 0.9661485552787781}, 'shrinkage': {'l2_norm_in': 45.76668930053711, 'l2_norm_out': 1.6706154346466064, 'l2_ratio': 0.03617395833134651, 'relative_reconstruction_bias': 0.03810115531086922}, 'sparsity': {'l0': 7997.5, 'l1': 6692.43505859375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9992984081071901, 'ce_loss_with_ablation': 8.158026695251465, 'ce_loss_with_sae': 2.0760281085968018, 'ce_loss_without_sae': 2.0717580318450928}, 'reconstruction_quality': {'explained_variance': 0.0133456289768219, 'mse': 17.621320724487305, 'cossim': 0.9700223803520203}, 'shrinkage': {'l2_norm_in': 42.5992317199707, 'l2_norm_out': 1.5629509687423706, 'l2_ratio': 0.03644819185137749, 'relative_reconstruction_bias': 0.03808699920773506}, 'sparsity': {'l0': 8100.97998046875, 'l1': 6535.18994140625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9984445843996714, 'ce_loss_with_ablation': 8.258429527282715, 'ce_loss_with_sae': 2.1016039848327637, 'ce_loss_without_sae': 2.092012643814087}, 'reconstruction_quality': {'explained_variance': 0.06789863109588623, 'mse': 22.375167846679688, 'cossim': 0.9692503213882446}, 'shrinkage': {'l2_norm_in': 46.22597885131836, 'l2_norm_out': 1.695457100868225, 'l2_ratio': 0.03634921461343765, 'relative_reconstruction_bias': 0.03811251372098923}, 'sparsity': {'l0': 8188.75927734375, 'l1': 6859.33154296875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9992007131805343, 'ce_loss_with_ablation': 8.135152816772461, 'ce_loss_with_sae': 2.1192970275878906, 'ce_loss_without_sae': 2.1144847869873047}, 'reconstruction_quality': {'explained_variance': 0.0663246288895607, 'mse': 21.832849502563477, 'cossim': 0.9753692746162415}, 'shrinkage': {'l2_norm_in': 46.23104476928711, 'l2_norm_out': 1.709362268447876, 'l2_ratio': 0.036711063235998154, 'relative_reconstruction_bias': 0.03808863088488579}, 'sparsity': {'l0': 8281.9580078125, 'l1': 6977.60009765625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9993765212814026, 'ce_loss_with_ablation': 7.869075775146484, 'ce_loss_with_sae': 2.332693576812744, 'ce_loss_without_sae': 2.3292396068573}, 'reconstruction_quality': {'explained_variance': 0.015306049957871437, 'mse': 17.768396377563477, 'cossim': 0.9755510687828064}, 'shrinkage': {'l2_norm_in': 42.59237289428711, 'l2_norm_out': 1.5719490051269531, 'l2_ratio': 0.03669295087456703, 'relative_reconstruction_bias': 0.03812652453780174}, 'sparsity': {'l0': 8361.2939453125, 'l1': 6719.7705078125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
