Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:01<00:00, 524.73it/s]
4700| l0_loss: 11218.29102 | mse_loss: 0.35248:  59%|█████▉    | 2406400/4096000 [02:52<02:00, 14039.40it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.04048111370645652, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 7.76271390914917, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.007419086992740631, 'mse': 21.32967185974121, 'cossim': 0.1942630261182785}, 'shrinkage': {'l2_norm_in': 43.947296142578125, 'l2_norm_out': 0.2654120624065399, 'l2_ratio': 0.003630600171163678, 'relative_reconstruction_bias': 0.14311698079109192}, 'sparsity': {'l0': 1584.0330810546875, 'l1': 97.4682388305664}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9060832791044053, 'ce_loss_with_ablation': 8.227436065673828, 'ce_loss_with_sae': 2.9996073246002197, 'ce_loss_without_sae': 2.457736015319824}, 'reconstruction_quality': {'explained_variance': 0.02801520936191082, 'mse': 20.354068756103516, 'cossim': 0.6915745139122009}, 'shrinkage': {'l2_norm_in': 44.182472229003906, 'l2_norm_out': 1.1714719533920288, 'l2_ratio': 0.022831114009022713, 'relative_reconstruction_bias': 0.03935972973704338}, 'sparsity': {'l0': 1188.9967041015625, 'l1': 897.8668823242188}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9308886235321816, 'ce_loss_with_ablation': 8.218037605285645, 'ce_loss_with_sae': 2.448819637298584, 'ce_loss_without_sae': 2.0204992294311523}, 'reconstruction_quality': {'explained_variance': 0.0058340150862932205, 'mse': 18.057266235351562, 'cossim': 0.7226722240447998}, 'shrinkage': {'l2_norm_in': 42.48115158081055, 'l2_norm_out': 1.1624336242675781, 'l2_ratio': 0.02434774674475193, 'relative_reconstruction_bias': 0.0394153855741024}, 'sparsity': {'l0': 1281.584228515625, 'l1': 911.2601928710938}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9412768200866392, 'ce_loss_with_ablation': 7.762081623077393, 'ce_loss_with_sae': 2.5799028873443604, 'ce_loss_without_sae': 2.256603717803955}, 'reconstruction_quality': {'explained_variance': -0.015157053247094154, 'mse': 16.682024002075195, 'cossim': 0.7301527261734009}, 'shrinkage': {'l2_norm_in': 41.11886215209961, 'l2_norm_out': 1.128420114517212, 'l2_ratio': 0.024886643514037132, 'relative_reconstruction_bias': 0.03945283219218254}, 'sparsity': {'l0': 1365.6839599609375, 'l1': 926.1923828125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9475954734416199, 'ce_loss_with_ablation': 7.718745231628418, 'ce_loss_with_sae': 2.5762109756469727, 'ce_loss_without_sae': 2.2918152809143066}, 'reconstruction_quality': {'explained_variance': -0.018858639523386955, 'mse': 16.212873458862305, 'cossim': 0.739311158657074}, 'shrinkage': {'l2_norm_in': 40.893245697021484, 'l2_norm_out': 1.1343071460723877, 'l2_ratio': 0.025293201208114624, 'relative_reconstruction_bias': 0.039519280195236206}, 'sparsity': {'l0': 1436.7685546875, 'l1': 970.5863647460938}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9582158248714197, 'ce_loss_with_ablation': 7.9982428550720215, 'ce_loss_with_sae': 2.5399038791656494, 'ce_loss_without_sae': 2.3018863201141357}, 'reconstruction_quality': {'explained_variance': -0.014155402779579163, 'mse': 16.319475173950195, 'cossim': 0.7583238482475281}, 'shrinkage': {'l2_norm_in': 40.79425048828125, 'l2_norm_out': 1.1660088300704956, 'l2_ratio': 0.026272589340806007, 'relative_reconstruction_bias': 0.03955352306365967}, 'sparsity': {'l0': 1496.2281494140625, 'l1': 1027.879638671875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9531434454538992, 'ce_loss_with_ablation': 7.808859825134277, 'ce_loss_with_sae': 2.6306300163269043, 'ce_loss_without_sae': 2.376068115234375}, 'reconstruction_quality': {'explained_variance': 0.03452520817518234, 'mse': 19.668590545654297, 'cossim': 0.7821595072746277}, 'shrinkage': {'l2_norm_in': 43.972408294677734, 'l2_norm_out': 1.3213385343551636, 'l2_ratio': 0.02729897014796734, 'relative_reconstruction_bias': 0.039586104452610016}, 'sparsity': {'l0': 1597.5140380859375, 'l1': 1192.6900634765625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9501978121340003, 'ce_loss_with_ablation': 8.106575965881348, 'ce_loss_with_sae': 2.353973388671875, 'ce_loss_without_sae': 2.0524654388427734}, 'reconstruction_quality': {'explained_variance': 0.04476221650838852, 'mse': 20.37723731994629, 'cossim': 0.789425790309906}, 'shrinkage': {'l2_norm_in': 44.59519958496094, 'l2_norm_out': 1.3569310903549194, 'l2_ratio': 0.027662698179483414, 'relative_reconstruction_bias': 0.03961915895342827}, 'sparsity': {'l0': 1661.328125, 'l1': 1260.2373046875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9601351942860676, 'ce_loss_with_ablation': 8.093259811401367, 'ce_loss_with_sae': 2.392855405807495, 'ce_loss_without_sae': 2.156174659729004}, 'reconstruction_quality': {'explained_variance': -0.01181934867054224, 'mse': 16.368240356445312, 'cossim': 0.7852908372879028}, 'shrinkage': {'l2_norm_in': 41.030555725097656, 'l2_norm_out': 1.2176803350448608, 'l2_ratio': 0.02765067294239998, 'relative_reconstruction_bias': 0.039596688002347946}, 'sparsity': {'l0': 1715.8387451171875, 'l1': 1200.5064697265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9631660335998143, 'ce_loss_with_ablation': 7.865519046783447, 'ce_loss_with_sae': 2.515392303466797, 'ce_loss_without_sae': 2.3107895851135254}, 'reconstruction_quality': {'explained_variance': -0.009400795213878155, 'mse': 16.721412658691406, 'cossim': 0.7978007197380066}, 'shrinkage': {'l2_norm_in': 41.04484939575195, 'l2_norm_out': 1.2415310144424438, 'l2_ratio': 0.02825409732758999, 'relative_reconstruction_bias': 0.03957104682922363}, 'sparsity': {'l0': 1803.03515625, 'l1': 1265.0306396484375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9705009266432253, 'ce_loss_with_ablation': 7.900069236755371, 'ce_loss_with_sae': 2.451178550720215, 'ce_loss_without_sae': 2.285555601119995}, 'reconstruction_quality': {'explained_variance': -0.014181616716086864, 'mse': 16.05010986328125, 'cossim': 0.794283390045166}, 'shrinkage': {'l2_norm_in': 40.614837646484375, 'l2_norm_out': 1.2169935703277588, 'l2_ratio': 0.02800193428993225, 'relative_reconstruction_bias': 0.039637740701436996}, 'sparsity': {'l0': 1834.3211669921875, 'l1': 1284.6080322265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9725236212990482, 'ce_loss_with_ablation': 7.851823806762695, 'ce_loss_with_sae': 2.5407798290252686, 'ce_loss_without_sae': 2.390728712081909}, 'reconstruction_quality': {'explained_variance': -0.00869373045861721, 'mse': 16.202770233154297, 'cossim': 0.8079332709312439}, 'shrinkage': {'l2_norm_in': 40.85794448852539, 'l2_norm_out': 1.2495195865631104, 'l2_ratio': 0.028705427423119545, 'relative_reconstruction_bias': 0.03960816189646721}, 'sparsity': {'l0': 1910.2840576171875, 'l1': 1350.085205078125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9703636134043351, 'ce_loss_with_ablation': 8.002524375915527, 'ce_loss_with_sae': 2.361435651779175, 'ce_loss_without_sae': 2.189148187637329}, 'reconstruction_quality': {'explained_variance': 0.047788314521312714, 'mse': 20.254018783569336, 'cossim': 0.8290104269981384}, 'shrinkage': {'l2_norm_in': 44.59531784057617, 'l2_norm_out': 1.426099181175232, 'l2_ratio': 0.029672497883439064, 'relative_reconstruction_bias': 0.03961425647139549}, 'sparsity': {'l0': 1962.2021484375, 'l1': 1523.8792724609375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.965325578222258, 'ce_loss_with_ablation': 8.148221969604492, 'ce_loss_with_sae': 2.575043201446533, 'ce_loss_without_sae': 2.3748550415039062}, 'reconstruction_quality': {'explained_variance': 0.04551483318209648, 'mse': 20.623920440673828, 'cossim': 0.818682849407196}, 'shrinkage': {'l2_norm_in': 44.28951644897461, 'l2_norm_out': 1.393879771232605, 'l2_ratio': 0.029187453910708427, 'relative_reconstruction_bias': 0.03954045847058296}, 'sparsity': {'l0': 2023.4617919921875, 'l1': 1569.7952880859375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9663119754414472, 'ce_loss_with_ablation': 8.11966323852539, 'ce_loss_with_sae': 2.67290997505188, 'ce_loss_without_sae': 2.483022689819336}, 'reconstruction_quality': {'explained_variance': 0.04646088555455208, 'mse': 20.315614700317383, 'cossim': 0.8178146481513977}, 'shrinkage': {'l2_norm_in': 44.40424346923828, 'l2_norm_out': 1.3960589170455933, 'l2_ratio': 0.029136663302779198, 'relative_reconstruction_bias': 0.03960210829973221}, 'sparsity': {'l0': 2092.0322265625, 'l1': 1610.8909912109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9619305742876699, 'ce_loss_with_ablation': 8.117958068847656, 'ce_loss_with_sae': 2.667497396469116, 'ce_loss_without_sae': 2.451789617538452}, 'reconstruction_quality': {'explained_variance': 0.040105145424604416, 'mse': 20.124858856201172, 'cossim': 0.8294210433959961}, 'shrinkage': {'l2_norm_in': 43.96875762939453, 'l2_norm_out': 1.4009519815444946, 'l2_ratio': 0.0297305379062891, 'relative_reconstruction_bias': 0.03953307494521141}, 'sparsity': {'l0': 2140.952392578125, 'l1': 1647.2799072265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9713429673535721, 'ce_loss_with_ablation': 8.239028930664062, 'ce_loss_with_sae': 2.5993692874908447, 'ce_loss_without_sae': 2.432985305786133}, 'reconstruction_quality': {'explained_variance': 0.04233815148472786, 'mse': 20.206253051757812, 'cossim': 0.8314029574394226}, 'shrinkage': {'l2_norm_in': 44.14777374267578, 'l2_norm_out': 1.4095348119735718, 'l2_ratio': 0.02983933500945568, 'relative_reconstruction_bias': 0.03954577445983887}, 'sparsity': {'l0': 2198.354248046875, 'l1': 1700.453369140625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.96644197134114, 'ce_loss_with_ablation': 8.300178527832031, 'ce_loss_with_sae': 2.684274911880493, 'ce_loss_without_sae': 2.489272356033325}, 'reconstruction_quality': {'explained_variance': 0.042297519743442535, 'mse': 20.253076553344727, 'cossim': 0.8377802968025208}, 'shrinkage': {'l2_norm_in': 44.1669921875, 'l2_norm_out': 1.4208439588546753, 'l2_ratio': 0.030142614617943764, 'relative_reconstruction_bias': 0.039531346410512924}, 'sparsity': {'l0': 2255.122802734375, 'l1': 1736.578125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.981482691102099, 'ce_loss_with_ablation': 7.968987464904785, 'ce_loss_with_sae': 2.3696224689483643, 'ce_loss_without_sae': 2.2639811038970947}, 'reconstruction_quality': {'explained_variance': 0.05398617312312126, 'mse': 20.00597381591797, 'cossim': 0.854159951210022}, 'shrinkage': {'l2_norm_in': 44.222328186035156, 'l2_norm_out': 1.4539598226547241, 'l2_ratio': 0.030909204855561256, 'relative_reconstruction_bias': 0.03962025046348572}, 'sparsity': {'l0': 2310.80615234375, 'l1': 1787.890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9814250772361087, 'ce_loss_with_ablation': 8.015522003173828, 'ce_loss_with_sae': 2.3823931217193604, 'ce_loss_without_sae': 2.275777816772461}, 'reconstruction_quality': {'explained_variance': 0.05652443319559097, 'mse': 20.226327896118164, 'cossim': 0.8628986477851868}, 'shrinkage': {'l2_norm_in': 44.145565032958984, 'l2_norm_out': 1.466511607170105, 'l2_ratio': 0.031289514154195786, 'relative_reconstruction_bias': 0.03961307927966118}, 'sparsity': {'l0': 2349.3525390625, 'l1': 1833.8277587890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9829145602247334, 'ce_loss_with_ablation': 8.02662181854248, 'ce_loss_with_sae': 2.361967086791992, 'ce_loss_without_sae': 2.2635016441345215}, 'reconstruction_quality': {'explained_variance': 0.04645799845457077, 'mse': 20.23880386352539, 'cossim': 0.8454303741455078}, 'shrinkage': {'l2_norm_in': 44.08870315551758, 'l2_norm_out': 1.4324043989181519, 'l2_ratio': 0.0305193904787302, 'relative_reconstruction_bias': 0.03955404832959175}, 'sparsity': {'l0': 2405.570556640625, 'l1': 1853.3538818359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9690992984772683, 'ce_loss_with_ablation': 8.207812309265137, 'ce_loss_with_sae': 2.60383939743042, 'ce_loss_without_sae': 2.4251511096954346}, 'reconstruction_quality': {'explained_variance': 0.04476494342088699, 'mse': 20.047727584838867, 'cossim': 0.8412257432937622}, 'shrinkage': {'l2_norm_in': 44.04659652709961, 'l2_norm_out': 1.4238529205322266, 'l2_ratio': 0.030332554131746292, 'relative_reconstruction_bias': 0.03953012451529503}, 'sparsity': {'l0': 2448.54736328125, 'l1': 1879.9495849609375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9742865288535824, 'ce_loss_with_ablation': 7.968865394592285, 'ce_loss_with_sae': 2.572687864303589, 'ce_loss_without_sae': 2.4302713871002197}, 'reconstruction_quality': {'explained_variance': 0.036823879927396774, 'mse': 19.5219669342041, 'cossim': 0.8490545153617859}, 'shrinkage': {'l2_norm_in': 43.6329460144043, 'l2_norm_out': 1.4211472272872925, 'l2_ratio': 0.030693644657731056, 'relative_reconstruction_bias': 0.03953760862350464}, 'sparsity': {'l0': 2485.677490234375, 'l1': 1913.6429443359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9789495949951366, 'ce_loss_with_ablation': 8.31395149230957, 'ce_loss_with_sae': 2.6258368492126465, 'ce_loss_without_sae': 2.5035250186920166}, 'reconstruction_quality': {'explained_variance': 0.042028408497571945, 'mse': 19.99908447265625, 'cossim': 0.8540846109390259}, 'shrinkage': {'l2_norm_in': 43.941444396972656, 'l2_norm_out': 1.4427076578140259, 'l2_ratio': 0.03096209280192852, 'relative_reconstruction_bias': 0.039563752710819244}, 'sparsity': {'l0': 2537.23388671875, 'l1': 1954.2679443359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9761897389696853, 'ce_loss_with_ablation': 8.183964729309082, 'ce_loss_with_sae': 2.553953170776367, 'ce_loss_without_sae': 2.4166314601898193}, 'reconstruction_quality': {'explained_variance': 0.042975232005119324, 'mse': 19.89202308654785, 'cossim': 0.8533211946487427}, 'shrinkage': {'l2_norm_in': 44.116085052490234, 'l2_norm_out': 1.4474098682403564, 'l2_ratio': 0.03095744550228119, 'relative_reconstruction_bias': 0.03957011178135872}, 'sparsity': {'l0': 2574.96044921875, 'l1': 1984.2635498046875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9764170136824792, 'ce_loss_with_ablation': 8.27078914642334, 'ce_loss_with_sae': 2.630831718444824, 'ce_loss_without_sae': 2.494612216949463}, 'reconstruction_quality': {'explained_variance': 0.04142996668815613, 'mse': 19.87871742248535, 'cossim': 0.8559888005256653}, 'shrinkage': {'l2_norm_in': 43.91341018676758, 'l2_norm_out': 1.4448360204696655, 'l2_ratio': 0.03109097294509411, 'relative_reconstruction_bias': 0.0395294725894928}, 'sparsity': {'l0': 2614.743408203125, 'l1': 2002.841064453125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9747755733218397, 'ce_loss_with_ablation': 8.307905197143555, 'ce_loss_with_sae': 2.585803270339966, 'ce_loss_without_sae': 2.4377315044403076}, 'reconstruction_quality': {'explained_variance': 0.04097578302025795, 'mse': 19.796558380126953, 'cossim': 0.853868305683136}, 'shrinkage': {'l2_norm_in': 43.9552001953125, 'l2_norm_out': 1.4396847486495972, 'l2_ratio': 0.03094690479338169, 'relative_reconstruction_bias': 0.039538946002721786}, 'sparsity': {'l0': 2652.3212890625, 'l1': 2020.2738037109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9773194319494503, 'ce_loss_with_ablation': 8.298147201538086, 'ce_loss_with_sae': 2.5951170921325684, 'ce_loss_without_sae': 2.4627673625946045}, 'reconstruction_quality': {'explained_variance': 0.04784170910716057, 'mse': 20.154603958129883, 'cossim': 0.8607279658317566}, 'shrinkage': {'l2_norm_in': 44.16630935668945, 'l2_norm_out': 1.4616420269012451, 'l2_ratio': 0.03129200637340546, 'relative_reconstruction_bias': 0.03956693038344383}, 'sparsity': {'l0': 2679.351806640625, 'l1': 2055.190673828125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
