Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:02<00:00, 392.20it/s]
4700| auxiliary_reconstruction_loss: 1.57189 | l1_loss: 1.79373 | mse_loss: 1.11648:  59%|█████▉    | 2406400/4096000 [04:07<02:52, 9819.05it/s] 
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.2879974191839516, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 6.351984024047852, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.007684764452278614, 'mse': 20.112226486206055, 'cossim': 0.3013560473918915}, 'shrinkage': {'l2_norm_in': 42.693267822265625, 'l2_norm_out': 0.04743603616952896, 'l2_ratio': 0.00014257049770094454, 'relative_reconstruction_bias': 0.009461269713938236}, 'sparsity': {'l0': 40.84414291381836, 'l1': 40.17493438720703}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5551411426492114, 'ce_loss_with_ablation': 7.900069236755371, 'ce_loss_with_sae': 4.78322172164917, 'ce_loss_without_sae': 2.285555601119995}, 'reconstruction_quality': {'explained_variance': -0.0607321634888649, 'mse': 15.241729736328125, 'cossim': 0.38999947905540466}, 'shrinkage': {'l2_norm_in': 39.455902099609375, 'l2_norm_out': 0.35786011815071106, 'l2_ratio': 0.0010194102069362998, 'relative_reconstruction_bias': 0.039498645812273026}, 'sparsity': {'l0': 31.17890739440918, 'l1': 346.6651611328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5206991178928129, 'ce_loss_with_ablation': 7.851823806762695, 'ce_loss_with_sae': 5.008236408233643, 'ce_loss_without_sae': 2.390728712081909}, 'reconstruction_quality': {'explained_variance': -0.057120051234960556, 'mse': 15.392184257507324, 'cossim': 0.3906204104423523}, 'shrinkage': {'l2_norm_in': 39.692073822021484, 'l2_norm_out': 0.3620010316371918, 'l2_ratio': 0.0010301227448508143, 'relative_reconstruction_bias': 0.03940804675221443}, 'sparsity': {'l0': 32.184181213378906, 'l1': 349.5026550292969}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.48565416319448246, 'ce_loss_with_ablation': 8.002524375915527, 'ce_loss_with_sae': 5.179234027862549, 'ce_loss_without_sae': 2.189148187637329}, 'reconstruction_quality': {'explained_variance': -0.00040928201633505523, 'mse': 19.235519409179688, 'cossim': 0.3877595365047455}, 'shrinkage': {'l2_norm_in': 43.32279968261719, 'l2_norm_out': 0.463792622089386, 'l2_ratio': 0.0011385235702618957, 'relative_reconstruction_bias': 0.03935064747929573}, 'sparsity': {'l0': 38.34550857543945, 'l1': 453.4233093261719}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5044481875392934, 'ce_loss_with_ablation': 8.148221969604492, 'ce_loss_with_sae': 5.2358574867248535, 'ce_loss_without_sae': 2.3748550415039062}, 'reconstruction_quality': {'explained_variance': -0.001195532619021833, 'mse': 19.573959350585938, 'cossim': 0.3944387137889862}, 'shrinkage': {'l2_norm_in': 43.025726318359375, 'l2_norm_out': 0.4690871238708496, 'l2_ratio': 0.0011466445866972208, 'relative_reconstruction_bias': 0.03933316096663475}, 'sparsity': {'l0': 38.95097732543945, 'l1': 456.7809753417969}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5090322287015226, 'ce_loss_with_ablation': 8.11966323852539, 'ce_loss_with_sae': 5.250431537628174, 'ce_loss_without_sae': 2.483022689819336}, 'reconstruction_quality': {'explained_variance': -6.948281225049868e-05, 'mse': 19.28096580505371, 'cossim': 0.39205053448677063}, 'shrinkage': {'l2_norm_in': 43.13718032836914, 'l2_norm_out': 0.4696202278137207, 'l2_ratio': 0.0011587818153202534, 'relative_reconstruction_bias': 0.03948494419455528}, 'sparsity': {'l0': 39.85722732543945, 'l1': 455.2961120605469}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.49556660241282025, 'ce_loss_with_ablation': 8.117958068847656, 'ce_loss_with_sae': 5.309994220733643, 'ce_loss_without_sae': 2.451789617538452}, 'reconstruction_quality': {'explained_variance': -0.00841027032583952, 'mse': 19.099077224731445, 'cossim': 0.39335647225379944}, 'shrinkage': {'l2_norm_in': 42.71411895751953, 'l2_norm_out': 0.45905256271362305, 'l2_ratio': 0.001145125599578023, 'relative_reconstruction_bias': 0.039528246968984604}, 'sparsity': {'l0': 40.92011642456055, 'l1': 441.947509765625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5165089047807864, 'ce_loss_with_ablation': 8.239028930664062, 'ce_loss_with_sae': 5.2401556968688965, 'ce_loss_without_sae': 2.432985305786133}, 'reconstruction_quality': {'explained_variance': -0.006373194511979818, 'mse': 19.181737899780273, 'cossim': 0.3937169015407562}, 'shrinkage': {'l2_norm_in': 42.888023376464844, 'l2_norm_out': 0.4614482820034027, 'l2_ratio': 0.0011520221596583724, 'relative_reconstruction_bias': 0.03939327597618103}, 'sparsity': {'l0': 41.291603088378906, 'l1': 443.0680236816406}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.49946704730008035, 'ce_loss_with_ablation': 8.300178527832031, 'ce_loss_with_sae': 5.397822380065918, 'ce_loss_without_sae': 2.489272356033325}, 'reconstruction_quality': {'explained_variance': -0.007343857083469629, 'mse': 19.226024627685547, 'cossim': 0.39186811447143555}, 'shrinkage': {'l2_norm_in': 42.906700134277344, 'l2_norm_out': 0.46009188890457153, 'l2_ratio': 0.0011501749977469444, 'relative_reconstruction_bias': 0.03945058211684227}, 'sparsity': {'l0': 43.003517150878906, 'l1': 439.248779296875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5086430086326653, 'ce_loss_with_ablation': 7.968987464904785, 'ce_loss_with_sae': 5.06717586517334, 'ce_loss_without_sae': 2.2639811038970947}, 'reconstruction_quality': {'explained_variance': 0.0027565849013626575, 'mse': 18.999486923217773, 'cossim': 0.3884340226650238}, 'shrinkage': {'l2_norm_in': 42.96045684814453, 'l2_norm_out': 0.46358999609947205, 'l2_ratio': 0.0011741219786927104, 'relative_reconstruction_bias': 0.03953307494521141}, 'sparsity': {'l0': 44.25527572631836, 'l1': 440.9772033691406}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.49800317617608736, 'ce_loss_with_ablation': 8.015522003173828, 'ce_loss_with_sae': 5.157111167907715, 'ce_loss_without_sae': 2.275777816772461}, 'reconstruction_quality': {'explained_variance': 0.004400588106364012, 'mse': 19.206907272338867, 'cossim': 0.3910173177719116}, 'shrinkage': {'l2_norm_in': 42.88587951660156, 'l2_norm_out': 0.46807700395584106, 'l2_ratio': 0.0011824533576145768, 'relative_reconstruction_bias': 0.03958439826965332}, 'sparsity': {'l0': 45.23906326293945, 'l1': 442.8426818847656}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4874819824594107, 'ce_loss_with_ablation': 8.02662181854248, 'ce_loss_with_sae': 5.217204570770264, 'ce_loss_without_sae': 2.2635016441345215}, 'reconstruction_quality': {'explained_variance': -0.003932369407266378, 'mse': 19.210317611694336, 'cossim': 0.39043474197387695}, 'shrinkage': {'l2_norm_in': 42.83064270019531, 'l2_norm_out': 0.4614684581756592, 'l2_ratio': 0.0011600349098443985, 'relative_reconstruction_bias': 0.039590295404195786}, 'sparsity': {'l0': 42.84980392456055, 'l1': 434.6104431152344}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5061986071795532, 'ce_loss_with_ablation': 8.207812309265137, 'ce_loss_with_sae': 5.280637264251709, 'ce_loss_without_sae': 2.4251511096954346}, 'reconstruction_quality': {'explained_variance': -0.005082002840936184, 'mse': 19.028345108032227, 'cossim': 0.38723093271255493}, 'shrinkage': {'l2_norm_in': 42.78973388671875, 'l2_norm_out': 0.45903173089027405, 'l2_ratio': 0.0011655868729576468, 'relative_reconstruction_bias': 0.03957501798868179}, 'sparsity': {'l0': 45.8974609375, 'l1': 430.86260986328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.49266183874189445, 'ce_loss_with_ablation': 7.968865394592285, 'ce_loss_with_sae': 5.240211486816406, 'ce_loss_without_sae': 2.4302713871002197}, 'reconstruction_quality': {'explained_variance': -0.014657487161457539, 'mse': 18.53091049194336, 'cossim': 0.38913223147392273}, 'shrinkage': {'l2_norm_in': 42.38789367675781, 'l2_norm_out': 0.44785594940185547, 'l2_ratio': 0.0011623786995187402, 'relative_reconstruction_bias': 0.03966997191309929}, 'sparsity': {'l0': 47.429298400878906, 'l1': 417.8571472167969}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5225475104423571, 'ce_loss_with_ablation': 8.31395149230957, 'ce_loss_with_sae': 5.2777276039123535, 'ce_loss_without_sae': 2.5035250186920166}, 'reconstruction_quality': {'explained_variance': -0.009890190325677395, 'mse': 18.983415603637695, 'cossim': 0.3887559771537781}, 'shrinkage': {'l2_norm_in': 42.68758773803711, 'l2_norm_out': 0.4571571946144104, 'l2_ratio': 0.0011663626646623015, 'relative_reconstruction_bias': 0.03968718647956848}, 'sparsity': {'l0': 47.056251525878906, 'l1': 425.0854187011719}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5070801100076731, 'ce_loss_with_ablation': 8.183964729309082, 'ce_loss_with_sae': 5.259464740753174, 'ce_loss_without_sae': 2.4166314601898193}, 'reconstruction_quality': {'explained_variance': -0.00887824222445488, 'mse': 18.88549041748047, 'cossim': 0.38493362069129944}, 'shrinkage': {'l2_norm_in': 42.857242584228516, 'l2_norm_out': 0.4551031291484833, 'l2_ratio': 0.0011653058463707566, 'relative_reconstruction_bias': 0.039645083248615265}, 'sparsity': {'l0': 48.39628982543945, 'l1': 422.6518249511719}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.5111799451208282, 'ce_loss_with_ablation': 8.27078914642334, 'ce_loss_with_sae': 5.3181233406066895, 'ce_loss_without_sae': 2.494612216949463}, 'reconstruction_quality': {'explained_variance': -0.010892734862864017, 'mse': 18.872098922729492, 'cossim': 0.3856898248195648}, 'shrinkage': {'l2_norm_in': 42.66035079956055, 'l2_norm_out': 0.45213690400123596, 'l2_ratio': 0.001162601518444717, 'relative_reconstruction_bias': 0.039621759206056595}, 'sparsity': {'l0': 46.895118713378906, 'l1': 418.2732849121094}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4913251306501247, 'ce_loss_with_ablation': 8.307905197143555, 'ce_loss_with_sae': 5.423741340637207, 'ce_loss_without_sae': 2.4377315044403076}, 'reconstruction_quality': {'explained_variance': -0.011010284535586834, 'mse': 18.789899826049805, 'cossim': 0.3825511932373047}, 'shrinkage': {'l2_norm_in': 42.70094680786133, 'l2_norm_out': 0.45224133133888245, 'l2_ratio': 0.0011665134225040674, 'relative_reconstruction_bias': 0.03975194692611694}, 'sparsity': {'l0': 48.99687576293945, 'l1': 417.0721740722656}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.4929235557217817, 'ce_loss_with_ablation': 8.298147201538086, 'ce_loss_with_sae': 5.421751022338867, 'ce_loss_without_sae': 2.4627673625946045}, 'reconstruction_quality': {'explained_variance': -0.0047226110473275185, 'mse': 19.131561279296875, 'cossim': 0.3818974494934082}, 'shrinkage': {'l2_norm_in': 42.90603256225586, 'l2_norm_out': 0.45981135964393616, 'l2_ratio': 0.0011779776541516185, 'relative_reconstruction_bias': 0.03975580260157585}, 'sparsity': {'l0': 48.53203201293945, 'l1': 423.5567932128906}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
