Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:01<00:00, 519.13it/s]
4700| l0_loss: 11217.48047 | mse_loss: 0.34649:  59%|█████▉    | 2406400/4096000 [02:52<02:00, 14056.87it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.04015893001213899, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 7.76455020904541, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.0074298991821706295, 'mse': 21.966100692749023, 'cossim': 0.19631613790988922}, 'shrinkage': {'l2_norm_in': 44.595489501953125, 'l2_norm_out': 0.2557743489742279, 'l2_ratio': 0.00348183186724782, 'relative_reconstruction_bias': 0.135784313082695}, 'sparsity': {'l0': 1554.6488037109375, 'l1': 95.04264068603516}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9084365143028006, 'ce_loss_with_ablation': 8.227436065673828, 'ce_loss_with_sae': 2.986029863357544, 'ce_loss_without_sae': 2.457736015319824}, 'reconstruction_quality': {'explained_variance': 0.02777845598757267, 'mse': 20.981061935424805, 'cossim': 0.6936655044555664}, 'shrinkage': {'l2_norm_in': 44.83413314819336, 'l2_norm_out': 1.1758053302764893, 'l2_ratio': 0.022609205916523933, 'relative_reconstruction_bias': 0.038798946887254715}, 'sparsity': {'l0': 1196.640625, 'l1': 920.9645385742188}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9303156146179402, 'ce_loss_with_ablation': 8.218037605285645, 'ce_loss_with_sae': 2.4523708820343018, 'ce_loss_without_sae': 2.0204992294311523}, 'reconstruction_quality': {'explained_variance': 0.005546775180846453, 'mse': 18.614206314086914, 'cossim': 0.7245402336120605}, 'shrinkage': {'l2_norm_in': 43.107723236083984, 'l2_norm_out': 1.1664618253707886, 'l2_ratio': 0.02410159818828106, 'relative_reconstruction_bias': 0.03883788734674454}, 'sparsity': {'l0': 1285.4227294921875, 'l1': 933.1791381835938}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9420326777889564, 'ce_loss_with_ablation': 7.762081623077393, 'ce_loss_with_sae': 2.5757415294647217, 'ce_loss_without_sae': 2.256603717803955}, 'reconstruction_quality': {'explained_variance': -0.015568715520203114, 'mse': 17.196176528930664, 'cossim': 0.7314541339874268}, 'shrinkage': {'l2_norm_in': 41.725341796875, 'l2_norm_out': 1.1309210062026978, 'l2_ratio': 0.02459115907549858, 'relative_reconstruction_bias': 0.03888838738203049}, 'sparsity': {'l0': 1369.753173828125, 'l1': 946.8250122070312}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9482040263781251, 'ce_loss_with_ablation': 7.718745231628418, 'ce_loss_with_sae': 2.572908401489258, 'ce_loss_without_sae': 2.2918152809143066}, 'reconstruction_quality': {'explained_variance': -0.019317662343382835, 'mse': 16.71302604675293, 'cossim': 0.7402589917182922}, 'shrinkage': {'l2_norm_in': 41.496395111083984, 'l2_norm_out': 1.136256217956543, 'l2_ratio': 0.024979785084724426, 'relative_reconstruction_bias': 0.03894442692399025}, 'sparsity': {'l0': 1440.8787841796875, 'l1': 991.4906616210938}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.958401868455174, 'ce_loss_with_ablation': 7.9982428550720215, 'ce_loss_with_sae': 2.538844108581543, 'ce_loss_without_sae': 2.3018863201141357}, 'reconstruction_quality': {'explained_variance': -0.014604141004383564, 'mse': 16.822904586791992, 'cossim': 0.7594252228736877}, 'shrinkage': {'l2_norm_in': 41.395938873291016, 'l2_norm_out': 1.168733835220337, 'l2_ratio': 0.025965744629502296, 'relative_reconstruction_bias': 0.0389828197658062}, 'sparsity': {'l0': 1495.8865966796875, 'l1': 1051.0850830078125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9535321796234484, 'ce_loss_with_ablation': 7.808859825134277, 'ce_loss_with_sae': 2.6285181045532227, 'ce_loss_without_sae': 2.376068115234375}, 'reconstruction_quality': {'explained_variance': 0.034153081476688385, 'mse': 20.275331497192383, 'cossim': 0.7836378216743469}, 'shrinkage': {'l2_norm_in': 44.6209716796875, 'l2_norm_out': 1.3256772756576538, 'l2_ratio': 0.02701413631439209, 'relative_reconstruction_bias': 0.03901781141757965}, 'sparsity': {'l0': 1591.7567138671875, 'l1': 1220.7098388671875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9509012404313352, 'ce_loss_with_ablation': 8.106575965881348, 'ce_loss_with_sae': 2.349714756011963, 'ce_loss_without_sae': 2.0524654388427734}, 'reconstruction_quality': {'explained_variance': 0.04439932480454445, 'mse': 21.00589942932129, 'cossim': 0.7910842895507812}, 'shrinkage': {'l2_norm_in': 45.25295639038086, 'l2_norm_out': 1.361535668373108, 'l2_ratio': 0.0273810513317585, 'relative_reconstruction_bias': 0.039049308747053146}, 'sparsity': {'l0': 1650.6009521484375, 'l1': 1291.9403076171875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9608217271425439, 'ce_loss_with_ablation': 8.093259811401367, 'ce_loss_with_sae': 2.388779401779175, 'ce_loss_without_sae': 2.156174659729004}, 'reconstruction_quality': {'explained_variance': -0.012233971618115902, 'mse': 16.87298011779785, 'cossim': 0.7870267629623413}, 'shrinkage': {'l2_norm_in': 41.6357307434082, 'l2_norm_out': 1.2217024564743042, 'l2_ratio': 0.027358978986740112, 'relative_reconstruction_bias': 0.0390268974006176}, 'sparsity': {'l0': 1700.0732421875, 'l1': 1232.089111328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9635023253274584, 'ce_loss_with_ablation': 7.865519046783447, 'ce_loss_with_sae': 2.513524293899536, 'ce_loss_without_sae': 2.3107895851135254}, 'reconstruction_quality': {'explained_variance': -0.009899694472551346, 'mse': 17.237403869628906, 'cossim': 0.799104630947113}, 'shrinkage': {'l2_norm_in': 41.65023422241211, 'l2_norm_out': 1.2445684671401978, 'l2_ratio': 0.02792714349925518, 'relative_reconstruction_bias': 0.03899386525154114}, 'sparsity': {'l0': 1783.1900634765625, 'l1': 1297.7952880859375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.970523135675915, 'ce_loss_with_ablation': 7.900069236755371, 'ce_loss_with_sae': 2.4510538578033447, 'ce_loss_without_sae': 2.285555601119995}, 'reconstruction_quality': {'explained_variance': -0.014657211489975452, 'mse': 16.54538345336914, 'cossim': 0.7957732081413269}, 'shrinkage': {'l2_norm_in': 41.2138786315918, 'l2_norm_out': 1.2200483083724976, 'l2_ratio': 0.027679836377501488, 'relative_reconstruction_bias': 0.03906300291419029}, 'sparsity': {'l0': 1814.324462890625, 'l1': 1318.7098388671875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9728349003446466, 'ce_loss_with_ablation': 7.851823806762695, 'ce_loss_with_sae': 2.5390799045562744, 'ce_loss_without_sae': 2.390728712081909}, 'reconstruction_quality': {'explained_variance': -0.009221576154232025, 'mse': 16.70279312133789, 'cossim': 0.8092058300971985}, 'shrinkage': {'l2_norm_in': 41.4605712890625, 'l2_norm_out': 1.2522869110107422, 'l2_ratio': 0.028363296762108803, 'relative_reconstruction_bias': 0.03903235122561455}, 'sparsity': {'l0': 1888.7562255859375, 'l1': 1384.2176513671875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9703792800142821, 'ce_loss_with_ablation': 8.002524375915527, 'ce_loss_with_sae': 2.361344575881958, 'ce_loss_without_sae': 2.189148187637329}, 'reconstruction_quality': {'explained_variance': 0.04726998135447502, 'mse': 20.879425048828125, 'cossim': 0.8302202224731445}, 'shrinkage': {'l2_norm_in': 45.25307846069336, 'l2_norm_out': 1.429071307182312, 'l2_ratio': 0.02932264842092991, 'relative_reconstruction_bias': 0.03904068097472191}, 'sparsity': {'l0': 1944.0592041015625, 'l1': 1560.6212158203125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9656532229103835, 'ce_loss_with_ablation': 8.148221969604492, 'ce_loss_with_sae': 2.5731515884399414, 'ce_loss_without_sae': 2.3748550415039062}, 'reconstruction_quality': {'explained_variance': 0.0449562668800354, 'mse': 21.260549545288086, 'cossim': 0.8197669982910156}, 'shrinkage': {'l2_norm_in': 44.94275665283203, 'l2_norm_out': 1.3958683013916016, 'l2_ratio': 0.02881462872028351, 'relative_reconstruction_bias': 0.03897041082382202}, 'sparsity': {'l0': 2003.8236083984375, 'l1': 1606.4840087890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9661962058362431, 'ce_loss_with_ablation': 8.11966323852539, 'ce_loss_with_sae': 2.673562526702881, 'ce_loss_without_sae': 2.483022689819336}, 'reconstruction_quality': {'explained_variance': 0.04591246321797371, 'mse': 20.943126678466797, 'cossim': 0.818829357624054}, 'shrinkage': {'l2_norm_in': 45.059181213378906, 'l2_norm_out': 1.398148775100708, 'l2_ratio': 0.02877134084701538, 'relative_reconstruction_bias': 0.03902576491236687}, 'sparsity': {'l0': 2073.49169921875, 'l1': 1647.6328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9622862980338037, 'ce_loss_with_ablation': 8.117958068847656, 'ce_loss_with_sae': 2.6654818058013916, 'ce_loss_without_sae': 2.451789617538452}, 'reconstruction_quality': {'explained_variance': 0.03951520845293999, 'mse': 20.746389389038086, 'cossim': 0.8302884101867676}, 'shrinkage': {'l2_norm_in': 44.61726760864258, 'l2_norm_out': 1.4028456211090088, 'l2_ratio': 0.029351338744163513, 'relative_reconstruction_bias': 0.038959503173828125}, 'sparsity': {'l0': 2124.011962890625, 'l1': 1684.3843994140625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9714670623470987, 'ce_loss_with_ablation': 8.239028930664062, 'ce_loss_with_sae': 2.5986487865448, 'ce_loss_without_sae': 2.432985305786133}, 'reconstruction_quality': {'explained_variance': 0.041733141988515854, 'mse': 20.83032989501953, 'cossim': 0.8321860432624817}, 'shrinkage': {'l2_norm_in': 44.79892349243164, 'l2_norm_out': 1.4112348556518555, 'l2_ratio': 0.029452776536345482, 'relative_reconstruction_bias': 0.03897307068109512}, 'sparsity': {'l0': 2181.879150390625, 'l1': 1738.372314453125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9662723553850625, 'ce_loss_with_ablation': 8.300178527832031, 'ce_loss_with_sae': 2.685260534286499, 'ce_loss_without_sae': 2.489272356033325}, 'reconstruction_quality': {'explained_variance': 0.04167481139302254, 'mse': 20.87862205505371, 'cossim': 0.8386676907539368}, 'shrinkage': {'l2_norm_in': 44.81843185424805, 'l2_norm_out': 1.4223346710205078, 'l2_ratio': 0.02974494732916355, 'relative_reconstruction_bias': 0.03895856812596321}, 'sparsity': {'l0': 2238.458740234375, 'l1': 1775.7191162109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9813089236443306, 'ce_loss_with_ablation': 7.968987464904785, 'ce_loss_with_sae': 2.3706138134002686, 'ce_loss_without_sae': 2.2639811038970947}, 'reconstruction_quality': {'explained_variance': 0.05333228036761284, 'mse': 20.624082565307617, 'cossim': 0.854870617389679}, 'shrinkage': {'l2_norm_in': 44.87458419799805, 'l2_norm_out': 1.4554108381271362, 'l2_ratio': 0.030500276014208794, 'relative_reconstruction_bias': 0.039046891033649445}, 'sparsity': {'l0': 2293.233642578125, 'l1': 1828.6610107421875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9812762459047499, 'ce_loss_with_ablation': 8.015522003173828, 'ce_loss_with_sae': 2.3832473754882812, 'ce_loss_without_sae': 2.275777816772461}, 'reconstruction_quality': {'explained_variance': 0.05584060028195381, 'mse': 20.85108184814453, 'cossim': 0.8634287118911743}, 'shrinkage': {'l2_norm_in': 44.79668045043945, 'l2_norm_out': 1.4678148031234741, 'l2_ratio': 0.030869126319885254, 'relative_reconstruction_bias': 0.03904625400900841}, 'sparsity': {'l0': 2334.671142578125, 'l1': 1875.7802734375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9827456890906185, 'ce_loss_with_ablation': 8.02662181854248, 'ce_loss_with_sae': 2.3629403114318848, 'ce_loss_without_sae': 2.2635016441345215}, 'reconstruction_quality': {'explained_variance': 0.04582465812563896, 'mse': 20.86408805847168, 'cossim': 0.8461292386054993}, 'shrinkage': {'l2_norm_in': 44.73898696899414, 'l2_norm_out': 1.434000849723816, 'l2_ratio': 0.03012198582291603, 'relative_reconstruction_bias': 0.03898018226027489}, 'sparsity': {'l0': 2393.242919921875, 'l1': 1895.0633544921875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9688242125428054, 'ce_loss_with_ablation': 8.207812309265137, 'ce_loss_with_sae': 2.6054301261901855, 'ce_loss_without_sae': 2.4251511096954346}, 'reconstruction_quality': {'explained_variance': 0.04414145275950432, 'mse': 20.66663932800293, 'cossim': 0.842054009437561}, 'shrinkage': {'l2_norm_in': 44.696258544921875, 'l2_norm_out': 1.4254568815231323, 'l2_ratio': 0.029934419319033623, 'relative_reconstruction_bias': 0.03896456956863403}, 'sparsity': {'l0': 2436.325927734375, 'l1': 1922.351806640625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9743261318814405, 'ce_loss_with_ablation': 7.968865394592285, 'ce_loss_with_sae': 2.5724685192108154, 'ce_loss_without_sae': 2.4302713871002197}, 'reconstruction_quality': {'explained_variance': 0.03616512939333916, 'mse': 20.125228881835938, 'cossim': 0.8498103022575378}, 'shrinkage': {'l2_norm_in': 44.27650833129883, 'l2_norm_out': 1.4224218130111694, 'l2_ratio': 0.03028530813753605, 'relative_reconstruction_bias': 0.03895796462893486}, 'sparsity': {'l0': 2473.969970703125, 'l1': 1956.345947265625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9791502047848861, 'ce_loss_with_ablation': 8.31395149230957, 'ce_loss_with_sae': 2.624671220779419, 'ce_loss_without_sae': 2.5035250186920166}, 'reconstruction_quality': {'explained_variance': 0.04137536883354187, 'mse': 20.616893768310547, 'cossim': 0.8549246191978455}, 'shrinkage': {'l2_norm_in': 44.58955383300781, 'l2_norm_out': 1.4441702365875244, 'l2_ratio': 0.03055359423160553, 'relative_reconstruction_bias': 0.038990218192338943}, 'sparsity': {'l0': 2526.814697265625, 'l1': 1998.0943603515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9764026786497152, 'ce_loss_with_ablation': 8.183964729309082, 'ce_loss_with_sae': 2.552725076675415, 'ce_loss_without_sae': 2.4166314601898193}, 'reconstruction_quality': {'explained_variance': 0.04231954365968704, 'mse': 20.506601333618164, 'cossim': 0.8541965484619141}, 'shrinkage': {'l2_norm_in': 44.76676940917969, 'l2_norm_out': 1.448732852935791, 'l2_ratio': 0.03054521419107914, 'relative_reconstruction_bias': 0.03899219632148743}, 'sparsity': {'l0': 2563.204833984375, 'l1': 2028.293212890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9763636435682078, 'ce_loss_with_ablation': 8.27078914642334, 'ce_loss_with_sae': 2.6311399936676025, 'ce_loss_without_sae': 2.494612216949463}, 'reconstruction_quality': {'explained_variance': 0.040754277259111404, 'mse': 20.492475509643555, 'cossim': 0.856719434261322}, 'shrinkage': {'l2_norm_in': 44.56110763549805, 'l2_norm_out': 1.4461653232574463, 'l2_ratio': 0.030672866851091385, 'relative_reconstruction_bias': 0.038964640349149704}, 'sparsity': {'l0': 2600.872802734375, 'l1': 2047.8980712890625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9751297789275324, 'ce_loss_with_ablation': 8.307905197143555, 'ce_loss_with_sae': 2.583724021911621, 'ce_loss_without_sae': 2.4377315044403076}, 'reconstruction_quality': {'explained_variance': 0.0403018556535244, 'mse': 20.40821075439453, 'cossim': 0.8545970916748047}, 'shrinkage': {'l2_norm_in': 44.603511810302734, 'l2_norm_out': 1.440859079360962, 'l2_ratio': 0.030530715361237526, 'relative_reconstruction_bias': 0.03896290808916092}, 'sparsity': {'l0': 2637.83740234375, 'l1': 2064.94189453125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9779060219632343, 'ce_loss_with_ablation': 8.298147201538086, 'ce_loss_with_sae': 2.5916941165924072, 'ce_loss_without_sae': 2.4627673625946045}, 'reconstruction_quality': {'explained_variance': 0.04716094210743904, 'mse': 20.777423858642578, 'cossim': 0.8615075945854187}, 'shrinkage': {'l2_norm_in': 44.81772994995117, 'l2_norm_out': 1.4627418518066406, 'l2_ratio': 0.03086921013891697, 'relative_reconstruction_bias': 0.03898898884654045}, 'sparsity': {'l0': 2662.529052734375, 'l1': 2100.34375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
