Training SAE:   0%|          | 0/4096000 [00:00<?, ?it/s]                          /data/yusenp/NLP/KAN-LLaMA/sae_lens/training/activations_store.py:738: UserWarning: All samples in the training dataset have been exhausted, we are now beginning a new epoch with the same samples.
  warnings.warn(scaling factor:  46%|████▋     | 465/1000 [00:00<00:01, 519.34it/s]
Estimating norm scaling factor: 100%|██████████| 1000/1000 [00:01<00:00, 537.26it/s]
4700| l0_loss: 11419.78516 | mse_loss: 0.37096:  59%|█████▉    | 2406400/4096000 [02:51<02:00, 14018.55it/s]
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.04059146434078652, 'ce_loss_with_ablation': 7.993437767028809, 'ce_loss_with_sae': 7.7620849609375, 'ce_loss_without_sae': 2.2938945293426514}, 'reconstruction_quality': {'explained_variance': -0.007425230927765369, 'mse': 23.74806785583496, 'cossim': 0.190702423453331}, 'shrinkage': {'l2_norm_in': 46.36882781982422, 'l2_norm_out': 0.26943597197532654, 'l2_ratio': 0.003550568362697959, 'relative_reconstruction_bias': 0.13589949905872345}, 'sparsity': {'l0': 1648.3157958984375, 'l1': 104.55757141113281}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9058312530196436, 'ce_loss_with_ablation': 8.227436065673828, 'ce_loss_with_sae': 3.00106143951416, 'ce_loss_without_sae': 2.457736015319824}, 'reconstruction_quality': {'explained_variance': 0.026360759511590004, 'mse': 22.74797821044922, 'cossim': 0.6934059262275696}, 'shrinkage': {'l2_norm_in': 46.6169548034668, 'l2_norm_out': 1.171432375907898, 'l2_ratio': 0.02161681279540062, 'relative_reconstruction_bias': 0.037351787090301514}, 'sparsity': {'l0': 1222.106689453125, 'l1': 945.5253295898438}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9281926925686956, 'ce_loss_with_ablation': 8.218037605285645, 'ce_loss_with_sae': 2.4655277729034424, 'ce_loss_without_sae': 2.0204992294311523}, 'reconstruction_quality': {'explained_variance': 0.003831534180790186, 'mse': 20.18296241760254, 'cossim': 0.7221550941467285}, 'shrinkage': {'l2_norm_in': 44.8218994140625, 'l2_norm_out': 1.160967469215393, 'l2_ratio': 0.02303132228553295, 'relative_reconstruction_bias': 0.03737085312604904}, 'sparsity': {'l0': 1316.5400390625, 'l1': 957.5089111328125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9421559691192244, 'ce_loss_with_ablation': 7.762081623077393, 'ce_loss_with_sae': 2.5750627517700195, 'ce_loss_without_sae': 2.256603717803955}, 'reconstruction_quality': {'explained_variance': -0.017193282023072243, 'mse': 18.645734786987305, 'cossim': 0.730172336101532}, 'shrinkage': {'l2_norm_in': 43.384544372558594, 'l2_norm_out': 1.1284946203231812, 'l2_ratio': 0.02358563244342804, 'relative_reconstruction_bias': 0.03738580271601677}, 'sparsity': {'l0': 1400.7044677734375, 'l1': 973.6724853515625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9480422229948484, 'ce_loss_with_ablation': 7.718745231628418, 'ce_loss_with_sae': 2.573786497116089, 'ce_loss_without_sae': 2.2918152809143066}, 'reconstruction_quality': {'explained_variance': -0.0208947341889143, 'mse': 18.121315002441406, 'cossim': 0.7399879097938538}, 'shrinkage': {'l2_norm_in': 43.1464958190918, 'l2_norm_out': 1.135269045829773, 'l2_ratio': 0.023993581533432007, 'relative_reconstruction_bias': 0.03745375946164131}, 'sparsity': {'l0': 1470.8580322265625, 'l1': 1021.5932006835938}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9590518281429405, 'ce_loss_with_ablation': 7.9982428550720215, 'ce_loss_with_sae': 2.535141706466675, 'ce_loss_without_sae': 2.3018863201141357}, 'reconstruction_quality': {'explained_variance': -0.01643030159175396, 'mse': 18.241535186767578, 'cossim': 0.7581798434257507}, 'shrinkage': {'l2_norm_in': 43.04204177856445, 'l2_norm_out': 1.165176510810852, 'l2_ratio': 0.02488088048994541, 'relative_reconstruction_bias': 0.0374760702252388}, 'sparsity': {'l0': 1526.1990966796875, 'l1': 1080.8070068359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9526751037224215, 'ce_loss_with_ablation': 7.808859825134277, 'ce_loss_with_sae': 2.633174419403076, 'ce_loss_without_sae': 2.376068115234375}, 'reconstruction_quality': {'explained_variance': 0.03205059841275215, 'mse': 21.985864639282227, 'cossim': 0.7805423736572266}, 'shrinkage': {'l2_norm_in': 46.395320892333984, 'l2_norm_out': 1.3185423612594604, 'l2_ratio': 0.025798141956329346, 'relative_reconstruction_bias': 0.03752994164824486}, 'sparsity': {'l0': 1630.033447265625, 'l1': 1252.8724365234375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9492324196090385, 'ce_loss_with_ablation': 8.106575965881348, 'ce_loss_with_sae': 2.3598179817199707, 'ce_loss_without_sae': 2.0524654388427734}, 'reconstruction_quality': {'explained_variance': 0.04222524166107178, 'mse': 22.778759002685547, 'cossim': 0.7876976728439331}, 'shrinkage': {'l2_norm_in': 47.05243682861328, 'l2_norm_out': 1.353427529335022, 'l2_ratio': 0.026126910001039505, 'relative_reconstruction_bias': 0.0375492237508297}, 'sparsity': {'l0': 1690.8758544921875, 'l1': 1324.5987548828125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9600066099267768, 'ce_loss_with_ablation': 8.093259811401367, 'ce_loss_with_sae': 2.3936188220977783, 'ce_loss_without_sae': 2.156174659729004}, 'reconstruction_quality': {'explained_variance': -0.0140537666156888, 'mse': 18.295320510864258, 'cossim': 0.7875298857688904}, 'shrinkage': {'l2_norm_in': 43.29137420654297, 'l2_norm_out': 1.2194281816482544, 'l2_ratio': 0.026253310963511467, 'relative_reconstruction_bias': 0.03752925619482994}, 'sparsity': {'l0': 1744.2322998046875, 'l1': 1263.9202880859375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9646920297444131, 'ce_loss_with_ablation': 7.865519046783447, 'ce_loss_with_sae': 2.506915807723999, 'ce_loss_without_sae': 2.3107895851135254}, 'reconstruction_quality': {'explained_variance': -0.011657738126814365, 'mse': 18.690017700195312, 'cossim': 0.8006537556648254}, 'shrinkage': {'l2_norm_in': 43.306453704833984, 'l2_norm_out': 1.2439301013946533, 'l2_ratio': 0.026839284226298332, 'relative_reconstruction_bias': 0.03750448301434517}, 'sparsity': {'l0': 1838.0068359375, 'l1': 1332.021484375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9710151315702589, 'ce_loss_with_ablation': 7.900069236755371, 'ce_loss_with_sae': 2.448291540145874, 'ce_loss_without_sae': 2.285555601119995}, 'reconstruction_quality': {'explained_variance': -0.01637876406311989, 'mse': 17.940343856811523, 'cossim': 0.7971746325492859}, 'shrinkage': {'l2_norm_in': 42.85274887084961, 'l2_norm_out': 1.2196370363235474, 'l2_ratio': 0.026617109775543213, 'relative_reconstruction_bias': 0.03754342347383499}, 'sparsity': {'l0': 1864.0213623046875, 'l1': 1352.6077880859375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9730197468353988, 'ce_loss_with_ablation': 7.851823806762695, 'ce_loss_with_sae': 2.5380704402923584, 'ce_loss_without_sae': 2.390728712081909}, 'reconstruction_quality': {'explained_variance': -0.011133972555398941, 'mse': 18.11079216003418, 'cossim': 0.8094552159309387}, 'shrinkage': {'l2_norm_in': 43.109249114990234, 'l2_norm_out': 1.2505003213882446, 'l2_ratio': 0.02723369374871254, 'relative_reconstruction_bias': 0.03754211589694023}, 'sparsity': {'l0': 1945.6380615234375, 'l1': 1419.8408203125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9697923973222893, 'ce_loss_with_ablation': 8.002524375915527, 'ce_loss_with_sae': 2.3647563457489014, 'ce_loss_without_sae': 2.189148187637329}, 'reconstruction_quality': {'explained_variance': 0.044902630150318146, 'mse': 22.64227294921875, 'cossim': 0.8269138336181641}, 'shrinkage': {'l2_norm_in': 47.05255889892578, 'l2_norm_out': 1.4215143918991089, 'l2_ratio': 0.02800723910331726, 'relative_reconstruction_bias': 0.03753850609064102}, 'sparsity': {'l0': 2006.96875, 'l1': 1601.0653076171875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9651273560766815, 'ce_loss_with_ablation': 8.148221969604492, 'ce_loss_with_sae': 2.5761876106262207, 'ce_loss_without_sae': 2.3748550415039062}, 'reconstruction_quality': {'explained_variance': 0.04309718683362007, 'mse': 23.053918838500977, 'cossim': 0.8197229504585266}, 'shrinkage': {'l2_norm_in': 46.72990036010742, 'l2_norm_out': 1.3943172693252563, 'l2_ratio': 0.027671033516526222, 'relative_reconstruction_bias': 0.03747445344924927}, 'sparsity': {'l0': 2066.623779296875, 'l1': 1651.1025390625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9663818094269028, 'ce_loss_with_ablation': 8.11966323852539, 'ce_loss_with_sae': 2.672516345977783, 'ce_loss_without_sae': 2.483022689819336}, 'reconstruction_quality': {'explained_variance': 0.043974339962005615, 'mse': 22.709857940673828, 'cossim': 0.817882239818573}, 'shrinkage': {'l2_norm_in': 46.8509521484375, 'l2_norm_out': 1.3959499597549438, 'l2_ratio': 0.027611494064331055, 'relative_reconstruction_bias': 0.037528421729803085}, 'sparsity': {'l0': 2140.494384765625, 'l1': 1696.1673583984375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9620126255421011, 'ce_loss_with_ablation': 8.117958068847656, 'ce_loss_with_sae': 2.667032480239868, 'ce_loss_without_sae': 2.451789617538452}, 'reconstruction_quality': {'explained_variance': 0.03762796148657799, 'mse': 22.495960235595703, 'cossim': 0.8303945660591125}, 'shrinkage': {'l2_norm_in': 46.3914680480957, 'l2_norm_out': 1.4022581577301025, 'l2_ratio': 0.02820885181427002, 'relative_reconstruction_bias': 0.03746975213289261}, 'sparsity': {'l0': 2191.594970703125, 'l1': 1735.416015625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9709031323186069, 'ce_loss_with_ablation': 8.239028930664062, 'ce_loss_with_sae': 2.6019229888916016, 'ce_loss_without_sae': 2.432985305786133}, 'reconstruction_quality': {'explained_variance': 0.03981882333755493, 'mse': 22.586467742919922, 'cossim': 0.8321923613548279}, 'shrinkage': {'l2_norm_in': 46.58034896850586, 'l2_norm_out': 1.410443663597107, 'l2_ratio': 0.028299767524003983, 'relative_reconstruction_bias': 0.0374956913292408}, 'sparsity': {'l0': 2249.919921875, 'l1': 1793.2347412109375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9654034326182972, 'ce_loss_with_ablation': 8.300178527832031, 'ce_loss_with_sae': 2.690309762954712, 'ce_loss_without_sae': 2.489272356033325}, 'reconstruction_quality': {'explained_variance': 0.039716076105833054, 'mse': 22.63967514038086, 'cossim': 0.8386396765708923}, 'shrinkage': {'l2_norm_in': 46.60062789916992, 'l2_norm_out': 1.4212068319320679, 'l2_ratio': 0.0285766813904047, 'relative_reconstruction_bias': 0.037468984723091125}, 'sparsity': {'l0': 2310.145263671875, 'l1': 1832.8494873046875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9807976511387181, 'ce_loss_with_ablation': 7.968987464904785, 'ce_loss_with_sae': 2.373530626296997, 'ce_loss_without_sae': 2.2639811038970947}, 'reconstruction_quality': {'explained_variance': 0.05103094130754471, 'mse': 22.364673614501953, 'cossim': 0.8527023196220398}, 'shrinkage': {'l2_norm_in': 46.65901184082031, 'l2_norm_out': 1.4507862329483032, 'l2_ratio': 0.029213497415184975, 'relative_reconstruction_bias': 0.037552982568740845}, 'sparsity': {'l0': 2377.285400390625, 'l1': 1886.54296875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9805739597425164, 'ce_loss_with_ablation': 8.015522003173828, 'ce_loss_with_sae': 2.3872783184051514, 'ce_loss_without_sae': 2.275777816772461}, 'reconstruction_quality': {'explained_variance': 0.05346729978919029, 'mse': 22.611783981323242, 'cossim': 0.8611078262329102}, 'shrinkage': {'l2_norm_in': 46.57801818847656, 'l2_norm_out': 1.4622949361801147, 'l2_ratio': 0.029551882296800613, 'relative_reconstruction_bias': 0.03753703460097313}, 'sparsity': {'l0': 2415.167236328125, 'l1': 1935.5269775390625}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9815160573612466, 'ce_loss_with_ablation': 8.02662181854248, 'ce_loss_with_sae': 2.3700268268585205, 'ce_loss_without_sae': 2.2635016441345215}, 'reconstruction_quality': {'explained_variance': 0.04384377598762512, 'mse': 22.624515533447266, 'cossim': 0.846023678779602}, 'shrinkage': {'l2_norm_in': 46.51802444458008, 'l2_norm_out': 1.4329785108566284, 'l2_ratio': 0.028945961967110634, 'relative_reconstruction_bias': 0.03747647628188133}, 'sparsity': {'l0': 2482.747802734375, 'l1': 1959.1746826171875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9686726514074508, 'ce_loss_with_ablation': 8.207812309265137, 'ce_loss_with_sae': 2.606306552886963, 'ce_loss_without_sae': 2.4251511096954346}, 'reconstruction_quality': {'explained_variance': 0.042239777743816376, 'mse': 22.409202575683594, 'cossim': 0.8424659967422485}, 'shrinkage': {'l2_norm_in': 46.47359848022461, 'l2_norm_out': 1.425499439239502, 'l2_ratio': 0.028785577043890953, 'relative_reconstruction_bias': 0.03748052194714546}, 'sparsity': {'l0': 2529.887939453125, 'l1': 1988.4241943359375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9743600527357362, 'ce_loss_with_ablation': 7.968865394592285, 'ce_loss_with_sae': 2.5722806453704834, 'ce_loss_without_sae': 2.4302713871002197}, 'reconstruction_quality': {'explained_variance': 0.03418169543147087, 'mse': 21.821908950805664, 'cossim': 0.8499663472175598}, 'shrinkage': {'l2_norm_in': 46.03715896606445, 'l2_norm_out': 1.422302484512329, 'l2_ratio': 0.029116017743945122, 'relative_reconstruction_bias': 0.03748362883925438}, 'sparsity': {'l0': 2572.711181640625, 'l1': 2024.7371826171875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9786412328413285, 'ce_loss_with_ablation': 8.31395149230957, 'ce_loss_with_sae': 2.6276285648345947, 'ce_loss_without_sae': 2.5035250186920166}, 'reconstruction_quality': {'explained_variance': 0.03939472511410713, 'mse': 22.356525421142578, 'cossim': 0.855501115322113}, 'shrinkage': {'l2_norm_in': 46.36265182495117, 'l2_norm_out': 1.4439301490783691, 'l2_ratio': 0.029378045350313187, 'relative_reconstruction_bias': 0.03748383745551109}, 'sparsity': {'l0': 2632.197021484375, 'l1': 2067.232421875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9765094171963736, 'ce_loss_with_ablation': 8.183964729309082, 'ce_loss_with_sae': 2.552109479904175, 'ce_loss_without_sae': 2.4166314601898193}, 'reconstruction_quality': {'explained_variance': 0.04034903272986412, 'mse': 22.23641586303711, 'cossim': 0.8546082377433777}, 'shrinkage': {'l2_norm_in': 46.546913146972656, 'l2_norm_out': 1.448812484741211, 'l2_ratio': 0.02937651239335537, 'relative_reconstruction_bias': 0.03749735280871391}, 'sparsity': {'l0': 2671.46484375, 'l1': 2099.437255859375}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9761307220254127, 'ce_loss_with_ablation': 8.27078914642334, 'ce_loss_with_sae': 2.6324853897094727, 'ce_loss_without_sae': 2.494612216949463}, 'reconstruction_quality': {'explained_variance': 0.038786839693784714, 'mse': 22.221017837524414, 'cossim': 0.8573622107505798}, 'shrinkage': {'l2_norm_in': 46.33307647705078, 'l2_norm_out': 1.4464586973190308, 'l2_ratio': 0.02950317971408367, 'relative_reconstruction_bias': 0.03747239336371422}, 'sparsity': {'l0': 2720.051513671875, 'l1': 2119.72314453125}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
sae_trainer.py:348 {'model_performance_preservation': {'ce_loss_score': 0.9748549355226795, 'ce_loss_with_ablation': 8.307905197143555, 'ce_loss_with_sae': 2.5853374004364014, 'ce_loss_without_sae': 2.4377315044403076}, 'reconstruction_quality': {'explained_variance': 0.03833115100860596, 'mse': 22.129331588745117, 'cossim': 0.8548074960708618}, 'shrinkage': {'l2_norm_in': 46.37716293334961, 'l2_norm_out': 1.441210389137268, 'l2_ratio': 0.0293662641197443, 'relative_reconstruction_bias': 0.037476424127817154}, 'sparsity': {'l0': 2760.127685546875, 'l1': 2139.065185546875}, 'token_stats': {'total_tokens_eval_reconstruction': 5120, 'total_tokens_eval_sparsity_variance': 5120}}
