Feature Index,Category,Score,Explanation
1769,Low-level,4,"The activations suggest a theme related to financial or economic terms, such as 'stock', 'market', and 'economic', with strong activations indicating relevance to these words. The pattern is clear with a minor deviation in the activation of the token '8'."
1534,Undiscernible,1,"The feature activates on very common tokens without a clear pattern, suggesting random noise or irrelevance."
1426,Undiscernible,1,"The activation values across tokens show no clear pattern or theme, indicating random noise or irrelevant activations."
906,Undiscernible,1,"The activations do not show a clear pattern related to either low-level or high-level features, suggesting random noise or irrelevant activations."
1272,Undiscernible,1,"The activation values show no clear pattern or consistent theme among the tokens, indicating random noise or irrelevant activations."
1581,Undiscernible,1,"The feature activation data shows no clear or consistent pattern of activation across the tokens, indicating random or irrelevant activations."
862,Low-level,4,"The activation values suggest a clear pattern related to economic terms like 'market,' 'crisis,' and 'stock,' with minor deviations such as 'The.'"
930,Undiscernible,1,"The feature displays activations with no clear pattern or association with specific tokens, suggesting random noise or irrelevant activations."
568,Low-level,3,"The activations suggest some focus on individual economic-related terms such as 'crashed,' 'economic,' and 'stock,' indicating a low-level feature, despite the lack of perfect consistency."
290,Undiscernible,1,"The activations are inconsistent and lack a discernible pattern, suggesting random noise rather than a specific low or high-level feature."
931,Low-level,3,"The activations show a potential pattern related to economic terms, but the inclusion of random tokens suggests some inconsistencies."
830,Undiscernible,1,"The activation values for the provided tokens show no clear or consistent pattern, indicating random noise rather than a structured feature."
811,Undiscernible,1,"The activations do not exhibit a clear or consistent pattern, and the low variance in activation values suggests a lack of meaningful association with specific tokens."
813,Undiscernible,1,"The feature activations show no clear pattern and appear random or irrelevant, suggesting undiscernible noise."
20,Undiscernible,1,"The activation values are very low and seem to correspond to common or contextually insignificant tokens, indicating no discernible pattern or relevance to a specific feature."
195,Low-level,3,"The feature shows an overall theme related to economic topics with some inconsistencies, as the activations are not exclusively related to a single clear pattern but still revolve around economic terms."
519,Low-level,4,"The activations are consistently related to economic terms, suggesting a clear low-level pattern with a focus on economic and stock market-related tokens. There is a clear pattern with minor variations."
1028,Undiscernible,1,"The activated tokens ('during', '8', 'market', etc.) show no clear, thematic association indicating random, irrelevant activations without discernible patterns."
391,Undiscernible,1,The activations show no discernible or consistent pattern and appear to be distributed randomly across unrelated tokens.
1799,Undiscernible,1,"The feature activations show very low values without a clear pattern or association to specific tokens, indicating random noise or irrelevant activations."
622,Undiscernible,1,"The activations appear random without a clear pattern or theme, impacting both common and uncommon tokens without any apparent consistency."
1841,Undiscernible,1,"The activation values show no clear pattern or meaningful association with tokens, indicating random noise or irrelevant activations."
1127,Undiscernible,1,"The activations show no clear pattern or theme, with random and unrelated tokens being activated, indicating the feature is undiscernible."
345,Undiscernible,1,The activations appear random without a discernible pattern or clear association with a specific linguistic or structural theme.
582,Undiscernible,1,"The activation values are consistently low and lack a discernible pattern, suggesting random noise and irrelevant activations."
318,Undiscernible,1,"The activations appear random and lack a consistent pattern, indicating an undiscernible feature."
365,Low-level,3,"The feature has a clear association with crisis-related terms ('crisis', 'crashed') and temporal marker ('during'), suggesting a low-level focus on contextually linked words. However, some tokens like 'the' do not fit the theme well, indicating inconsistency."
1858,Undiscernible,1,"The activations show no clear or consistent pattern, as the tokens activated ('the', '.', begin_of_text, etc.) do not indicate any cohesive low-level or high-level feature and appear random."
45,Undiscernible,1,"The activations do not exhibit a clear or consistent pattern, as the tokens activated are varied and do not share a coherent theme or structure."
849,Low-level,3,"The feature activates around terms that denote negative financial contexts such as 'crashed', 'crisis', and 'stock', indicating a pattern related to financial downturns. However, there are inconsistencies with the presence of 'the' and '8', which dilute the clarity of the pattern."
346,Undiscernible,1,"The activation values do not show a clear pattern or theme, indicating randomness or irrelevance in the activations."
1447,Undiscernible,1,"The activations are on common tokens and the punctuation mark without showing any discernible pattern or significant theme, indicating random noise or irrelevant activations."
250,Undiscernible,1,"The activations across tokens show no clear pattern or structure, resembling random noise rather than meaningful associations. This lack of discernibility indicates an undiscernible feature with random or irrelevant activations."
251,Low-level,2,"The tokens like 'stock', 'crisis', and 'crashed' suggest a theme related to economic downturns, but the activation values are relatively low and lack a clear, structured pattern, indicating a low-level feature with a broad theme."
1157,Low-level,3,"The feature activates tokens related to economics (e.g., 'crisis', 'market', 'economic'), indicating word-level polysemy, but there are some inconsistencies with tokens like '8' and '200'."
1887,Undiscernible,1,"The activations show no discernible pattern or theme across the tokens, indicating randomness or noise."
1280,Undiscernible,1,"The activations do not show a clear, consistent pattern and have low activation levels, indicating random noise or irrelevance."
315,Undiscernible,1,"The activation values provided show no clear pattern or consistent theme, indicating random noise or irrelevant activations."
697,Undiscernible,1,"The activation data lacks a clear pattern, showing low activation values and randomness, especially considering '<|begin_of_text|>' having a higher spike without context-specific relevance."
621,Undiscernible,1,"The activations show no clear pattern or meaningful association with any discernible theme, indicating random noise."
1731,Undiscernible,1,The activations seem random and do not follow a discernible pattern that suggests either low-level or high-level feature categorization.
768,Undiscernible,1,"The activations show no clear pattern, with random tokens being activated weakly, suggesting noise or irrelevant activations."
390,Low-level,3,"The activation values suggest a focus on tokens related to financial terms (e.g., 'crashed', 'stock', '200'), indicating a word-level polysemy pattern typical of low-level features. However, there is some inconsistency with the inclusion of common words like 'The' and 'in'."
2015,Undiscernible,1,"The activations do not exhibit a clear pattern and involve common or generic tokens, indicating randomness or lack of meaningful association."
1316,Undiscernible,1,"The activation values provided do not display a clear or consistent pattern, suggesting random or irrelevant activations typical of undiscernible features."
1472,Undiscernible,1,"The activations show no clear pattern or theme, with low relevance indicators and inconsistency across tokens."
100,Undiscernible,1,"The activation values do not present a discernible pattern or coherent theme, indicating random noise or irrelevant activations."
1634,Low-level,3,"The tokens show relevance to economic and crisis-related themes with some inconsistency, as seen in the activation of a period (.) and a numeral (8), suggesting a low-level, word-level feature with some inconsistencies."
1659,Low-level,3,"The activations correspond to tokens that relate to financial terms and events, indicating a pattern focused on finance-related words. However, the presence of tokens '8' and '200' introduces inconsistencies, preventing a higher score."
256,Undiscernible,1,"The tokens activated do not exhibit a clear pattern or theme, indicating the activations may be random and irrelevant."
730,Undiscernible,1,"The activation values displayed do not show a clear or consistent pattern related to either low-level or high-level features, as they are associated with seemingly unrelated tokens."
1689,Low-level,3,"The activation values are relatively close, indicating a pattern, but the tokens do not seem to relate to a clear single theme, suggesting some inconsistencies typical of low-level features."
987,Undiscernible,1,"The activations do not display a clear or consistent pattern, as they involve unrelated terms such as 'crashed', 'stock', and 'economic', without a coherent theme or structure."
1461,Undiscernible,1,"The feature activations appear to lack a discernible pattern and seem to target common tokens without a clear theme, indicating randomness or noise."
1123,Undiscernible,1,The activations seem random with no clear pattern or consistent theme among the tokens.
1744,Undiscernible,1,"The activations do not show a discernible pattern that aligns with clear low-level or high-level features, suggesting randomness or noise."
1881,Undiscernible,1,"The activations show no clear or consistent pattern, as the tokens activated are seemingly random and not semantically connected."
1291,Undiscernible,1,"The activations do not show a clear pattern or theme, as the tokens appear unrelated and lack consistent semantic or structural association."
756,Low-level,3,The feature shows word-level polysemy around financial-related terms like 'crashed' and 'stock'. There is an overall pattern but some inconsistencies with tokens like 'The'.
856,Undiscernible,1,"The activation values do not indicate any clear or consistent pattern among the tokens, with low and similar activation values that suggest random noise or irrelevance."
26,Undiscernible,1,"The activation values do not show a clear pattern or consistent theme, suggesting a lack of discernible feature."
176,Undiscernible,1,"The activations appear to be on tokens without a discernible consistent or meaningful pattern, indicating random or irrelevant activations."
1060,Undiscernible,1,"The activation values do not show any clear or consistent pattern among the tokens, suggesting random or irrelevant activations."
349,Undiscernible,1,"The tokens show no clear pattern or theme, with only varying low activation values, suggesting randomness and lack of relevance."
288,Undiscernible,1,"The activations are close in value and show no clear pattern or thematic structure, indicating they are random and irrelevant."
1696,Undiscernible,1,The tokens activated appear random and do not show a clear pattern or thematic connection indicative of either low-level or high-level features.
539,Undiscernible,1,"The activations do not show a discernible pattern, as the tokens with high activation do not correlate with a linguistic or structured theme, indicating random noise or irrelevant activations."
1551,Undiscernible,1,"The activation values do not show a clear or consistent pattern related to a recognizable theme, indicating random noise or irrelevant activations."
1511,Undiscernible,1,"The activations show no clear pattern or meaningful structure, with default tokens like spaces and common words being activated, indicating random noise or irrelevant activations."
1083,Undiscernible,1,"The feature activations show no clear consistent pattern, with unrelated tokens having similar activation values, indicating noise or irrelevance."
456,Undiscernible,1,"The feature does not exhibit a clear, discernible pattern in the provided activations. The tokens '8', 'crisis', 'during', and 'crashed' do not show a consistent theme or structure, and the high activation on the token <|begin_of_text|> adds to the noise."
1618,Undiscernible,1,"The activation values do not show any consistent pattern, as the token activations appear random and do not reveal a cohesive theme or feature."
1590,Undiscernible,1,"The activations show no clear pattern or relevance, and the tokens activated do not exhibit any specific theme or structure."
1503,Undiscernible,1,"The activations show no clear pattern or consistent high relevance among the tokens, indicating random noise or irrelevant activations."
1314,Undiscernible,1,"The activations show no clear pattern or consistent theme, suggesting random noise or irrelevant activations."
735,Undiscernible,1,"The activations show no discernible pattern related to low-level or high-level features, with random activations and only the start-of-sequence token having significant activation, most likely indicating noise."
894,Undiscernible,1,"The activation data provided shows a single extremely high activation for the <|begin_of_text|> token, with no clear pattern or relevance to specific tokens indicating a theme. Hence, it is classified as undiscernible."
2037,Low-level,2,"The feature shows a broad theme related to economic terms such as stock, crisis, economic, and market, but lacks a clear structure or pattern, evidenced by the high activation of a token unrelated to the theme."
1619,Undiscernible,1,"The tokens have no clear semantic pattern or thematic connection and there's a major outlier in the activation values, suggesting random noise."
1002,Undiscernible,1,"The activations show high activation for the beginning of the text token and low, inconsistent activations for other tokens suggesting random noise without a discernible pattern."
762,Undiscernible,1,"The activation levels do not exhibit a clear pattern or thematic association, with the <|begin_of_text|> token showing an extremely high activation that does not relate to the other tokens."
1703,Undiscernible,1,"The feature shows extremely high activation for the start of text token, which suggests random noise or irrelevant activation, with no discernible pattern across meaningful tokens."
