Feature Index,Category,Score,Explanation
4698,Low-level,4,"The tokens such as 'crisis', 'crashed', 'recession', and '2008' suggest a clear pattern related to economic downturns, indicating a low-level feature focused on word-level polysemy. The high activation for 'The' is a minor deviation, impacting the score slightly."
5866,Undiscernible,1,The activation values do not show a clear pattern or strong thematic connection among the tokens.
5296,Undiscernible,1,"The activations show no clear pattern as they span different contexts like finance and grammar, with only one token ('The') having notably higher activation, suggesting random noise."
633,Undiscernible,2,"The tokens show a broad theme related to crises or economic downturns, but the high activation of common token 'The' suggests a lack of consistent pattern, indicating structure loss or noise."
5830,Low-level,3,"The feature activates around terms associated with economic downturns, such as 'crashed', 'recession', and '2008'. However, there is inconsistency with 'The' having the highest activation, suggesting a low-level feature with some inconsistencies in activation."
5198,Undiscernible,1,"The activation values are too varied with no coherent pattern or theme among the tokens, indicating random activations."
2429,Low-level,3,"The tokens activate around a clear theme related to a specific event ('2008 recession') suggesting a low-level feature focusing on word-level polysemy, but the inclusion of an unrelated token like 'The' adds inconsistencies."
229,Undiscernible,1,"The activations do not present a clear or consistent pattern associated with a specific theme or semantic meaning, indicating randomness or noise."
5082,Low-level,3,"The tokens 'crisis', 'recession', '2008', and 'crashed' suggest a theme related to economic events, indicative of word-level polysemy, but the high activation of 'The' creates some inconsistency in the pattern."
4640,Undiscernible,1,"The token activations do not demonstrate a consistent or discernible pattern, with random and irrelevant activations."
4582,Undiscernible,1,"The activation data does not demonstrate a clear or consistent pattern linking the tokens, except for a high spike with 'The', suggesting randomness and irrelevance to any meaningful category."
1834,Undiscernible,1,"The activation values do not show any clear pattern or consistent theme relating the tokens, suggesting random or irrelevant activations."
4030,Undiscernible,1,"The activations do not show a clear and consistent pattern; the token 'The' has an unusually high activation compared to others, indicating noise or irrelevant activations."
1002,Undiscernible,1,"The activation values do not form a consistent or coherent pattern related to either low-level or high-level features. The token 'The' has an extremely high activation compared to others, showing no discernible pattern."
1035,Undiscernible,2,"The tokens show a very loose association with potentially no clear pattern, as 'The' has an unusually high activation, indicating randomness or noise."
3547,Undiscernible,1,"The activation values do not show a clear or consistent pattern related to either low-level or high-level features. The tokens do not seem to suggest any coherent theme or structure, indicating random or irrelevant activations."
5555,Undiscernible,1,"The activated tokens do not form a coherent pattern or theme; they appear random and unrelated, suggesting noise."
2962,Undiscernible,1,The activations show no clear pattern or consistent theme and appear to be random or irrelevant.
4407,Undiscernible,1,"The activations do not form a clear pattern or coherent theme, with 'The' having a high activation unlike the others, indicating noise or irrelevant activations."
2565,Undiscernible,1,"The tokens with high activation do not form a clear pattern or consistent theme, indicating random noise or irrelevant activations."
5876,Undiscernible,1,"The activations appear random and lack a clear pattern, as the tokens do not show a consistent thematic or structural connection."
2842,Undiscernible,1,"The activations show no discernible pattern associated with a specific low-level or high-level feature, given the high activation on an unrelated token ('The')."
3873,Undiscernible,1,The activated tokens do not show a clear pattern or theme. The highest activation for 'The' does not seem semantically related to the other tokens and suggests random or irrelevant activations.
579,Undiscernible,2,"The activation values are tied to tokens that seem relevant to economic events, suggesting a broad theme, but the presence of 'The' with a very high activation disrupts any clear pattern, indicating lack of structure."
123,Low-level,4,"The activations primarily relate to economic terms ('crisis', 'stock', 'recession', '2008'), indicating a clear pattern relevant to economic contexts, but with the common word 'The' as a slight deviation."
3131,Undiscernible,1,"The activation values show no clear pattern or thematic consistency among the tokens, indicating random noise or irrelevant activations."
4475,Undiscernible,1,"The activations do not clearly correlate with a consistent semantic pattern, showing a mix of high and low-level concept words and seemingly random activation values."
1793,Undiscernible,1,The activation values show no clear pattern or consistent theme among the tokens.
3433,Undiscernible,1,"The activation data shows high activation for an irrelevant token ('The') compared to others, indicating noise and lack of a clear pattern."
4644,Undiscernible,1,The activation values do not indicate any clear or consistent pattern related to low-level or high-level features. The tokens and their activations appear random and lack coherence.
684,Low-level,3,"The activations are associated with economic terms ('crisis', 'crashed', 'recession', '2008'), indicating a word-level theme. However, the high activation of 'The' introduces some inconsistency, suggesting a lack of complete clarity in the pattern."
4572,Undiscernible,1,The activations do not show a clear or consistent pattern; tokens have little to no thematic relation.
5633,Undiscernible,1,The activation data lacks a clear and discernible pattern; the tokens activated do not consistently align with a low-level or high-level linguistic feature.
282,Undiscernible,1,"The activations do not show a clear pattern or common theme relating to low-level or high-level features, indicating random noise or irrelevant activations."
269,Undiscernible,1,"The activations do not show a clear pattern, as high activation on 'The' with 0.7038 seems irrelevant compared to other tokens such as 'crisis' and 'crashed'."
5724,Undiscernible,1,"The tokens activated do not show a clear or consistent pattern, with 'The' having a significantly higher activation, indicating noise or irrelevant activations."
5818,Undiscernible,1,"The activations show no clear pattern or common theme linking the tokens, suggesting random noise or irrelevant activations."
3651,Undiscernible,1,"The activations are incoherent, featuring a highly unrelated token with the highest activation, indicating a lack of discernible pattern."
3079,Undiscernible,1,The tokens have varying levels of activation with no clear pattern or coherent theme to classify as either low-level or high-level.
4304,Undiscernible,1,"The tokens activated do not adhere to a clear discernible pattern, indicating random noise or irrelevant activations."
4448,Low-level,3,"The activations show a clear association with economic terms like 'recession', 'global', 'crashed', and '2008', suggesting a low-level feature related to economic events. However, the high activation of the token 'The' introduces some inconsistency, affecting the overall pattern."
3505,Undiscernible,1,"The feature shows no clear pattern. Activations vary significantly without consistent association, suggesting random noise or irrelevant activations."
974,Undiscernible,1,"The tokens show no clear thematic or structured pattern, with a high activation on 'The', indicating irrelevant activations."
