Feature Index,Category,Score,Explanation
346,Low-level,3,"The feature activates on tokens related to economic downturns ('crashed', 'crisis', 'recession'), but also activates on neutral words ('the', 'during'), indicating a clear overall pattern with some inconsistencies."
579,Low-level,4,"The activations are consistent with a theme related to economic events, specifically around the time of economic downturns, given the tokens 'crisis', 'recession', and '2008'. The token 'during' adds context but aligns with temporal aspects, while 'in' is more general. The overall pattern is clear with slight deviation, hence a score of 4."
348,Low-level,3,"The activations are focused on words related to economic downturns, suggesting word-level polysemy. However, the presence of a few context words like 'in' and 'during' reduces consistency, indicating a clear overall pattern with some inconsistencies."
520,Low-level,3,"The activations suggest a pattern related to economic or market-related contexts, but there are inconsistencies such as 'during' which disrupt a clear pattern."
437,Undiscernible,1,"The activations do not show a clear pattern or theme, with tokens like '2008', 'leading', 'market', 'during', and 'crashed' not forming a consistent category, suggesting random noise or irrelevant activations."
755,Undiscernible,1,"The activations do not show a discernible pattern as the tokens activated are common and don't clearly fit into a coherent theme or pattern, indicating randomness or noise."
466,Undiscernible,2,"The tokens activated ('global', 'during', 'crashed', 'in', 'leading') do not show a clear pattern or consistent theme, suggesting a lack of structured association."
418,Low-level,4,"The activation values suggest a pattern related to economic contexts, such as 'crisis', 'global', and 'recession', with slight variation in relevance, indicating a word-level polysemy on economic terms with minor deviations."
707,Undiscernible,1,"The activations do not show a clear pattern or theme, with the tokens showing seemingly random activation values without a consistent context."
152,Undiscernible,1,The activations do not exhibit a clear pattern or consistent theme; they seem to relate to various general terms without a specific identifiable feature.
444,Undiscernible,1,"The activated tokens do not form a coherent pattern, suggesting random noise or irrelevant activations."
166,Low-level,3,"The activations show a focus on tokens related to common words without a clear high-level pattern, indicating a low-level feature with some inconsistencies in activation values."
523,High-level,2,"The tokens activated (e.g., 'during', 'global') suggest a thematic pattern, possibly related to a contextual theme such as events or changes, but the structure is vague."
269,Low-level,3,"The feature activates strongly on tokens associated with economic downturns ('crashed', 'global', 'recession'). However, the presence of 'market' and the connector 'to' creates some inconsistency, indicative of a polysemic or broad low-level feature."
95,Low-level,3,"The activations show a focus on economic and financial terms ('stock', 'economic') and common prepositions ('during', 'in'), indicating word-level associations rather than complex patterns or random noise. However, the pattern is not entirely consistent due to unrelated tokens like 'a'."
222,Low-level,5,"The feature activates on tokens related to the economic theme with high consistency and no deviating examples, indicating a clear pattern centered around economic terms."
208,High-level,3,"The activations show a pattern related to transitional or linking words (e.g., 'to' and 'leading'), indicating a high-level feature involving sentence structure, but with some inconsistencies as the pattern is not fully clear or strong."
231,Low-level,3,"The activations show a clear pattern focusing on economic terms indicating polysemy around financial contexts, but lower scores for 'The' and 'in' introduce some inconsistency."
511,Low-level,3,"The tokens are related to economic themes such as 'market', 'recession', and 'global', indicating low-level polysemy. However, the pattern is not entirely consistent, as some tokens like 'during' could have multiple contexts, leading to a score of 3."
752,Low-level,4,"The feature activates around the theme of financial events, particularly related to stock market crashes and crises. There is a clear pattern with tokens relevant to a specific event, but 'during' and 'stock' contribute minor deviations."
435,Undiscernible,1,"The activations do not show a clear pattern or theme, with seemingly random activations across various unrelated tokens."
109,Low-level,3,"The feature appears to activate more strongly in tokens related to specific concepts like 'economic' and 'recession', indicating a word-level pattern, but there are inconsistencies with common tokens like 'in' and 'to', suggesting some level of noise."
197,Undiscernible,2,"The activations do not indicate a clear pattern or theme, with seemingly random tokens activated, suggesting a broad theme but lacking structure."
188,Undiscernible,1,"The activations do not show a clear or consistent pattern associated with either low-level or high-level features, suggesting random or irrelevant activations."
252,Low-level,4,"The tokens are related to a specific event of crashing, such as 'crashed' and 'during', indicating a low-level feature focused on word-level polysemy. One or two tokens may deviate slightly from the clear pattern."
436,Low-level,3,"The activations are related to economic concepts like 'recession', 'market', and 'economic', indicating a low-level focus on word-level semantics, but the presence of function words like 'to' and 'the' introduces some inconsistencies."
590,Low-level,3,"The feature shows an association with market-related terms such as 'market' and 'crashed', suggesting a theme around market events, but also includes less relevant terms like '2008' and 'in', indicating some inconsistencies."
679,Low-level,4,"The activations show a focus on specific words relating to potential polysemy or ambiguity at the word level (e.g., 'crushed things' and 'stock'), with a minor deviation in activation for more common words and punctuation."
656,Low-level,3,"The tokens activated are specific words or short phrases ('in', '2008', 'recession') that suggest a focus on word-level polysemy. However, the pattern is not entirely consistent, with some variability in relevance among the tokens, justifying a middle score."
440,Low-level,3,"The feature appears to reflect a word-level pattern related to events and time, such as dates, with some inconsistencies as not all activations cleanly relate to the detected pattern."
584,Low-level,3,"The activations suggest a theme related to economic events, particularly the '2008 recession,' but there is some inconsistency in activations making it related to word-level patterns without a fully consistent theme."
268,Low-level,3,"The tokens activate around a theme related to economic downturns ('recession', 'crisis', 'crashed') with some polysemy ('global', 'during') suggesting a low-level feature, but inconsistencies are present."
496,Low-level,3,"The tokens activated are related to financial events, specifically the market crash, indicating a theme. However, the pattern has inconsistencies with some tokens not strongly related to a singular specific concept, hence a middle-range score."
209,Undiscernible,2,"The tokens show a broad theme of time or sequence, such as 'during' and numeric tokens, but lack a clear structure with minor activation in commonly used words like 'in' and 'the'."
561,Low-level,3,"The activations suggest a focus on financial or economic terms, such as 'crashed', 'global', and 'stock', indicating a theme around economic events or states, which aligns with word-level understanding. However, the presence of 'leading' without a clear financial context suggests some inconsistency, leading to a score of 3."
580,Low-level,3,"The activations suggest a focus on economic-related terms which indicates a low-level feature, but with some inconsistencies, like 'leading', that lowers monosemanticity."
607,Low-level,3,"The activations suggest a focus on economic or financial terms, indicating a pattern around economic events or scenarios. However, the pattern is not very specific and includes words with broad economic relevance, leading to some inconsistencies."
350,Undiscernible,1,"The activations do not show a clear theme or pattern. The tokens are unrelated, with no consistent activation aligning with a specific feature."
237,Undiscernible,1,"The activation values do not exhibit a clear pattern or a consistent thematic relation among tokens, suggesting random or irrelevant activation."
463,Undiscernible,1,The activations show no clear pattern or theme that suggests the feature consistently represents any specific concept or pattern.
142,Undiscernible,1,The activation values are distributed over common tokens without a clear discernible pattern indicating the presence of random noise or irrelevant activations.
672,Undiscernible,1,"The activations do not present a consistent pattern and include a variety of unrelated tokens such as 'to', 'crashed', and 'leading' without a clear semantic or structural theme."
531,High-level,3,"The activations indicate a theme around economic contexts, hinting at an enumeration of financial terms, but with some inconsistency across tokens."
3,Undiscernible,1,"The feature activations do not display a clear or consistent pattern that aligns with typical low-level or high-level features, as the activated tokens do not suggest a coherent theme or structure."
204,Undiscernible,1,The activations show no consistent pattern or clear association with a specific theme or concept.
224,Low-level,3,"The activations indicate a focus on specific word-level tokens like dates and terms, showing some consistency but not enough to form a very clear pattern."
407,Undiscernible,1,"The activation values do not show a clear pattern or consistent theme, indicating random or irrelevant activations."
263,Low-level,3,"The activation values suggest a consistent focus on specific words, indicative of word-level polysemy. However, some common tokens like 'in,' 'a,' and 'the' are active, showing some inconsistencies, thus scoring a 3."
762,Low-level,5,"The feature strongly activates tokens related to economic downturns, indicating a clear and consistent pattern of association with word-level meanings related to financial distress."
74,Undiscernible,1,The activation levels do not present a clear or consistent pattern associated with either low-level or high-level features and appear to be random or irrelevant.
126,High-level,2,"The feature seems to activate across various contextually related terms, suggesting a broad theme possibly associated with timelines or events, but lacks a clear structure or pattern, hence categorizing it as high-level with a monosemanticity score of 2."
449,Undiscernible,1,The activations do not clearly group into a low-level or high-level feature. The tokens activated are loosely related and show no consistent pattern or structure indicating meaningful polysemy or long-range patterns.
90,Undiscernible,2,"The activation values show no clear pattern and involve generic tokens often found in various contexts, lacking a specific theme or direction typical for low-level or high-level features."
297,Undiscernible,1,"The activations show no clear pattern or consistent association with a specific linguistic feature, rendering them uninterpretable and random."
214,Undiscernible,1,"The activations do not indicate a consistent, meaningful pattern or theme. The tokens activated ('economic', 'during', 'in') are loosely related and lack a clear high-level or low-level connection. This suggests random or irrelevant activations, fitting the undiscernible category."
378,Undiscernible,1,"The activations do not form a discernible pattern as they are either very low or unrelated to each other, indicating noise or irrelevant activations."
362,Undiscernible,1,"The activations are on common words without a clear pattern or theme, suggesting random noise and no discernible structure."
49,Low-level,4,"The activations highlight semantically related tokens centered around economic and temporal themes, exhibiting a clear pattern with minor deviation."
420,Undiscernible,1,"The activations do not demonstrate a consistent or clear pattern, as they are related to common light collocation words like prepositions and articles, making it categorically random noise and lacking in relevance for a specific interpretable feature."
756,Undiscernible,1,"The activations do not show a clear pattern or consistent theme, as the tokens appear unrelated in context, rather indicating random noise."
481,Undiscernible,1,"The listed activations do not display a clear pattern or theme, and the tokens have no obvious semantic or contextual link."
447,Undiscernible,1,"The token 'The' has an extremely high activation compared to tokens with related meanings like 'market' and 'crashed'. This suggests a lack of coherent pattern, consistent with random noise or irrelevant activations, qualifying it as undiscernible with no discernible pattern."
