Feature Index,Category,Score,Explanation
209,Undiscernible,1,"The activation values do not show a clear or consistent pattern related to a specific feature category. The tokens activated seem random and heterogeneous, indicating noise rather than a coherent feature."
116,Undiscernible,1,"The activations show no discernible pattern or consistent theme, with low activation values scattered across unrelated tokens, indicating random noise or irrelevant activations."
1261,Undiscernible,1,"The activations are sparse and do not exhibit a clear pattern, suggesting noise or irrelevant activations."
846,Low-level,3,"The tokens activated suggest a focus on economic or quantitative terms, but there is some inconsistency in the theme, such as the presence of numerical tokens alongside thematic words."
603,Low-level,4,"The feature shows a clear pattern of activation related to words associated with finance and economics, such as 'market', 'stock', 'crashed', and 'economic', with one deviation ('200')."
400,Undiscernible,1,"The activations show no clear pattern or discernible feature, with the highest activation on <|begin_of_text|> suggesting random or irrelevant activations."
1518,Undiscernible,1,"The activations display no clear or coherent pattern, with tokens seemingly unrelated to each other and no discernible theme emerging."
1157,Low-level,3,"The tokens 'economic', 'crisis', 'market' suggest a low-level feature related to economic or financial contexts, but the presence of numbers '200' and '8' introduces some inconsistency, indicating a mostly consistent pattern with some deviations."
938,Low-level,3,"The feature appears to be low-level as it activates on individual tokens related to finance or negative events, such as 'stock', 'crisis', and 'crashed'. However, the activation pattern is inconsistent, with some unrelated activations, like 'The' and '8', preventing a higher consistency score."
837,Low-level,3,"The activations are consistently related to economic terms and events, indicating a theme, but there is some lack of structure and deviation with the inclusion of <|begin_of_text|>."
381,Low-level,3,"The activations suggest a focus on specific terms related to economic events, hinting at low-level polysemy involving words associated with market movements or crises, though some inconsistencies are present."
729,Undiscernible,1,The activations are on common tokens with no clear pattern indicating specific word-level polysemy or higher-level patterns.
496,Undiscernible,1,"The tokens activated by the feature do not show a clear, consistent pattern, and the activation values are low, suggesting random or irrelevant activations."
195,Low-level,3,"The feature activates on terms related to economic conditions, such as 'economic', 'crisis', 'crashed', indicating a low-level pattern focused on financial themes. However, the inclusion of '8' and slight variations suggest some inconsistencies in the pattern."
1496,Undiscernible,1,"The activation data shows no clear pattern or thematic consistency across the tokens, indicating random or irrelevant activations."
987,Low-level,2,"The activations show a broad theme centered around economic terms and numbers, indicating word-level activations without a highly structured pattern."
1254,Undiscernible,1,"The activations do not present a clear, consistent pattern. Activation values are spread across seemingly unrelated tokens, indicating random or noisy activations."
215,Undiscernible,1,"The activation values show no clear pattern, as they are spread across diverse tokens without a consistent theme or association."
586,Undiscernible,1,"The activations show no discernible pattern or consistent theme, as the tokens appear unrelated and random."
1933,Undiscernible,1,"The tokens activated ('crisis', 'stock', 'during', '8', '200') do not show a clear pattern or thematic consistency, suggesting randomness or lack of relevant context, characteristic of undiscernible features."
302,Undiscernible,1,"The activations show no discernible pattern or theme connecting the tokens, suggesting random noise or irrelevant activations."
756,Undiscernible,1,"The activations show no clear pattern or consistent theme related to polysemy or long-range patterns, indicating randomness and irrelevance."
419,Low-level,3,"The activations show tokens related to a financial-themed event ('The stock crashed during'), suggesting a low-level feature related to specific word meanings or contexts. There is a clear pattern but with slight inconsistencies due to varying specific tokens activating, indicating some level of polysemy."
1819,Undiscernible,1,"The activations do not show a clear or consistent pattern related to a particular theme or structure, as the tokens activated are not strongly connected within a specific context or pattern."
1407,High-level,3,"The activation data suggests the feature is associated with market-related events like 'market', 'crisis', 'stock', and 'crashed', indicating a pattern with economic or financial events, which aligns with high-level features. However, the pattern is not perfectly consistent, hence the score of 3."
1887,Low-level,3,"The activations appear more focused on specific word-level entities related to events (e.g., stock-related tokens) rather than a long-range pattern or random noise, but there is some inconsistency present."
1083,Undiscernible,1,The activations show no clear pattern. The tokens activated do not follow a consistent theme or pattern relevant to low-level or high-level features.
103,Low-level,3,"The feature shows a pattern where tokens related to a financial context ('market', 'crisis', 'stock', 'crashed') have slightly higher activations, indicating a tendency towards a theme. However, there is some inconsistency, as the activation levels are close and not distinctively tied to a single, clear pattern."
1659,Low-level,3,"The feature shows some relevance to financial terms in crisis contexts ('stock', 'crisis', 'crashed'), indicating a pattern, but also includes irrelevant tokens ('8', '200')."
1094,Undiscernible,1,"The feature shows no clear pattern, with activations scattered across unrelated tokens such as 'crisis', '8', and 'crashed', indicating random noise rather than a discernible pattern."
1065,Undiscernible,1,"The tokens activated do not show a clear pattern, indicating random or irrelevant activations."
251,Undiscernible,1,"The activations do not display a clear consistent pattern and include varied and unrelated tokens, indicating random noise without a discernible activation pattern."
1445,Low-level,3,"The tokens 'crisis', 'market', and 'crashed' suggest a pattern related to economic events, indicating relevance to low-level word-level polysemy. However, tokens like '8' and 'during' contribute some inconsistency, reducing the monosemanticity score."
1060,Undiscernible,1,"The activation values are low and do not reveal a clear pattern or coherent theme, indicating random noise or irrelevant activations."
1387,Undiscernible,1,"The activations show no clear pattern or consistent theme, making it difficult to discern a meaningful feature."
779,Low-level,3,"The tokens 'market', 'crisis', 'economic', and 'stock' suggest a low-level feature related to economic terms, but '8' is inconsistent, indicating some variability in pattern related to numbers or enumeration."
1812,Undiscernible,1,"The activations show no clear pattern or theme, as they include a mix of unrelated tokens with very low and similar activation values."
856,Undiscernible,1,"The activation values do not indicate a clear pattern based on the provided tokens, suggesting random noise or irrelevant activations."
1000,Low-level,2,"The activations suggest a focus on context-specific words related to events or descriptors (e.g., 'crisis', 'crashed'), indicating a low-level feature. However, the pattern is not strong or consistent, as seen in the presence of more generic terms like 'The' and numbers, leading to a low activation consistency score."
1666,Low-level,2,"The activations are associated with a broad economic theme, but lack a clear and structured pattern typical of low-level features."
602,Undiscernible,1,"The activation values do not form a clear pattern, with heterogeneous tokens and activations that appear random and unrelated."
1181,Low-level,2,"The feature appears to focus on words related to negative economic events, demonstrating a broad theme but lacking clear structure and consistency, indicating a low-level feature with less precise patterning."
1127,Low-level,4,"The tokens such as 'stock', 'economic', 'crashed', and 'crisis' suggest a clear financial theme indicative of a low-level feature interpreting polysemy around economic events, with a strong association despite the presence of the single numeric token '8' which could be a minor deviation."
267,Low-level,3,"The activations show a pattern focusing on terms related to economic or financial themes ('crashed', 'crisis', 'stock'), indicating a lower-level, word-based feature, but with some noise ('during', '8') leading to inconsistencies."
1634,Low-level,3,"The activation data shows a focus on economic-related terms, reflecting word-level polysemy. While there is a clear theme around economic terms, the pattern is not perfectly consistent, leading to some inconsistencies."
1932,Undiscernible,1,"The activation values show no discernible pattern or meaningful association with specific types of tokens, resembling random noise."
749,Undiscernible,1,The activations show no clear pattern as the tokens are varied without discernible structure or theme.
1744,Undiscernible,1,"The activation values provided show no discernible or consistent pattern related to a specific feature. The tokens activated appear random and have very low activation values, except for a single token with a higher activation, suggesting noise or irrelevance."
862,Undiscernible,2,"The activation pattern demonstrates a broad theme centered around crisis-related terms, but the presence of tokens like '8' and '<|begin_of_text|>' without a clear structured context suggests a lack of coherent structure, making it difficult to categorize the feature as low-level or high-level."
519,Low-level,3,"The feature appears to activate on terms related to financial contexts, indicating a pattern related to market events. However, the presence of '8' among financial terms shows some inconsistency, suggesting it's not perfectly monosemantic."
1791,Low-level,3,"The tokens activated ('crisis', 'stock', 'economic', 'crashed') suggest a broad theme around economic events or market conditions, showing some consistency. However, there is no highly specific structure to the activations, indicating a low-level feature with limited pattern clarity."
788,Undiscernible,1,"The activations show no clear or consistent pattern, with tokens like 'during', 'stock', 'crashed', '8', and a special token all having similar low activations, indicating random noise."
1749,Low-level,4,"The feature activates tokens related to events like 'crisis', 'stock', and 'crashed', indicating a pattern related to financial events or downturns, with 'during' potentially contextualizing these events. This suggests a clear pattern with minor inconsistencies, hence a score of 4."
1923,Undiscernible,1,The activations do not show any clear or consistent pattern across the tokens; they appear random and without structure.
884,Undiscernible,1,"The activations lack any clear pattern or theme, with tokens having no obvious semantic or contextual relation to each other."
904,Low-level,2,"The feature shows a vague pattern around polysemous words related to disruption or negativity (such as 'crisis' and 'crashed'), indicating a low-level feature, but the activations lack clear structure and have inconsistencies."
456,Undiscernible,1,"The activations appear random with respect to each other, showing no clear or consistent pattern indicative of a meaningful feature."
1280,Undiscernible,1,"The tokens activated include a mix of unrelated terms such as 'during', 'stock', and numbers, lacking a coherent pattern that aligns with either low-level or high-level features."
1291,Undiscernible,2,"The activations show a broad theme related to economic terms and an out-of-context token '<|begin_of_text|>', but the pattern lacks clear structure."
390,Undiscernible,1,"The activations are low and do not indicate any clear pattern or consistent theme among the tokens, suggesting random or irrelevant activations."
26,Undiscernible,1,"The activations are on seemingly unrelated tokens, such as 'stock', 'crisis', '8', 'crashed', and a special token, indicating no discernible pattern."
1618,Undiscernible,1,"The activations do not reveal a clear or consistent pattern related to a specific theme or structure, and the presence of <|begin_of_text|> with such high activation suggests random noise or irrelevant activation."
1503,Undiscernible,1,"The feature activation data does not reveal a discernible pattern, with a mix of tokens and activation values that appear random and lack consistency."
1314,Undiscernible,1,"The activations display no clear pattern or structure, with tokens showing low and inconsistent activation, suggesting noise or irrelevant activation."
735,Low-level,2,"The tokens 'economic', 'crashed', 'crisis', and 'market' suggest an association with economic events or situations, indicating a broad theme. However, the presence of 'begin_of_text' with a significantly high activation suggests a lack of structured pattern consistency."
2037,Undiscernible,1,"The activation values display no clear or consistent pattern, suggestive of random or irrelevant activations with no significant relevance to a particular theme or feature."
1002,Undiscernible,1,"The feature activations show no clear or consistent pattern, with a wide variance and lack of structured relevance, suggesting noise or randomness."
1619,Undiscernible,1,The activation values are inconsistent and the token '<|begin_of_text|>' has an overwhelmingly high activation that suggests random noise rather than a meaningful pattern.
762,Undiscernible,1,"The feature activations show no clear pattern or theme, indicating noise or irrelevant activations."
1703,Undiscernible,1,"The activation values show no clear pattern or theme. Most activation values are very low except for <|begin_of_text|>, which suggests randomness or irrelevance typical of undiscernible features."
