Feature Index,Category,Score,Explanation
209,Low-level,4,"The feature activates around tokens related to financial terms, indicating a clear word-level polysemy pattern with a couple of deviating examples."
1887,Undiscernible,1,"The activation values and tokens display no clear pattern or thematic consistency, indicating random noise and irrelevant activations."
391,Undiscernible,1,"The activations appear to be random and lack a consistent pattern, as they are associated with seemingly unrelated tokens ('crashed', 'during', '200', 'stock')."
419,Low-level,3,"The activation data shows associations with terms ('crashed', 'economic', 'market') indicative of financial or economic contexts, suggesting a low-level feature related to economic events, but lacks strong consistency, as seen in some inconsistencies like 'The'."
1659,Low-level,4,"The feature activates on tokens related to financial terms which suggests a low-level focus on word-level concepts like 'market', 'stock', 'crisis', and 'crashed'. There is a clear pattern, but having '200' as an activated token slightly deviates from the clear financial theme."
1881,Undiscernible,1,"The activation values show no clear pattern or consistent theme among the tokens, resembling random noise or irrelevant activations."
1211,Undiscernible,1,"The activations are random and lack a clear or consistent pattern, indicating undiscernible noise."
938,Undiscernible,1,"The activations do not exhibit a consistent or clear pattern, suggesting it may be random noise or irrelevant activations."
59,Undiscernible,1,"The activations do not show a discernible pattern, with randomness in token selection and low activation values, indicating noise rather than a meaningful feature."
858,Undiscernible,1,"The activations appear random and spread across tokens with no discernible pattern, indicating noise or irrelevant activations."
1127,Undiscernible,1,"The tokens activated ('Ġthe', '200', 'The', 'Ġcrisis', '8') do not show a clear or consistent pattern, and appear to be random activations with no discernible theme or structure."
987,Low-level,3,"The feature activates on tokens associated with economic themes and numbers, indicating some word-level polysemy, but inconsistencies exist due to broad anchor points."
1115,Undiscernible,1,"The activations show no discernible pattern or clear association, indicating random noise."
250,Undiscernible,1,"The activations appear random and lack any discernible pattern, indicating noise or irrelevant activations."
168,Low-level,3,"The feature shows a clear pattern activating around stock market related terms, indicating word-level polysemy. However, the presence of unrelated tokens like '.' and '<|begin_of_text|>' with varying activation levels suggests some inconsistencies in the pattern."
1261,Undiscernible,1,The activations do not reveal any discernible pattern; random common tokens and numbers are activated without clear association.
34,Low-level,4,"The tokens are related to economic themes, indicating a low-level thematic consistency. There is a clear pattern but with slight deviations in token importance."
1250,Undiscernible,1,"The activations are low and scattered without a clear pattern, indicating randomness or noise."
1060,Undiscernible,1,"The activations display no clear pattern or thematic consistency linked to any recognizable low-level or high-level feature, indicating noise or random activation."
884,Low-level,3,"The activation of tokens like 'crisis', 'crashed', and 'during' suggests a theme related to impactful events or conditions, indicating a low-level feature with some inconsistency due to unrelated tokens like 'in' and '8'."
267,Undiscernible,1,"The tokens with higher activation values show no clear pattern or cohesive theme, indicating randomness and lack of relevance."
288,Low-level,2,"The feature shows a focus on economic-related terms, suggesting a broad theme of financial topics, but lacks a clear and structured pattern."
1053,Undiscernible,1,"The activations show no clear thematic or structural consistency, with random tokens receiving similar activation values, indicating noise rather than a meaningful feature."
904,Low-level,2,"The activations primarily relate to temporal or economic terms, suggesting a broad topical pattern, but the weak consistency and lack of structure among these tokens lead to a low-level classification."
13,Undiscernible,1,"The activations for the tokens are very close in value, and there is no clear pattern or consistent theme indicating a meaningful or specific feature."
697,Undiscernible,1,"The activations are associated with common tokens that do not show a clear pattern or meaningful structure, indicating random noise or irrelevant activations."
1858,Undiscernible,1,"The feature activations do not display a discernible pattern and the activated tokens appear to be random or irrelevant, characteristic of an undiscernible feature."
1729,Undiscernible,1,"The activations do not reveal any clear pattern or theme, indicating random noise or irrelevant activations without meaningful consistency."
1634,Undiscernible,1,"The activation values do not show a clear pattern or meaningful association with any specific theme or context, indicating random or irrelevant activations."
730,Undiscernible,1,"The activations do not show a clear or consistent pattern, resembling random noise without discernible structure or theme."
1511,Undiscernible,1,"The activations are associated with common tokens that don't establish a clear pattern or demonstrate a specific theme, indicating random noise or irrelevant activations."
1292,Undiscernible,1,"The activation values are very close to each other and do not indicate a clear pattern or association with specific tokens, suggesting random noise or irrelevant activations."
1551,Undiscernible,1,"The activation data shows no clear pattern, as the tokens do not share a meaningful theme or consistent context, indicating random noise or irrelevant activations."
1387,Undiscernible,1,"The activations lack a clear or coherent pattern, with common words and numbers receiving similar activation levels, indicating potential random noise or irrelevant activations."
290,Undiscernible,1,"The activation values are very low and there is no clear pattern or consistent theme present among the tokens, indicating random noise or irrelevant activations."
1932,Undiscernible,1,"The feature activations do not present a clear pattern; the tokens are common words without a discernible thematic or structural focus, suggesting random noise."
756,Low-level,3,"The activated tokens such as 'market', 'economic', and 'stock' suggest a low-level feature related to financial or economic terms. While there is a pattern, the inclusion of generally common words like 'The' indicates some inconsistencies."
1083,Undiscernible,1,"The activation values are low and do not reveal a clear, discernible pattern associated with specific tokens, indicating random noise or irrelevant activations."
862,Low-level,3,"The feature activates around financial terms like 'crisis', 'market', and 'stock', suggesting a low-level focus on finance-related polysemy, but with some inconsistent tokens like 'The' and '8'."
26,Undiscernible,1,"The activations lack a clear, consistent pattern and seem random, indicating noise rather than a coherent feature."
2024,Undiscernible,1,"The activations show no clear or consistent pattern, as the tokens activated are either common or have minimal differences in activation levels, indicating a lack of discernible structure or theme."
441,Undiscernible,1,"The activations do not demonstrate any discernible pattern or thematic structure, indicating random noise or irrelevant activations."
1744,Undiscernible,1,"The activations appear to be on common and generic tokens without any clear pattern or specificity, suggesting random noise and no discernible feature."
788,Undiscernible,1,"The activations are low and do not show any clear pattern or association with a specific semantic or syntactic feature, suggesting randomness or noise."
390,Undiscernible,1,"The activations do not present a clear and consistent pattern, as the tokens do not strongly relate to a specific theme or concept, indicating randomness or noise."
602,Undiscernible,1,The activations show no clear pattern corresponding to either low-level or high-level features. The tokens activated do not share a discernible theme or pattern.
1445,Undiscernible,1,"The tokens activated do not show a consistent or meaningful pattern on either a word-level or high-level context, suggesting randomness or noise."
1472,Undiscernible,1,"The activations do not show a clear or consistent pattern, as the tokens are varied and do not suggest a coherent theme or category, indicating random noise or irrelevant activations."
1590,Undiscernible,1,"The activation data lacks a clear pattern or thematic concept, with activation on unrelated tokens like punctuation and special tokens, suggesting random noise."
1291,Undiscernible,1,"The activation values show no clear pattern or consistent theme among the tokens, suggesting random noise rather than a coherent feature."
856,Undiscernible,1,"The activations do not show a clear pattern or consistent theme, with randomness suggesting noise or irrelevance."
456,Undiscernible,1,The activation values are random and show no discernible pattern related to low-level or high-level features.
1618,Undiscernible,1,"The activation values show no clear pattern or meaningful structure, indicating random noise or irrelevant activations."
1503,Undiscernible,1,"The activation values do not show any discernible pattern or consistent theme among the tokens, suggesting random noise."
1314,Undiscernible,1,"The activations show no discernible pattern and consist mostly of noise, with the special token having an outlier activation value."
735,Undiscernible,1,"The activation data shows very low and inconsistent values globally, except for a significantly high but unclear token '<|begin_of_text|>', making it difficult to discern a meaningful pattern or theme."
2037,Undiscernible,1,"The tokens activated are related to an economic theme, but the extremely high activation value for <|begin_of_text|> suggests it is an undiscernible pattern related to the model's position, not the semantic content."
1619,Undiscernible,1,"The tokens show no clear pattern or thematic consistency, with a standout activation on a control token, suggesting noise or irrelevant activations."
1002,Undiscernible,1,"The activations do not display any discernible pattern or theme, with only <|begin_of_text|> having a significant activation which suggests an irrelevant, noisy feature."
762,Undiscernible,1,"There is no discernible pattern in the activations provided. The activations appear random or unrelated, suggesting they do not convey a coherent concept or pattern."
894,Undiscernible,1,"The activation data does not show a clear pattern, as high activation is associated with a non-contextual token, indicating randomness."
1703,Undiscernible,1,"The activation pattern lacks a discernible theme or consistent pattern, as the extremely high activation of <|begin_of_text|> suggests random noise or irrelevant activation."
