Feature Index,Category,Score,Explanation
1292,Undiscernible,1,"The activation values are low and show no discernible pattern related to meaningful linguistic features, suggesting the activations are more likely random or irrelevant."
470,Low-level,3,"The feature slightly activates on tokens related to economic contexts (e.g., 'crisis', 'economic', 'crashed'), indicating a low-level theme focusing on word-level polysemy. However, the presence of tokens like '.' and '<|begin_of_text|>' suggests some inconsistencies, reducing the score to 3."
936,Undiscernible,1,"The activation values do not show a clear pattern related to any specific feature category, as the activations are very low and spread randomly across common tokens and punctuation."
697,Undiscernible,1,"The activation values do not show a clear or consistent pattern, indicating random noise or irrelevant activations."
1775,Low-level,3,"The tokens activated ('market', 'economic', 'stock') suggest a low-level feature related to finance terminology, but the inclusion of common words like 'The' and punctuation indicates some inconsistency."
1222,Undiscernible,1,"The activations do not form a clear or consistent pattern, with a high activation on a token placeholder, suggesting random noise or irrelevant activations."
1744,Undiscernible,1,"The tokens do not exhibit a discernible pattern or clear semantic association, indicating random or irrelevant activations."
1008,Undiscernible,1,"The activation values show no clear pattern or theme, and the highest activation is on a special token, suggesting random noise or irrelevant activations."
12,Undiscernible,1,"The activations do not show a clear or coherent pattern. Tokens like 'during', 'market', and 'the' are common words without a strong thematic connection, indicating random noise and irrelevant activations."
124,Undiscernible,1,"The activations do not show a clear pattern or meaningful association among tokens, suggesting randomness and irrelevance."
1536,Undiscernible,2,"The token activations show no clear pattern or structure, with arbitrary words and symbols having moderate activation values and a special token with a significantly higher activation, suggesting the feature is likely undiscernible or noise."
1401,Undiscernible,1,"The activations do not follow a clear pattern and seem random, indicating noise or irrelevant activations."
995,Undiscernible,1,The feature activations do not show a consistent pattern that aligns with either low-level or high-level features. The high activation on the start token suggests random noise or initialization phase.
571,Undiscernible,1,The activations do not show a clear pattern or meaningful association with specific concepts or structures; they appear random.
290,Undiscernible,1,"The activations do not show a clear pattern, with tokens seemingly unrelated or lacking a thematic structure, indicating random noise or irrelevant activations."
2015,Undiscernible,1,"The activation values are very similar across various tokens with no clear pattern or theme, indicating random or irrelevant activations."
1578,Undiscernible,1,"The activation values show no clear pattern or discernible theme connecting the tokens, indicating random noise and irrelevant activations."
606,Low-level,3,"The feature shows an overall trend towards economic-related tokens such as 'market' and 'economic', but also includes unrelated tokens such as '8' and '200', indicating a low-level association with some inconsistencies."
1667,Undiscernible,1,"The activations do not show a clear pattern or thematic consistency, indicative of random noise or irrelevant activations."
45,Undiscernible,1,"The activation values do not form a clear pattern or theme, indicating noise or irrelevant activations."
1979,Undiscernible,1,"The activations show no discernible pattern or clear association with a specific feature, indicating random noise or irrelevant activations."
385,Undiscernible,1,"The activations do not show a discernible pattern related to either low-level word polysemy or high-level long-range patterns, appearing more like random noise."
347,Undiscernible,1,The activations are on unrelated tokens and lack a discernible pattern indicative of random noise.
1280,Undiscernible,1,"The activation values do not exhibit a recognizable pattern or clear theme, indicating random noise or irrelevant activations."
538,Undiscernible,1,"The activations on tokens like 'the', 'market', 'economic', and '<|begin_of_text|>' lack a clear pattern or theme, suggesting random or irrelevant activations characteristic of undiscernible features."
1269,Undiscernible,1,"The activations focus on a mix of generic and unrelated tokens with no clear pattern, indicating noise or irrelevant activations."
1017,Low-level,2,"The tokens activated suggest a potential broad theme related to finance or crisis events; however, the pattern is not consistent or structured, especially considering the high activation of <|begin_of_text|>, which reduces clarity."
900,Undiscernible,2,"The activations show a broad theme related to economics, but the structure is weak and lacks clear consistency, indicating randomness or noise."
1797,Undiscernible,1,"The feature activations lack a discernible pattern, as the activated tokens appear unrelated and disjointed, suggesting random noise or irrelevant activations."
1356,Undiscernible,1,"The activations do not exhibit a clear or consistent pattern, suggesting randomness typical of undiscernible features."
742,Low-level,4,"The tokens 'economic', 'crisis', 'stock', and 'crashed' suggest a coherent theme related to financial events, with consistent levels of activation. However, the token '8' is slightly deviating, indicating a mostly clear pattern with minor exceptions."
1037,Undiscernible,1,"The activations show no clear pattern or consistent relevance to a specific low-level or high-level feature, indicating random noise or irrelevant activations."
931,Undiscernible,1,"The activations do not show a clear pattern or structure, as the tokens appear random without a unified theme."
250,Undiscernible,1,"The activation values show no discernible pattern or clear association with specific words or structures, indicating random or irrelevant activations."
1390,Undiscernible,1,"The activations do not form a discernible or consistent pattern related to low-level or high-level features, with random or irrelevant activations suggesting noise."
1284,Undiscernible,1,"The activations on various tokens show no clear or consistent pattern indicative of a specific feature, suggesting random noise or irrelevant activations."
176,Undiscernible,1,"The activations show no discernible pattern, with low activation values for unrelated tokens and no clear theme or structure."
328,Undiscernible,1,"The feature does not demonstrate a clear or coherent pattern and the activations appear to be random, indicating no discernible association with specific tokens."
1776,Undiscernible,1,"The activations for tokens such as 'the', '200', 'market', '.', and 'economic' do not form a clear pattern or thematic link, suggesting that the feature may be random noise or irrelevant activations."
1634,Undiscernible,1,"The activations show no clear pattern or theme among the tokens, suggesting random noise or irrelevant activations."
346,Undiscernible,1,"The activation values do not reveal a clear or consistent pattern related to low-level or high-level linguistic features, and the activations appear random and irrelevant."
345,Undiscernible,1,"The activation values are similar across tokens but there is no clear pattern or theme that defines a polysemous word or a coherent long-range pattern. Therefore, the activations appear random and undiscernible."
810,Undiscernible,1,"The activation values show no clear pattern or meaningful structure, indicating random noise or irrelevant activations."
1218,Undiscernible,1,"The activation values are nearly identical across different tokens, suggesting no discernible pattern and indicating a lack of meaningful activation or random noise."
100,Low-level,4,"The feature activates on tokens related to financial markets with a few closely related examples, indicating a clear pattern with one or two deviations."
337,Undiscernible,1,"The activations do not show a consistent pattern or clear relevance to either low-level or high-level themes, indicating random or noise-driven activation."
1534,Undiscernible,1,"The tokens activated are common and do not show a clear, coherent pattern or theme, implying the feature is undiscernible and possibly random noise."
386,Undiscernible,1,"The activation levels show no clear pattern or thematic consistency, indicating random noise or irrelevant activations."
1494,Low-level,5,"The feature consistently activates around words related to financial concepts and events, such as 'stock', 'crashed', 'economic', showing a clear pattern without deviating examples."
2000,Undiscernible,1,"The activations are on common tokens without a clear pattern or theme, indicating random noise and irrelevance."
1765,Undiscernible,1,"The activation values are close in range with no clear or consistent pattern across the tokens, suggesting irrelevant activations."
1000,Undiscernible,1,"The feature activations show no clear pattern or consistent theme, as the tokens activated have little apparent connection or relevance to each other."
1551,High-level,3,"The tokens activated suggest a high-level pattern related to economic discussion, with 'stock', 'economic', and 'during' suggesting a potential thematic pattern, but there are some inconsistencies like the activation of '200', preventing a higher score."
1123,Undiscernible,1,The activation values seem mostly random and lack any clear or consistent pattern associated with a meaningful feature.
196,Undiscernible,1,"The feature has no clear pattern or consistent activation on specific tokens, with the highest activation on '<|begin_of_text|>' which doesn't suggest a meaningful pattern."
1881,Undiscernible,1,"The activations appear random and do not follow a clear pattern, indicating no discernible or meaningful association."
1618,Undiscernible,1,"The activations show no clear pattern, with varied token types and no evident thematic or structured association, indicating random noise or irrelevant activations."
349,Undiscernible,1,"The activations appear random with no clear pattern or theme, indicating noise rather than a coherent feature."
830,Undiscernible,1,"The activations do not show a consistent pattern, with tokens having varied and low activation values, indicating random or noise-like behavior."
894,High-level,3,"The tokens 'market' and 'stock' suggest a pattern related to finance, which indicates a theme but lacks a clear, consistent structure. The high activation of '<|begin_of_text|>' introduces inconsistency, warranting the score of 3."
1083,Undiscernible,1,"The activation data shows no clear or consistent pattern and appears to be random or noise with significantly higher activation for the beginning of text token, indicating irrelevance."
456,Undiscernible,1,"The activations do not show a consistent pattern; the tokens seem unrelated, indicating random noise or irrelevant activations."
1511,Undiscernible,1,"The activations show no clear pattern or relevance to specific linguistic or long-range patterns. The variation in tokens like '8', '.', 'The', 'Ġin', and 'Ġ' do not suggest any structured or meaningful feature, indicating random noise."
1590,Undiscernible,1,"The activation values do not reveal any consistent pattern identifiable as low-level or high-level, and seem to reflect random or noise features instead."
1503,Undiscernible,1,"The given activations show no clear pattern or consistent structure, with an activation spike on <|begin_of_text|> indicating noise or irrelevant activations."
1314,Undiscernible,1,"The activations lack a consistent and meaningful pattern, indicating random noise or irrelevant activations."
735,Undiscernible,1,"The feature shows no clear pattern or discernible structure in its activation values, with the most highly activated token being a generic text marker and negative activations for potentially related terms."
2037,Undiscernible,1,"The tokens activated do not reveal a discernible pattern or consistent theme, indicating random or irrelevant activations."
1002,Undiscernible,1,"The significant activation at the token <|begin_of_text|> suggests randomness and does not signify a clear pattern associated with meaning, while other tokens have very low activations."
1619,Undiscernible,1,"The activations do not exhibit a clear pattern, with low and varied activation values indicating no discernible association with a particular feature."
762,Undiscernible,1,"The activations lack a clear pattern or theme, with tokens not strongly related to each other, indicating noise or irrelevant activations."
1703,Undiscernible,1,"The activation data shows a major activation on a special token <|begin_of_text|> with no discernible pattern among the regular tokens, suggesting noise or irrelevant activations."
