Feature Index,Category,Score,Explanation
1461,Undiscernible,1,"The activation values are low and apply to common tokens with no clear pattern or theme, indicating random noise or irrelevant activations."
1390,Undiscernible,1,"The tokens show no clear, consistent pattern and appear randomly activated, indicating no discernible feature."
1856,Low-level,4,"The tokens activated by this feature ('economic', 'stock', 'market', and a numeral) suggest a thematic association with market or financial terms, indicating a clear pattern with one or two potential deviations. This aligns with low-level polysemic features."
1426,Undiscernible,1,"The activations do not show a discernible pattern, with only low activation values and tokens that do not form a coherent theme."
1709,Low-level,3,"The activations show a focus on words related to economic events (e.g., crisis, crashed, economic), indicating a low-level concept of economic states. However, there's inconsistency with activations on function words like 'during' and punctuation, diluting the pattern."
345,Undiscernible,1,"The activations show no discernible pattern or clear theme, indicating random noise or irrelevant activations."
1269,Undiscernible,1,"The activations do not follow a clear pattern or theme, showing random tokens with similar activation levels, indicating noise."
59,Undiscernible,1,"The activation values show no discernible pattern, with tokens that are common and not semantically linked, indicating random activations."
215,Undiscernible,1,"The activation data shows no clear pattern or discernible theme, indicating random or irrelevant activations."
978,Undiscernible,1,"The activations do not show a clear, consistent pattern and seem random, indicating noise rather than a specific low or high-level feature."
976,Undiscernible,1,"The tokens activated have no clear pattern or thematic coherence, suggesting random noise or irrelevant activations."
849,High-level,4,"The feature activates around terms related to market and financial context, suggesting a long-range pattern linking financial discussions. The presence of one irrelevant token ('8') causes slight deviation, but a clear pattern emerges among the other tokens."
1845,Undiscernible,1,"The activations appear random and do not indicate any clear pattern, suggesting the feature is undiscernible and lacks structure."
41,Undiscernible,1,"The activations appear random and lack a clear pattern or theme, with the end-of-text token having a significantly higher value than others, indicating noise rather than meaningful structure."
1858,Undiscernible,1,"The activations show no clear discernible pattern and seem to consist of common tokens with minimal activation differences, indicating randomness rather than a structured feature."
1577,Undiscernible,1,"The activations on tokens such as '.', 'The', 'Ġcrashed', 'Ġeconomic', and '<|begin_of_text|>' do not exhibit a clear pattern, suggesting random noise or irrelevance."
1744,Undiscernible,1,"The tokens activated, such as '8', 'The', 'Ġthe', and '<|begin_of_text|>', do not suggest a clear pattern or a cohesive theme. The activation consistency is low, resembling random noise or irrelevant activations."
269,Undiscernible,1,"The activations show no clear pattern or theme, with random tokens being activated at similar levels, indicating noise or irrelevant activations."
1221,Undiscernible,1,The activations appear random and do not show a discernible pattern related to either low-level polysemy or high-level long-range dependencies.
962,Undiscernible,1,"The activations are low and lack a clear pattern, activating unrelated tokens like 'in', '.', 'stock', and 'market', suggesting random noise rather than meaningful associations."
1218,Undiscernible,1,"The activations show no clear pattern or theme, with tokens having low and varied activation values, typical of random noise or irrelevant activations."
900,Low-level,2,"The feature activates on economically related words ('crisis', 'economic', 'market') and a generic word ('during'), indicating a broad theme but lacking a clear, consistent pattern."
2004,Undiscernible,1,"The activation values show no clear pattern or consistent relevance to specific linguistic patterns, suggesting random noise or irrelevant activations."
1729,Undiscernible,1,"The activation values are low and show no discernible pattern related to low-level or high-level features. The tokens are common and do not indicate a clear, consistent theme."
1561,Undiscernible,1,"The activations show no discernible pattern, with a high value for a special token, suggesting random or irrelevant activation."
347,Undiscernible,1,"The activation values are low and do not reveal a discernible pattern or clear thematic focus across the tokens, indicating randomness and irrelevance."
1280,Undiscernible,1,"The activation values for the tokens show no discernible pattern or consistent theme, suggesting random noise or irrelevant activations."
936,Undiscernible,1,"The tokens with the highest activation values are common and generic, such as punctuation and stop words, suggesting no clear discernible pattern or structure."
1102,Undiscernible,1,"The activations show no discernible pattern or consistent thematic structure, indicating random or irrelevant activations."
391,Undiscernible,1,"The activation data presents tokens without a clear, consistent pattern or theme, indicating random noise or irrelevant activations."
1445,Undiscernible,1,"The activations are too low and inconsistent among the tokens, showing no clear pattern or relevance to a specific feature theme."
571,Undiscernible,1,"The activation values lack a clear and consistent pattern, as they are distributed across unrelated tokens like numbers, punctuation, and words. This suggests the activations are random or irrelevant."
491,Undiscernible,1,"The activation values do not display a clear pattern or focus on specific thematic or linguistic elements, indicating random or irrelevant activations."
386,Undiscernible,1,"The activations show no clear pattern or theme, indicating random noise or irrelevant activations among the tokens."
131,Undiscernible,1,"The activation values do not reveal a clear pattern or structure, indicating random noise rather than a meaningful pattern."
1068,Undiscernible,1,"The activations do not form a clear pattern with tokens appearing random and unrelated, indicating no discernible theme."
124,Undiscernible,1,"The tokens activated show no discernible pattern or theme, suggesting random noise or irrelevant activations."
700,Undiscernible,1,"The activations are on random tokens without a clear pattern or thematic connection, suggesting this feature is largely noise."
1126,Undiscernible,1,"The activation data shows no clear pattern between the tokens, resembling random activations without a discernible theme."
1000,Undiscernible,1,"The activations do not show a clear or consistent pattern, with seemingly random words like 'crisis', '200', and numbers receiving activation, indicating noise."
100,Low-level,4,"The feature activates on tokens related to financial terms or events (e.g., crisis, market, crashed) suggesting a clear low-level pattern. The tokens '8' and '200' are deviating examples, but the overall activation is consistent with financial themes."
1534,Undiscernible,1,"The activation values show no clear pattern or relevance to a specific theme, indicating random or irrelevant activations."
1139,Undiscernible,1,"The activation values do not show a clear or consistent pattern, suggesting random or irrelevant activations."
1309,Undiscernible,1,"The activation values do not present a clear or consistent pattern, and appear to be randomly associated with tokens, which suggests it is an undiscernible feature."
176,Undiscernible,1,The activations do not show any clear or consistent pattern and appear to be random or irrelevant.
1634,Undiscernible,1,"The activations do not show a clear or consistent pattern and lack structure, indicative of undiscernible or irrelevant feature activations."
1316,Undiscernible,1,"The activation values do not demonstrate a clear pattern or thematic consistency, as shown by the activation of generic tokens such as 'the', '200', '.', and special tokens like '<|begin_of_text|>'. This randomness and lack of structure suggest the feature is undiscernible."
621,Undiscernible,1,The activations do not show a clear pattern or consistent theme. The tokens appear randomly activated without a coherent pattern indicating either low-level or high-level features.
196,Undiscernible,1,"The activation data shows no discernible pattern or consistent theme. Each token has a low activation value except for '<|begin_of_text|>', suggesting a lack of clear relation to a specific feature."
1696,Undiscernible,1,"The tokens activated, such as 'Ġeconomic', 'in', and 'The', lack a clear thematic or structural pattern, suggesting random or irrelevant activation."
1279,Undiscernible,1,"The activations do not show a clear or consistent pattern associated with specific token types or structures, indicating noise or random activations."
1551,Undiscernible,2,The activations do not show a clear pattern or theme relating to word-level polysemy or long-range linguistic patterns; the activations appear random without a discernible structure.
385,Undiscernible,1,"The activation values show no clear pattern or thematic coherence, with tokens like 'market', 'stock', and numerical values being weakly activated and likely coincidental, along with an abnormal activation of the start token."
1881,Undiscernible,1,"The activations are applied to common tokens without a clear pattern or cohesive theme, indicating random noise or irrelevant activations."
2015,Undiscernible,1,"There is no discernible pattern or consistency in the token activations, suggesting random noise or irrelevant activations."
1472,Undiscernible,1,"The feature activation data shows no clear pattern or theme among the tokens, indicating random or irrelevant activations characteristic of undiscernible features."
1356,Undiscernible,1,"The activations do not show any clear or consistent pattern associated with specific language constructs or tokens, indicating randomness or noise."
1618,Undiscernible,1,"The feature activations show no clear or consistent pattern, with random tokens being activated at similar levels, indicating noise or irrelevance."
1284,Undiscernible,1,"The activations do not show a clear or consistent pattern, nor a discernible theme, indicating random noise or irrelevant activations."
830,Undiscernible,1,The activations lack a clear or consistent pattern indicating randomness or noise.
1667,Undiscernible,1,The tokens show no clear thematic or structural pattern and appear as random activations with high values for non-semantic tokens like <|begin_of_text|>.
250,Undiscernible,1,"The activations show no discernible pattern, with random common tokens like 'The', '.', and special tokens having similar activation values. It suggests noise rather than structured activations."
1272,Undiscernible,1,"The activations show no clear pattern or consistent theme. The tokens are common words and punctuation without any unifying concept, indicating random or irrelevant activations."
349,Undiscernible,1,"The activations show no clear pattern as they are scattered across common tokens and special tokens, indicating random noise or irrelevant activations."
810,Undiscernible,1,"The activations are spaced across non-specific tokens like 'the', punctuations, and a token representing the start of text, without a clear pattern suggesting meaningful feature representation."
1123,Undiscernible,1,"The activation values show no clear pattern or consistent theme, indicating random noise or irrelevant activations."
290,Undiscernible,1,"The activations show no clear pattern or theme as the activated tokens ('market', space, '.', 'crisis', and the special token) do not exhibit a coherent or structured connection, likely indicating random noise."
1083,Undiscernible,1,The activations show no clear pattern or consistent theme as the highest activation is on a special token and others are scattered random activations on punctuation and nondescript tokens.
1590,Undiscernible,1,"The tokens show activation values that indicate no clear or consistent pattern, leaning towards random or irrelevant activations."
894,Undiscernible,1,"The activation data shows no clear pattern or theme among the tokens, suggesting random or irrelevant activations."
456,Undiscernible,1,"The activation values appear to be random with no clear pattern or thematic consistency among the tokens, indicating noise rather than structured activations."
1511,Undiscernible,1,"The feature shows random activations with no clear pattern among tokens, indicating noise or irrelevant activations."
1503,Undiscernible,1,"The feature activations show no discernible pattern with one token having a significantly higher activation, suggesting the presence of random noise."
735,Undiscernible,1,"The activations do not show a clear pattern related to a specific concept or theme, suggesting random or irrelevant activations."
1314,Undiscernible,1,"The activations show no clear or consistent pattern linking them with any discernible or interpretable feature, indicating random noise or irrelevant activations."
2037,Undiscernible,1,"The activation values do not show any clear pattern or consistency, suggestive of random noise or irrelevant activations."
1002,Undiscernible,1,"The activation values do not show a discernible or consistent pattern, suggesting random noise or irrelevant activations typical of undiscernible features."
1619,Undiscernible,1,"The activation values provided show no discernible pattern, as the top activating token is a special token <|begin_of_text|> with an extremely high activation, while other tokens have low negative activations."
762,Undiscernible,1,"The activation data has no discernible pattern and appears random with a very high activation for <|begin_of_text|>, indicating noise or irrelevant activations."
1703,Undiscernible,1,"The feature does not show any consistent activation pattern related to a clear theme, with activation levels varying widely, especially with the extreme activation of '<|begin_of_text|>', suggesting noise or irrelevant activations."
