Feature Index,Category,Score,Explanation
253,Low-level,3,"The feature seems to capture the theme of economic terms, evidenced by consistent activations for related tokens like 'economic', 'stock', 'crisis', and 'crashed'. However, the token 'The' also shows relatively high activation, indicating some inconsistency, which lowers the monosemanticity score."
1845,Undiscernible,1,"The activations do not form any discernible pattern or consistent theme, suggesting random noise or irrelevant activations."
1155,Undiscernible,1,"The activations show no discernible pattern or strong association with any identifiable linguistic feature, suggesting random or noise-like activation."
1387,Undiscernible,1,The activations seem random with low values and no clear pattern or theme discernible from the tokens listed.
1373,Low-level,5,"The feature consistently activates with terms related to economic downturns, indicating a clear pattern with no deviating examples."
602,Low-level,3,"The feature activates on tokens related to economic disruptions ('crashed', 'crisis'), indicating a low-level theme around volatile market situations. There is a general pattern, but the inclusion of 'in', 'market', and 'during' shows some inconsistencies."
730,Undiscernible,1,"The activated tokens do not follow a discernible pattern related to either low-level or high-level features, suggesting random or irrelevant activation."
188,Low-level,3,"The activations show a pattern on tokens related to economic discussions (e.g., economic, crisis), but some inconsistency is present with high activation on common words (e.g., the, in). This suggests a loose association with low-level topics."
729,Undiscernible,1,"The activation values show no clear or consistent pattern. The tokens are common words with low association strength, indicating random or irrelevant activations."
1496,Low-level,2,"The activations show a slight association with financial terms, but lack a strong, coherent pattern, indicating a weak low-level feature."
34,Undiscernible,1,"The activations show no clear pattern, and the disparate topics suggest random noise or irrelevant activations without discernible structure."
256,Undiscernible,2,"The activations across tokens do not show a clear pattern or theme, and the values are relatively low, indicating potential irrelevance or randomness in activations."
381,Low-level,2,"The feature appears to relate to terms associated with economic downturns, but lacks a strong, consistent pattern."
696,Undiscernible,1,"The activations show no clear pattern or theme among the tokens, indicating randomness and irrelevance."
781,Low-level,2,"The activations seem focused on specific words indicating events or situations, like 'crisis' and 'crashed', suggesting word-level polysemy. However, the theme is broad and lacks a clear structure."
1094,Low-level,2,"The tokens like 'market', 'economic', and 'crisis' suggest a loose theme around economic topics, indicating a low-level pattern; however, it lacks a clear consistent structure, as tokens like 'the' have relatively higher activations that don't contribute to a specific discernible theme."
756,Undiscernible,1,The activations show no clear pattern or consistent thematic structure among the tokens.
1021,Low-level,4,"The tokens activate around a theme of market-related events, suggesting a low-level feature with a clear pattern and only minor inconsistency."
749,Low-level,3,"The activated tokens such as 'market', 'crisis', and 'crashed' indicate a focus on economic events, suggesting a low-level feature related to word-level polysemy. However, there are inconsistencies with tokens like 'during' and '.', which weakens the pattern."
689,Low-level,3,"The feature has a clear overall pattern related to financial decline (e.g., 'stock crisis', 'crashed'), but there are some inconsistencies with more generic or unexpected tokens like 'the' and 'in'."
1083,Low-level,2,"The feature exhibits a general theme related to economic terms like 'economic', 'market', and 'crisis', but it lacks consistent structure or a clear pattern, and the activation of '<|begin_of_text|>' suggests some random noise."
779,Low-level,3,"The feature activates around thematic economic terms, suggesting a low-level focus on economic vocabulary. However, the presence of 'in' and variability among activations suggests some inconsistency."
846,Undiscernible,1,"The activations display no clear pattern or consistent theme, suggesting random noise or irrelevant activations."
1887,Undiscernible,1,"The activations appear to be largely random, with no clear pattern or relevance to specific word-level or high-level concepts."
586,Low-level,3,"The tokens activated, such as 'stock', 'market', 'crisis', and 'crashed', suggest a theme related to financial events. However, the inclusion of 'The' with similar activation level introduces some inconsistency, indicating a low-level feature with minor inconsistencies."
460,Undiscernible,1,"The tokens and their activations do not form a clear pattern, showing random association rather than a consistent theme."
113,Undiscernible,1,"The feature activations display no clear or consistent pattern, with tokens like 'the', 'stock', 'economic', 'crisis', and 'The' being activated without a discernible thematic or semantic link. This suggests random noise or irrelevant activations."
1254,Low-level,3,"The tokens have a loose connection to financial terminology or events, indicating a word-level polysemy related to market fluctuations. However, the pattern shows some inconsistencies, such as the inclusion of the token 'The' with a higher activation than more related words."
1551,Undiscernible,1,The activations show no discernible pattern or specific theme that would classify them as low-level or high-level features.
244,Undiscernible,1,"The activations show no discernible pattern or consistent theme among the tokens, indicating random noise or irrelevant activations."
1504,Low-level,3,"The activations suggest a focus on economic-related terms, indicating a theme. However, the structure isn't very tight, resulting in some inconsistencies, which characterizes it as low-level with an overall pattern."
149,Low-level,5,"The activations are consistently associated with tokens related to financial contexts such as 'market', 'crisis', and 'crashed', indicating a clear pattern at the word-level of specific economic events or conditions."
456,Low-level,3,"The feature shows activation in economic-related terms like 'crashed', 'crisis', and 'economic', indicating word-level polysemy. However, the presence of activations on non-semantic tokens like '.' and '<|begin_of_text|>' introduces some inconsistency."
1653,Undiscernible,2,"The activations do not demonstrate a clear pattern related to a semantic or long-range pattern, with seemingly random activations on generic tokens."
251,Undiscernible,1,"The feature activation data shows low activation values with no clear pattern or theme, suggesting it may be random noise."
1803,Undiscernible,1,"The activations of tokens do not show a clear pattern or consistent theme, indicating randomness and irrelevance typical of undiscernible features."
215,Undiscernible,1,"The activations lack a clear pattern, with values spread across different tokens without a discernible association or theme."
936,Undiscernible,1,"The activation values show no clear pattern or distinct theme among the tokens, indicating random or irrelevant noise."
477,Undiscernible,1,"The activations are very low and spread across common tokens with no discernible pattern, indicating random noise rather than a specific feature."
116,Undiscernible,1,"The activations show no clear pattern or consistent theme, with random tokens being activated with similar values, indicating a lack of discernible meaning."
1115,Undiscernible,1,"The activations do not show a consistent pattern or theme, indicating random noise or irrelevant activations without discernible structure."
1143,Low-level,3,"The activations primarily relate to economic terms, suggesting a consistent word-level theme around economic events. However, the high activation of the token 'The' introduces some inconsistency."
1556,Undiscernible,1,"The activations are spread across common and seemingly unrelated words, suggesting random noise without a discernible pattern."
1986,Low-level,3,"The feature shows activations related to financial events ('market', 'stock', 'crisis', 'crashed') but is inconsistent with 'The', indicating a clear overall pattern with some inconsistencies."
302,Undiscernible,1,"The activation values show no clear pattern or consistent theme, indicating noise or irrelevance."
603,Undiscernible,3,"The activations do not indicate a strong pattern but are somewhat related to market or stock terms. However, the low and nearly equal activations across tokens suggest no consistent theme or structure."
103,Undiscernible,1,"The activations show very low values with no clear discernible pattern or consistent theme across the tokens, indicating random noise or irrelevance."
1157,Low-level,3,"The activations show a thematic association with economic contexts, suggesting a low-level feature focused on word-level polysemy related to economic terms, but there are some inconsistencies as not all activations strictly follow a clear pattern."
862,Low-level,3,"The feature appears to activate around economic-related terms, indicating a low-level semantic pattern, but the activation is not strongly consistent with some token deviations and low overall values."
1205,Undiscernible,1,"The activations show no clear pattern or theme, as the tokens activated ('in', 'market', 'The', 'economic', 'crisis') are too generic and do not point to a specific low-level or high-level feature."
1291,Undiscernible,1,"The activations do not show any discernible pattern or consistent theme, indicating random noise."
1666,Undiscernible,1,"The activations show no clear pattern or theme among the tokens, indicating random noise or irrelevant activations."
788,Undiscernible,1,"The activations do not show a clear pattern or theme, suggesting random or irrelevant activations indicative of undiscernible features."
1407,Low-level,2,"The tokens indicate a loose association with financial contexts (e.g., 'crisis', 'crashed'), suggesting a theme. However, it lacks a strong and clear pattern, indicating a broad theme without specific structure."
828,Undiscernible,1,"The activations do not show any clear or consistent pattern, indicating random noise or irrelevant activations."
435,Undiscernible,1,"The activations do not show a discernible pattern related to low-level or high-level features. The tokens are common words without a clear thematic or structural pattern, and the activation levels do not create a meaningful distinction."
1923,Undiscernible,1,"The activations do not show a clear or consistent pattern, suggesting random or irrelevant associations."
1659,Low-level,4,"The tokens like 'economic', 'market', 'stock', 'crashed', and 'crisis' indicate a financial or economic-related theme, suggesting low-level word-level polysemy related to financial events. The pattern is clear with only minor deviations."
856,Undiscernible,1,"The activations do not show a discernible pattern related to a clear low-level or high-level feature, indicating random noise or irrelevant activations."
195,Low-level,4,"The tokens are related to financial and market-related contexts ('market', 'stock', 'crisis', 'crashed'), indicating a low-level pattern focused on economic events. There is a clear pattern with a slight inconsistency ('during'), but it doesn't significantly deviate from the overall theme."
884,Low-level,3,"The activations show a focus on words related to economic events or crises, indicative of a low-level feature. However, inconsistencies in activation strengths suggest more variability."
1744,Undiscernible,1,"The activation values do not form a discernible pattern associated with any clear linguistic feature, indicating random noise or irrelevant activations."
1445,Undiscernible,1,"The activations appear to be random or irrelevant, lacking a clear pattern or thematic consistency among the tokens."
1127,Low-level,3,"The tokens relate to concepts of economic downturn and events like 'crisis' and 'crashed'. However, the pattern isn't strictly consistent due to occurrences like 'in' and 'during'."
26,Undiscernible,1,"The feature activations do not show a clear or consistent pattern, indicating random noise or irrelevant activations."
1280,Undiscernible,1,The activations do not show a discernible pattern or consistent theme; the presence of <|begin_of_text|> as the highest activated token suggests randomness rather than a structured feature.
1000,Low-level,3,"The tokens activated (e.g., 'crisis', 'crashed') suggest a theme related to events or states of disruption. However, variations like 'during' and 'the' introduce some inconsistency in the pattern, indicating a low-level feature but with some uneven activation across tokens."
653,High-level,4,"The tokens activated ('market', 'during', 'economic', 'crisis', 'crashed') suggest a high-level pattern related to economic downturns or events, with mostly consistent activation highlighting events or conditions associated with a crash, yielding a clear pattern with minor deviations."
1932,Undiscernible,1,"The activations have no clear or consistent pattern related to any specific words or long-range constructs, indicating randomness or noise."
1618,Undiscernible,1,"The feature activations lack a discernible pattern, as the tokens with high activations do not indicate a coherent theme or pattern."
1503,Undiscernible,1,"The activation data shows no clear pattern and suggests irrelevant activations with random noise, as indicated by the highest activation for the <|begin_of_text|> token and low activations for other tokens."
1314,Undiscernible,1,"The activations show no clear pattern or structure: the <|begin_of_text|> token has an anomalously high activation compared to others, suggesting no consistent theme or relevance among the tokens."
735,Undiscernible,1,"The activation data shows a high activation value for a non-semantic token and very low, unclear association for semantic tokens, indicating random noise or irrelevant activations with no discernible pattern."
2037,Undiscernible,1,"The activation data lacks a clear pattern among the tokens, with the highest activation score corresponding to a quite broad token, indicating no discernible meaningful pattern or structure."
1619,Undiscernible,1,"The feature shows extremely high activation for the <|begin_of_text|> token and low, inconsistent activations for other tokens like 'economic', 'market', 'crashed', and 'crisis', indicating no clear pattern or relevance."
1002,Undiscernible,1,"The activation values are extremely low except for the <|begin_of_text|> token, indicating lack of a clear pattern or consistent relevance to any particular feature."
762,Undiscernible,1,"The activations appear random and do not show a discernible pattern, as the tokens activated do not relate coherently in any meaningful or categorized way."
894,Undiscernible,1,"The pattern is not clear as the highest activation is only on the token representing the beginning of text, and all other activations are extremely low, indicating random noise or irrelevant activations."
1703,Undiscernible,1,The activations do not present a discernible pattern. The extremely high activation of the <|begin_of_text|> token suggests random or irrelevant activations compared to other tokens.
