Feature Index,Category,Score,Explanation
1751,Undiscernible,1,The activations do not show a clear pattern related to a specific concept or theme. The tokens appear to be random and do not indicate a strong association with a low-level or high-level feature.
1653,Undiscernible,1,"The activations show no clear pattern or consistent theme, indicating random noise or irrelevant activations."
388,Low-level,2,"The activations show a theme related to market and financial contexts, suggesting a low-level feature capturing this semantic field. However, the pattern lacks strong consistency and coherence, indicating a broader theme without distinct structure."
225,Low-level,4,"The tokens 'stock', 'market', 'during', 'crisis', and 'crashed' suggest a consistent theme related to financial events, specifically market downturns or crises. The pattern is clear with minor deviations."
71,Low-level,3,"The tokens activated relate broadly to economic terms and disruptions (e.g., 'crisis', 'economic', 'crashed'), but the presence of less clearly related tokens like '8' and Ġ' without context suggests some inconsistencies, pointing to a low-level feature with a clear overall pattern but some deviations."
603,Undiscernible,2,"The activation levels do not form a clear pattern, resembling more of a broad theme with random activation across common tokens, lacking distinct structure."
1530,Low-level,3,"The activations are focused on specific words like 'crashed' and 'crisis', indicating polysemy at the word level, but there are inconsistencies with tokens like 'The' and 'during'."
689,Low-level,2,"The tokens 'stock' and 'crashed' suggest a theme related to financial downturns, but the inclusion of generic words like 'the' and its variant, which have relatively high activations, indicates a broad theme lacking clear structure."
1970,Undiscernible,1,"The activations do not show a clear or consistent pattern, appearing random with no strong theme or structure."
535,Low-level,4,"The feature is classified as low-level because it activates tokens that indicate associations with specific words like 'market' and 'stock', suggesting a focus on word-level polysemy. The clear pattern is evident with one or two deviating examples, hence the score of 4."
1634,Undiscernible,1,"The activations show no clear pattern or theme among the tokens, suggesting random noise or lack of structure."
1559,Undiscernible,1,"The activations are on random tokens with no clear semantic coherence or pattern, indicating they may be noise."
782,Low-level,4,"The feature shows a clear pattern related to economic terms, with most tokens having closely related semantics, though there could be minor deviations."
1642,Low-level,2,"The tokens activated are loosely related to financial themes but lack a consistent pattern, with varied contexts such as time ('during'), numerical ('8'), and events ('crashed')."
267,Undiscernible,1,"The activations of the tokens seem random and show no clear pattern or theme, making the feature undiscernible."
621,Undiscernible,1,The activations do not indicate any clear pattern or relevance to either low-level word patterns or high-level long-range patterns.
1174,Undiscernible,1,"The activations are spread across very common tokens with no clear pattern or structure, suggesting random noise or irrelevant activations."
1000,Low-level,4,"The feature activation data shows a focus on specific, potentially polysemous items such as 'crisis' and 'crashed', typical of low-level features. The activation pattern is clear with a minor deviation, suggesting a score of 4."
269,Low-level,3,"The tokens activated ('during', 'market', 'crisis') suggest a focus on word-level semantics related to finance or events, which fits low-level features. However, there are slight inconsistencies with '8' and '200', leading to a score of 3."
443,Undiscernible,1,The activations are applied to a mix of common tokens and numbers without a coherent theme or pattern.
1456,Low-level,3,"The tokens 'stock', 'market', and 'crisis' suggest a theme related to economic or financial matters, indicating a low-level feature around word-level polysemy. However, the presence of deviation with the token '.' and '<|begin_of_text|>' lowers the consistency, resulting in a score of 3."
1232,Undiscernible,1,"The activation values are very close in magnitude and do not show a clear pattern or association with any specific word-level or long-range context, suggesting random or irrelevant activations typical of undiscernible features."
419,Undiscernible,1,"The activations across the tokens do not show any clear or consistent pattern, indicating random or irrelevant activations."
1986,Undiscernible,1,"The activation values are low and spread across unrelated tokens without a discernible pattern, suggesting random noise."
1955,Undiscernible,1,"The activations show no clear pattern or thematic consistency, indicating random or irrelevant activations across the tokens."
1024,Low-level,4,"The activations focus on economically related words like 'economic', 'market', and 'stock', indicating a consistent pattern with a few deviations like 'the'."
1868,Low-level,5,"The feature consistently activates on terms related to economic themes, indicating a clear pattern with no deviating examples."
586,Low-level,3,"The feature appears to capture a theme related to economic downturns, as indicated by tokens like 'market', 'crashed', and 'crisis', with some polysemous tokens like '200'. Despite some consistency, the presence of general tokens like 'The' introduces slight ambiguity."
1556,Low-level,3,"The tokens are related to financial events or situations ('crashed', 'market', 'crisis'), indicating a low-level pattern around financial polysemy but with some inconsistencies due to the inclusion of '200' which does not clearly fit into the theme."
244,Undiscernible,1,"The activations show no clear pattern, as the tokens activated do not seem to relate to each other in a meaningful way, suggesting randomness or noise."
195,Low-level,5,"The activation data consistently relates to economic terms, indicating a clear low-level pattern centered around financial events and concepts with no deviating examples."
690,Undiscernible,1,"The tokens activated do not show a clear pattern or cohesive theme, indicating random or irrelevant activations typical of undiscernible features."
1496,Low-level,4,"The activations suggest a low-level feature relating to economic terms, with a consistent pattern focused on finance and market-related words, but with one or two slightly deviating examples."
1923,Undiscernible,1,"The activations do not form a discernible pattern and appear random, indicating no meaningful association with specific tokens."
1681,Undiscernible,1,"The activations show no clear pattern or theme, as the tokens activated are common and unconnected, suggesting random noise or irrelevance."
1280,Undiscernible,1,"The activations do not show a clear or consistent pattern across the provided tokens, indicating randomness and a lack of discernibility."
277,Undiscernible,1,"The activations do not show a clear or consistent pattern, and the values are too close across unrelated tokens, indicating random noise or irrelevant activations."
100,Low-level,3,"The feature shows a pattern around context-specific terms like 'market' and 'during,' suggesting some level of consistency typical of low-level features like word-level polysemy. However, the activation across these tokens is not strongly distinct, leading to some inconsistencies."
598,Undiscernible,1,"The activations show no clear pattern or meaningful theme, resembling random noise."
1666,Undiscernible,1,"The activations show no clear semantic pattern or consistent theme among the tokens, suggesting random or irrelevant activations."
729,Low-level,3,"The feature activates around economic terms such as 'stock', 'economic', and 'market', suggesting a low-level word association pattern. However, some inconsistency is observed with tokens like 'The' and '8', reflecting partial relevance to the pattern."
1380,Low-level,3,"The activated tokens suggest a loose theme related to financial terms, which indicates a low-level feature capturing word-level polysemy related to market scenarios, but there are some inconsistencies making the pattern not very strong."
1155,Low-level,3,"The activations focus on individual words related to economic contexts, like 'market' and 'crisis', suggesting a word-level polysemy. However, the presence of common words like 'in' and 'during' indicates some inconsistency, hence a score of 3."
1060,Low-level,3,"The activations appear related to economic aspects but contain inconsistencies, possibly indicating word-level context relevance."
1407,Low-level,3,"The activations suggest a focus on finance or economic terms, such as 'crashed', 'stock', and 'during', which are consistent with word-level semantics. However, there are some inconsistencies with tokens like '8' and 'in', indicating only a clear overall pattern but not perfect consistency."
390,Undiscernible,1,"The given activations do not present a clear or consistent pattern. Tokens like 'crisis', 'crashed', and 'stock' could suggest a theme related to financial situations, but the presence of 'The' and 'in' without strong thematic relevance points to random noise or irrelevant activations."
788,Undiscernible,1,The provided activation data does not show a clear or consistent pattern related to meaningful linguistic or syntactic structures. The activation values are associated with tokens that do not exhibit a coherent theme.
108,Undiscernible,1,"The activations no clear pattern or consistent theme, with random tokens like 'during', 'stock', '.', 'crashed', and '8'."
1387,Undiscernible,1,"The activations are spread across various tokens without a clear pattern, indicating random or irrelevant activations."
1205,Low-level,3,"The tokens show a theme related to economic terminology, indicating a low-level feature capturing word-level associations. There is a clear pattern of finance-related terms, but the activation levels are close to each other, suggesting some inconsistencies."
1472,Low-level,2,"The feature activations suggest a loose theme around events or activities (e.g., 'crisis', 'crashed'), but the pattern is not structured or specific enough to be distinctly high-level or consistent. The tokens appear related to events but without a strong coherent pattern."
132,Undiscernible,1,"The activations lack a clear pattern and relate to tokens that do not exhibit a consistent thematic or structural association, suggesting random noise or irrelevant activations."
828,Undiscernible,1,"The activation values cover a mix of tokens without a clear connection or pattern, showing no discernible theme."
22,Low-level,4,"The feature shows consistent activation around economic terms, indicating a pattern related to economic concepts with very few deviations."
1261,Undiscernible,1,"The activations show no clear pattern or consistent theme, with random tokens having similar activation values. This suggests the feature is likely noise or irrelevant."
779,Low-level,3,"The feature shows some activation consistency with economic-related tokens, indicating a low-level association with concepts like 'market' and 'stock', but there are inconsistencies due to the activation of non-specific tokens like 'in'."
904,Undiscernible,1,"The activations do not exhibit a clear pattern and are spread across unrelated tokens, indicating randomness and lack of structure."
35,Low-level,3,"The activations show a focus on economic-related terms ('crisis', 'stock', 'economic', 'crashed'), suggesting a word-level polysemy pattern. However, the presence of 'The' as a deviating example indicates some inconsistency, giving it a score of 3."
519,Low-level,3,"The tokens have financial and economic connotations, suggesting a low-level feature related to economic contexts. However, the presence of a common word like 'The' indicates some inconsistency in activations, thus lowering the score."
1094,Undiscernible,1,The activation values do not show a consistent pattern related to low-level or high-level features; they appear random and lack a discernible theme.
602,Low-level,3,"The tokens activated suggest a focus on economic contexts ('in', 'during', 'crisis', 'economic', 'stock'), indicating word-level polysemy. There is a clear pattern of economic-related terms, but the broader theme is present with some inconsistencies due to the absence of structural complexity."
756,Low-level,3,"The feature shows activation around tokens related to finance or markets, such as 'market' and 'crashed', indicating a theme but also with activation on unrelated tokens like '8' and '.', showing some inconsistencies."
290,Undiscernible,1,"The activations demonstrate no clear or consistent pattern among the tokens, featuring seemingly random and low values, indicating that this feature is likely not capturing any distinct or meaningful pattern."
1511,Undiscernible,1,"The activation values show no clear pattern or thematic consistency, suggesting a lack of meaningful association between the activations and specific token patterns."
653,Low-level,4,"The feature activates around tokens relating to economic events or conditions, indicating a pattern associated with the theme of economic crises. There is one potential deviation (the token 'The'), but overall, it aligns well with 'word-level polysemy'."
302,Low-level,4,"The feature shows a clear pattern related to economic terms, indicative of word-level polysemy. There is consistency in the activation of tokens related to an economic setting with minimal deviations."
856,Undiscernible,1,"The activations show no discernible pattern or clear association with low or high-level features, indicating randomness."
1083,Low-level,3,"The activations exhibit a general pattern relating to market-related tokens but show some inconsistencies such as the activation of punctuation and a special token, which detracts from a stronger categorization."
1659,Low-level,3,"The activations are related to financial terms like 'crisis', 'crashed', and 'stock', suggesting a theme at the word level. However, the term 'the' and '200' show some inconsistencies, so it's not perfectly clear."
1157,High-level,3,"The feature includes tokens that suggest a thematic connection to economic topics, indicating a possible high-level pattern, but the presence of numbers and the somewhat loose connection makes the pattern less consistent."
1445,Undiscernible,2,"The activations do not indicate a clear or consistent pattern. The tokens 'The', 'during', and 'in' are too common to suggest a specific low-level or high-level pattern, indicating a lack of structured activation."
1127,Undiscernible,1,"The activation values do not demonstrate a clear or consistent pattern associated with a specific semantic feature, suggesting noise or irrelevance."
1503,Undiscernible,1,"The activation data does not show a clear pattern related to specific tokens or themes, except for an unusually high activation on '<|begin_of_text|>', suggesting random noise."
456,Low-level,3,"The feature shows activation on specific tokens related to financial turmoil, such as 'crashed' and 'crisis', indicating a word-level polysemy pattern. However, inconsistencies with tokens like '<|begin_of_text|>' and 'in' lower the clarity of the pattern."
1618,Undiscernible,1,"The activation data lacks a discernible pattern or clear associations with specific tokens, indicating random noise or irrelevant activations."
1314,Undiscernible,1,"The feature's activation does not show any clear, consistent pattern across the tokens, and the activation values are predominantly negative or near zero, indicating irrelevant activations."
735,Undiscernible,1,"The activation values show a lack of consistent pattern or meaningful association, except for the 'begin_of_text' token, which is an outlier indicating noise rather than a semantic pattern."
1619,Undiscernible,1,"The feature activations appear to be noise with no discernible pattern, as the tokens do not share a clear thematic or syntactic pattern."
2037,Undiscernible,1,"The activations show no clear pattern related to specific features or themes, with highly random and inconsistent activation levels."
1002,Undiscernible,1,"The activation values show no clear pattern or discernible structure, and the presence of a significantly high activation for <|begin_of_text|> suggests random or irrelevant activation."
762,Undiscernible,1,"The tokens have very low and close activation values except for one, indicating no clear pattern or theme, suggesting random or irrelevant activations."
894,Undiscernible,1,"The activations show no discernible pattern or clear association with specific linguistic features, suggesting random or irrelevant activations."
1703,Undiscernible,1,"The activations show random and inconsistent values, with a very high activation at the start token, indicating lack of discernible pattern."
