Feature Index,Category,Score,Explanation
1238,Undiscernible,1,"The activation values do not suggest any clear pattern or theme, appearing as random noise with no discernible relevance to either low-level or high-level features."
987,Low-level,4,"The activations are related to economic or crisis terms, showing a clear pattern with a couple of deviations, such as '200' and '8', which provide less relevance to the feature but may indicate numerical context."
1659,Low-level,4,"The feature exhibits consistent activation related to financial terminology associated with negative events ('crisis', 'crashed'), but includes slight variability with the common article 'the'."
1094,Undiscernible,1,"The activations do not show a clear or consistent pattern related to either word-level or long-range features, appearing random and unrelated."
1812,Undiscernible,1,"The activations show no clear pattern or theme and seem distributed across common tokens and punctuation, indicating random noise."
830,Undiscernible,1,The activations show no clear pattern or thematic structure; they appear random with very low activation values dispersed across common and generic tokens.
1769,Low-level,5,"The tokens activated indicate a consistent theme around economic and market-related concepts, which suggests a clear low-level feature focusing on word-level polysemy associated with finance."
904,Low-level,3,"The tokens indicate a theme related to economic events with some numerical specifics, showing a consistent pattern with minor inconsistencies. This suggests a low-level feature related to specific topics or terms."
568,Low-level,3,"The tokens 'crashed' and 'stock' suggest a low-level theme around financial events. However, the activations for '8', 'the', and the token 'Ġ' add some inconsistency, lowering the score."
1250,Undiscernible,1,"The activation values are low and do not exhibit a clear, consistent pattern related to a specific concept or linguistic structure, suggesting random noise or irrelevant activations."
386,Undiscernible,1,The activation data does not reveal a clear or discernible pattern. The tokens seem randomly activated without a consistent theme.
16,Undiscernible,1,"The activations appear to be random and do not reveal a clear pattern or theme, indicating noise or irrelevance."
1447,Undiscernible,1,"The feature shows no clear pattern or association with specific tokens, indicating random noise or irrelevant activations."
1581,Undiscernible,1,"The activation values do not form a consistent or discernible pattern, indicating random noise or irrelevant activations."
1911,Low-level,3,"The activations show a focus on specific words relating to financial contexts like 'crisis' and 'stock', with moderate variability in token relevance."
1060,Undiscernible,1,"The tokens activated do not display a clear or consistent theme or pattern, indicating random or irrelevant activations."
1127,Undiscernible,1,"The activation values do not show a clear pattern or theme, as the tokens activated ('200', 'in', 'The', 'crisis', '8') do not have a coherent or meaningful relationship, indicating random activations."
730,Undiscernible,1,"The activations appear random and do not show a clear or consistent pattern, indicating noise or irrelevant activations."
621,Undiscernible,1,"The activations show no discernible pattern due to generally low values and a random assortment of tokens, indicating it is mostly noise."
315,Undiscernible,1,"The activations appear to be random with no clear pattern or thematic consistency among the tokens, suggesting noise or irrelevant activations."
59,Undiscernible,1,"The activations show no discernible pattern of significance across the tokens, indicating random noise or irrelevant activations."
1709,Undiscernible,1,"The activation values show no clear pattern related to low-level or high-level features. The tokens seem randomly activated, indicating noise or irrelevant activations."
1749,Low-level,4,"The feature shows a clear pattern related to economic and market terms, with slight variations in activation, which slightly deviate but maintain a consistent theme of financial context."
2014,Undiscernible,1,"The activation data shows no clear pattern or discernible theme, with activations spread across various tokens without a coherent structure."
1887,Undiscernible,1,"The activation values do not reveal any discernible pattern or consistent theme among the tokens, indicating randomness or noise."
1858,Undiscernible,1,"The activations are close in value and do not follow any discernible pattern related to low-level or high-level features, indicating random noise or irrelevant activations."
1000,Low-level,2,"The tokens exhibit a loose theme around disruption or instability ('crisis', 'crashed'), but the structure is not cohesive and includes irrelevant tokens (e.g., '.', 'The')."
1252,Undiscernible,1,"The activations show no clear pattern or consistent theme, indicating random noise or irrelevant activations."
602,Low-level,3,"The feature is likely low-level as it seems to focus on specific terms related to 'crisis' and 'crashed', indicative of word-level polysemy. However, some tokens like 'The' and 'in' show activation, adding inconsistency to the pattern."
976,Undiscernible,1,"Activations are low and scattered across tokens without a clear or consistent pattern, suggesting no meaningful or discernible theme."
1291,Undiscernible,1,"The activations contain general tokens related to economy and numbers, but there's no clear pattern or consistent theme, indicating random noise or irrelevant activations."
1923,Undiscernible,1,"The activation values are distributed across common tokens with no clear pattern or thematic structure, indicating random noise or irrelevant activations."
390,Low-level,3,"The activations suggest relevance to common words or short phrases, indicating polysemy. However, there are some inconsistencies as the tokens do not form a clear and consistent theme."
862,Undiscernible,1,"The activations don't form a consistent pattern with the provided tokens, indicating random or irrelevant activations."
756,Low-level,3,"The activations suggest a pattern around finance-related terms ('economic', 'crashed', 'stock'), indicating word-level polysemy. However, the presence of non-specific terms ('The', '8') introduces some inconsistencies, reducing the overall clarity of the pattern."
1389,Undiscernible,1,"The activations show no clear pattern in terms of semantic or syntactic similarities among the tokens, suggesting random or irrelevant activations."
1845,Low-level,3,"The feature shows activation on tokens related to word-level concepts such as 'market', 'crisis', and 'crashed', indicating it could be linked to polysemous words related to market dynamics. However, the pattern is not strongly consistent as the activations are relatively low and include some variation."
1891,Undiscernible,1,The activations do not show a coherent pattern related to specific word-level polysemy or any long-range patterns. The tokens are varied and do not form a consistent theme.
1445,Undiscernible,1,"The activations are low and lack a discernible pattern, as the tokens do not indicate a clear thematic or structural association relevant to low-level or high-level features."
1775,Undiscernible,1,"The feature activations appear to show no clear pattern or thematic consistency, indicating random noise or irrelevant activations."
116,Undiscernible,1,"The activation values are relatively uniform across tokens like 'The', '.', 'Ġthe', 'Ġ', and '<|begin_of_text|>', suggesting no clear or meaningful pattern, characteristic of random noise."
1115,Undiscernible,1,"The activations show no clear pattern or thematic structure, suggesting randomness and irrelevance, characteristic of undiscernible features."
1123,Undiscernible,1,"The activations do not show a clear or meaningful pattern, appearing random and lacking a consistent theme."
788,Undiscernible,1,"The activation values do not show a consistent pattern or theme, indicating random noise and irrelevant activations."
1387,Undiscernible,1,"The activations do not exhibit any clear or consistent pattern, with tokens related to common words yielding low specificity, indicating potential noise."
1472,Undiscernible,1,"The activations appear random and lack a clear pattern, indicating an undiscernible feature with no meaningful associations."
856,Undiscernible,1,"The activations seem random or irrelevant, with no clear pattern or theme connecting the tokens as either low-level or high-level features."
2004,Undiscernible,1,"The activation values are generally low and do not demonstrate a discernible pattern or theme consistent with either low-level or high-level features, suggesting random noise or irrelevant activations."
1667,Undiscernible,1,"The activations do not indicate a clear pattern or theme; the tokens activated appear random and varied, suggesting noise rather than a low-level or high-level feature."
391,Undiscernible,1,"The activations show no clear pattern or theme, with seemingly random tokens like numbers and words that do not reveal a coherent structure."
1744,Undiscernible,1,"The activations do not exhibit a discernible pattern, as they seem to activate on common tokens and a control token with no clear semantic indication."
1083,Undiscernible,1,"The activations show random tokens with no clear consistent pattern or theme, suggesting noise rather than intentional design."
26,Low-level,3,"The activated tokens ('economic', 'stock', 'crashed') suggest a theme related to finance or market events, but with some inconsistency, hence it's identified as low-level with clear overall pattern but some inconsistencies."
1511,Undiscernible,1,"The activations provided do not form a discernible pattern, as the tokens such as 'the', '.', and 'in' are common linguistic elements that do not suggest a specific low-level or high-level feature, indicating randomness or irrelevance."
1634,Undiscernible,1,"The activations exhibit no clear pattern or thematic consistency, suggesting random or irrelevant activations."
1551,Undiscernible,1,"The activations do not show a clear or consistent pattern and seem to be random, indicating that the feature could be categorized as noise or irrelevant. The tokens activated, such as numbers and general tokens ('200', '8', 'Ġ'), do not correlate with any specific low-level or high-level feature."
456,Low-level,3,"The feature shows a tendency to activate around tokens related to disruption or crisis, like 'crisis' and 'crashed'. There are some inconsistencies and a lack of a fully clear pattern, but a theme of crisis or disruption is observable."
1590,Undiscernible,1,"The token activations do not follow a discernible pattern or consistent theme, indicative of random noise or irrelevant activations."
1618,Undiscernible,1,"The activations do not follow a clear or discernible pattern, with tokens and values seemingly random or not associated with specific, coherent concepts."
1503,Undiscernible,1,"The activations show no discernible pattern, with very low values for tokens except for an unusually high value for <|begin_of_text|>, suggesting random noise or irrelevant activations."
1314,Undiscernible,1,"The activations show no discernible pattern linking the tokens together, and the high positive activation for <|begin_of_text|> suggests random noise or irrelevant activation."
735,Undiscernible,1,"The activation values do not show a discernible pattern; the highest activation is on a special token rather than meaningful words like 'crisis', 'stock', 'market', or 'economic', indicating noise or irrelevant activations."
2037,Undiscernible,1,"The highest activation is on the <|begin_of_text|> token, which does not relate to any meaningful pattern. The other tokens have low activations with no clear thematic or structural consistency."
1619,Undiscernible,1,The activations appear random and do not indicate any clear pattern or consistent theme that could categorize the feature as low-level or high-level.
1002,Undiscernible,1,"The activation values do not follow a discernible pattern, with the highest activation on a non-informative token and the others on common words, indicating random noise."
762,Undiscernible,1,"The feature shows a strong activation for a non-lexical token and very low, scattered activation for others, indicating no discernible pattern."
894,Undiscernible,1,"The feature activations show no clear pattern as they seem random and lack coherence, suggesting no meaningful association with a particular theme or structure."
1703,Undiscernible,1,"The activations are dominated by a very high value for the beginning of text token, which suggests random noise and lacks a clear pattern."
