Feature Index,Category,Score,Explanation
1060,Low-level,2,"The activation data suggests a theme related to economic contexts and numbers, hinting at word-level polysemy. However, the presence of tokens like '200', '8', 'during' indicates a broad theme but lacks a consistent and structured pattern."
145,Undiscernible,1,"The activations are tied to common tokens and do not display a clear or meaningful pattern, indicating random or irrelevant activations."
1280,Low-level,3,"The tokens like 'market', 'crisis', and 'stock' suggest a theme related to financial concepts, indicating a word-level polysemy. However, the presence of '200' and '<|begin_of_text|>' shows some inconsistency, leading to an overall clear pattern but with some inconsistencies."
290,High-level,3,"The activation data shows a pattern around terms like 'crisis', 'market', and connecting words, indicating a thematic context related to economic discussions, fitting high-level feature patterns. However, the inclusion of neutral tokens like 'in' and '.' shows some inconsistencies."
1800,High-level,2,"The activations show a possible broad theme related to events ('crashed', 'during') but lack a consistent structure, indicating a high-level feature with weak evidence."
1456,Low-level,3,"The feature activates around economic terms such as 'stock', 'market', and 'crisis', suggesting a low-level feature focused on specific word associations. However, there is some inconsistency with the high activation of the token '.', indicating a few inconsistencies in the pattern."
519,Low-level,3,"The activations show a focus on economic-related terms such as 'stock', 'economic', and 'market', indicating a word-level polysemy. However, the presence of '8' and 'The' introduces some inconsistencies, preventing a clearer pattern classification."
671,Undiscernible,1,"The activation values show no clear pattern or theme, indicating random noise or irrelevant activations. The tokens activated suggest no discernible pattern of polysemy or long-range context."
744,Undiscernible,1,"The activations show no discernible pattern, appearing random and lacking a clear thematic or structured relationship among the tokens."
1009,Undiscernible,1,"The activations show no clear pattern or consistent theme, with tokens and values seemingly unrelated and random."
1024,Low-level,3,"The feature appears to have a focus on economic-related terms like 'stock', 'market', and 'economic', indicating a potential word-level theme. However, common words like 'The' and 'the' deviate from this theme, suggesting some inconsistency."
1472,Low-level,3,"The feature consistently activates around words related to potentially distressing events or actions, suggesting a focus on word-level polysemy related to crises or disruptions. However, the presence of tokens like '8' and 'begin_of_text' introduces some inconsistencies in the pattern."
1146,Undiscernible,1,"The activation values do not show a clear, consistent pattern related to specific tokens or concepts, suggesting the feature might be undiscernible with random activations."
255,Undiscernible,2,"The activations lack a discernible pattern or theme, with varied and unrelated tokens such as 'economic' and 'stock' mixed with common tokens like 'the' and punctuation. It suggests random or irrelevant activations."
390,Undiscernible,2,"The activations do not show a clear pattern, as they involve common and unrelated words without a coherent theme or structure."
108,Undiscernible,1,"The activations are on seemingly unrelated tokens like 'economic', 'stock', 'crashed', and a number '8', which do not form a coherent low-level or high-level pattern indicating the presence of random noise."
1107,Undiscernible,1,"The activation values show no clear or consistent pattern, with tokens seemingly random and lacking thematic or structural coherence."
1503,Undiscernible,1,"The activations lack a consistent or coherent pattern. The broad theme or pattern is hard to discern from the provided tokens, with activations being highly varied and lacking structure."
1127,Low-level,4,"The activations focus on terms related to economic downturns, like 'economic', 'crashed', and 'crisis', indicating a consistent theme with minor variations, which suggests a low-level feature focused on word-level polysemy."
1955,Undiscernible,1,"The activation values are associated with a variety of tokens without a clear pattern or theme, indicating randomness in the activations."
828,Undiscernible,1,"The activations show no clear or consistent pattern linking them to a specific feature type, indicating random or irrelevant activations."
1065,Undiscernible,1,The activation values do not show a clear pattern or theme. The tokens appear unrelated and do not form a coherent low-level or high-level feature.
836,Undiscernible,1,"The activations are on common words like 'the', 'economic', and punctuation with no discernible pattern or specific thematic relevance, suggesting random noise or irrelevant activations."
1445,Undiscernible,1,"The activations do not form a clear pattern or structure, indicating random noise or irrelevant activations."
936,Undiscernible,1,"The activations show no clear pattern or thematic structure, with tokens like 'market', '.', 'stock', 'the', and 'The' having similar activation values but no coherent connection."
1511,Undiscernible,1,"The tokens with higher activation values ('200', 'Ġthe', 'Ġin', 'Ġ', 'The') do not show a clear or consistent pattern or theme, suggesting random noise or irrelevant activations typical of undiscernible features."
1619,Undiscernible,1,"The feature activation data does not present a clear pattern or theme, as the tokens activated are diverse and appear unrelated, with the highest activation on a non-token marker."
2037,Undiscernible,1,"The activation data lacks a discernible pattern, with a mix of negative and low positive activations, and is dominated by a single very high activation on a non-semantic token."
1590,Undiscernible,1,"The activation values do not show a discernible pattern related to a specific linguistic phenomenon or structure, indicating random or irrelevant activations."
1002,Undiscernible,1,"The activations are close to zero and do not indicate a clear or consistent pattern related to any specific category of information. The activation for the token <|begin_of_text|> is an outlier with a high value, suggesting noise rather than a meaningful pattern."
456,Low-level,4,"The activated tokens are related to the theme of financial markets and crises, indicating a clear pattern with a specific context (financial crashes), but may have slight deviations."
1618,Undiscernible,1,"The activations of tokens do not indicate any clear pattern or meaningful thematic structure, suggesting random noise or irrelevant activations."
762,Undiscernible,1,"The tokens do not exhibit a clear pattern or theme, indicating random or irrelevant activations typically associated with undiscernible features."
894,Undiscernible,1,"The extremely high activation value for the token '<|begin_of_text|>' compared to others with very low and similar activations indicates a lack of clear pattern or relevance, suggesting the feature is undiscernible."
1703,Undiscernible,1,"The activations do not show a clear pattern, as tokens like 'Ġeconomic', 'Ġthe', 'Ġmarket', 'Ġstock' have similar activation values that do not distinctly relate to any consistent theme or category. The high activation of '<|begin_of_text|>' suggests noise or an irrelevant pattern."
