Feature Index,Category,Score,Explanation
1252,Undiscernible,1,"The activation values show no clear pattern or consistent theme among the tokens, indicating random noise or irrelevant activations."
1389,Undiscernible,1,"The activations are random and do not follow a discernible pattern, suggesting noise or irrelevance."
196,Undiscernible,1,"The activation values do not show a clear pattern or association with specific tokens. The highest activation is associated with a beginning of text token, suggesting random or irrelevant activations."
168,Undiscernible,1,"The activation values show no clear pattern or thematic consistency, and activations seem random across different tokens."
904,Undiscernible,1,"The activations have no discernible pattern and appear to be random, classifying this feature as undiscernible."
209,Undiscernible,1,"The activations do not show a clear, consistent pattern, and the tokens 'stock', 'the', 'market', and '8' do not form a coherent thematic or functional grouping."
697,Undiscernible,1,"The activations show no clear pattern tied to a specific type or category of tokens, suggesting randomness and irrelevance."
385,Undiscernible,1,"The activation values across the tokens show no clear pattern, suggesting random noise or irrelevant activations, typical of undiscernible features."
71,Low-level,3,"The tokens 'during', 'The', 'economic', 'crashed' suggest a semantic theme linking to events or situations but are inconsistent; thus, it reflects word-level associations overall but with some inconsistencies."
1932,Low-level,2,"The activations focus on common tokens which typically don't indicate specific patterns, showing a broad theme without a clear structure."
1356,Undiscernible,1,The activations show insignificant variance and there is no clear pattern or structure linking the tokens. This suggests the feature is displaying random noise or irrelevant activations.
1714,Undiscernible,1,"The activations show no discernible pattern or consistent association with specific tokens, indicating random noise or irrelevant activations."
1868,Undiscernible,1,"The activations lack a consistent pattern or clear relevance to either low-level or high-level features, resembling random noise."
730,Undiscernible,1,"The activation values do not show a clear or consistent pattern, and the activated tokens do not suggest a discernible theme or category, indicating randomness."
1127,Undiscernible,1,"The activations show no clear, consistent pattern or thematic relevance across the tokens."
938,Undiscernible,1,"The activations do not demonstrate a clear pattern or structure among the tokens, suggesting random noise and irrelevant activations."
1729,Undiscernible,1,"The activation values show no clear pattern, with tokens like numbers, common words, and special tokens receiving similar low activation, indicating randomness or noise."
25,Undiscernible,1,"The activations do not show a clear pattern related to a specific theme or category, indicating random noise or irrelevant activations."
987,Low-level,2,"The activations primarily focus on economic related terms such as 'stock', 'crisis', 'economic', and numbers like '200' and '8', indicating a broad economic theme, but lacking consistent, clear structure across the examples."
1934,Undiscernible,1,"The activations are associated with common tokens without a clear consistent theme or pattern, suggesting random or irrelevant activations."
116,Undiscernible,1,"The activation data does not show any clear or consistent pattern, and the values are very low, indicating random noise and lack of relevance."
2024,Undiscernible,1,"The activation values don't show any clear or consistent pattern related to specific tokens or semantic features, indicating random or irrelevant activations."
1709,Undiscernible,1,"The activations are scattered without a clear pattern, indicating random noise or irrelevant activations."
1279,Undiscernible,1,"The tokens activated do not show any clear low-level word pattern or high-level long-range pattern, indicating no discernible pattern."
441,Undiscernible,1,"The activations are inconsistent and do not suggest a coherent pattern or theme, indicating that the feature is likely random noise or irrelevant."
391,Low-level,2,"The activated tokens like 'crashed', '200', '8', and 'stock' somewhat suggest a financial or numerical context but lack strong structure and consistency, aligning more with low-level word-level polysemy."
1744,Undiscernible,1,"The feature shows no discernible pattern, with activations spread across common tokens and no clear thematic structure."
900,Low-level,4,"The activations suggest a theme related to economic contexts, showing a clear pattern with all tokens linked to economic terms, though there are minor inconsistencies in activation strength."
1680,Undiscernible,1,"The activation values do not show a clear or consistent pattern, resembling random noise without discernible structure."
1856,Undiscernible,1,"The activation values show no discernible pattern or theme among the tokens. The activations seem random and unrelated, which indicates noise rather than a meaningful feature."
1000,Low-level,2,"The tokens have low activation values and show a broad theme related to potentially common occurrences or nouns, but the structure is not clear and consistent."
1094,Undiscernible,1,"The activations do not show a coherent pattern or association with meaningful text structures or themes. The tokens activated do not suggest a consistent low-level or high-level feature, but rather appear to be random or irrelevant."
59,Undiscernible,1,"The feature activations do not show a discernible pattern or consistency among the tokens, indicating random or irrelevant activations typical of undiscernible features."
1583,Undiscernible,1,"The activated tokens display no clear pattern or theme, indicating randomness or irrelevant activations typical of undiscernible features."
1291,Low-level,2,"The feature shows potential word-level characteristics with words like 'economic' suggesting a theme, but lacks consistent structure or clear high-level patterning, thus it's likely representing low-level polysemantic behaviors."
1556,Low-level,3,"The activations show a theme related to economic and financial terms like 'crisis', 'stock', and 'market', indicating a word-level pattern with some inconsistency."
1634,Undiscernible,1,"The tokens activated do not show a clear pattern or consistent theme, suggesting randomness or noise."
856,Undiscernible,1,"The feature shows no clear pattern in activation values, with random tokens showing activation with no discernible thematic or structural consistency."
13,Undiscernible,1,"The activations do not form a consistent or clear pattern, suggesting random noise or irrelevant activations."
602,Undiscernible,1,"The activations lack a clear pattern or theme, as the tokens ('stock', '8', '200', 'crashed', 'in') do not form a coherent or interpretable category. This suggests random or irrelevant activations typical of an undiscernible feature."
1272,Undiscernible,1,"The activations are associated with a mix of unrelated tokens, including punctuation and numbers, indicating no clear or consistent pattern."
756,Undiscernible,1,"The activations show no clear pattern or theme, with seemingly random tokens being activated without a discernible relationship."
1309,Undiscernible,1,"The activations across tokens do not reveal a clear pattern or theme, indicating random or irrelevant activations characteristic of an undiscernible feature."
379,Undiscernible,1,"The activations show no meaningful pattern or consistent theme, and are distributed among tokens with no clear relevance to a particular feature."
1083,Undiscernible,1,"The activation values show no clear pattern or consistent association with a specific theme or type of token, suggesting random or irrelevant activations."
519,Low-level,4,"The tokens such as 'economic', 'market', and 'stock' indicate a clear pattern related to financial terminology, typical for low-level features focusing on specific word meanings. The presence of 'crisis' and '8' slightly deviates but still aligns with contexts like financial discussions, leading to a score of 4."
1387,Undiscernible,1,"The activations do not show a clear pattern or consistent theme. Tokens with various unrelated contexts are activated, indicating random or irrelevant patterns."
862,Undiscernible,1,"The activations display no clear pattern, with unrelated tokens like 'crisis', 'The', and numbers getting similar activation, indicating noise."
1472,Undiscernible,1,"The activations are low and there is no clear pattern or association with specific tokens, indicating randomness and irrelevance."
539,Undiscernible,1,"The activation values show no clear pattern or consistent theme, indicating random noise or irrelevant activations."
1776,Low-level,3,"The feature shows a focus on economic-related terms, suggesting a word-level polysemy pattern. However, the presence of inconsistent tokens like '.', with non-evident economic context, prevents a higher score."
390,Undiscernible,1,"The feature does not show a clear pattern or theme as the activations are spread across seemingly unrelated tokens, indicating random noise or irrelevant activations."
1065,Undiscernible,1,"The activations across the tokens do not show a clear or consistent pattern, indicating random noise or irrelevant activations."
1881,Undiscernible,1,"The activations do not exhibit a clear discernible pattern. The tokens activated appear to be random or irrelevant, suggesting noise rather than a consistent theme or pattern."
250,Undiscernible,1,"The activations display no discernible pattern or strong association with specific tokens, indicating random noise or irrelevant activations."
1060,Low-level,2,"The tokens show a broad theme related to economic or crisis situations, but the activation lacks a clear structure or pattern, thus fitting into low-level features with weak consistency."
100,Undiscernible,1,"The activations do not demonstrate a clear or consistent pattern, as the tokens appear random and do not align with identifiable low-level or high-level features."
1667,Undiscernible,1,"The activations do not form a clear or consistent pattern, suggesting randomness or noise. The tokens do not group into a coherent semantic or structural category."
1551,Undiscernible,1,"The activation values do not indicate a clear pattern or consistent association with specific tokens, suggesting random noise or irrelevant activations."
456,Low-level,3,"The feature involves word-level activations such as 'crisis' and 'crashed', indicating polysemy, but the presence of tokens with unrelated activations like '<|begin_of_text|>' introduces some inconsistency."
1590,Undiscernible,1,The activations do not form a clear or consistent pattern. The tokens are common and do not suggest a specific theme or structure.
1618,Undiscernible,1,"The activations do not exhibit a clear or consistent pattern related to a specific theme or structure, indicating randomness or noise."
1503,Undiscernible,1,"The activation data shows very low and close activation values for all tokens except for a special token, indicating no clear or consistent pattern."
1314,Undiscernible,1,The activation data shows no discernible pattern; activations seem random with no clear consistent theme or relevance to specific tokens.
735,Undiscernible,1,"The tokens have very low and negative activation values, except for the special token <|begin_of_text|> which is extremely high, indicating no clear pattern or relevance of the feature to the given tokens."
894,Undiscernible,1,"The data shows no clear pattern or association among the tokens apart from high activation of '<|begin_of_text|>', indicating random noise or irrelevant activation."
2037,Undiscernible,1,"The presence of the overwhelmingly high activation of <|begin_of_text|> compared to other tokens suggests the data lacks a clear pattern, pointing towards randomness and irrelevance."
1619,Undiscernible,1,"The feature shows random activation values for unrelated tokens and lacks a clear pattern, indicating undiscernible noise."
1002,Undiscernible,1,"The feature activation data shows high activation for the special token <|begin_of_text|> with much lower and nearly uniform values for other tokens like 'market', 'the', 'in', and 'The', indicating no discernible pattern related to a specific linguistic function or structure."
762,Undiscernible,1,"The activations are scattered over various tokens without a clear or coherent pattern, indicating random noise or irrelevant activations."
1703,Undiscernible,1,"The feature activations do not exhibit a clear or consistent pattern across the tokens, indicating random noise or irrelevant activations."
