Feature Index,Category,Score,Explanation
2633,Undiscernible,1,"The token activation values show no clear pattern or theme. The high activation for 'The' appears to be noise, indicating random or irrelevant activations characteristic of undiscernible features."
2218,Undiscernible,2,"The tokens do not exhibit a clear, coherent pattern or theme. Most activations are not semantically related, suggesting a lack of a structured pattern typically seen in low or high-level features."
1658,Undiscernible,1,"The activation values show no clear or consistent pattern among the tokens, indicating random noise or irrelevant activations."
183,Undiscernible,1,"The activations do not display a clear pattern, with seemingly random significant activations for 'The' and various unrelated terms like 'crashed' and 'leading', indicating noise or irrelevant associations."
1413,Undiscernible,1,"The activations do not present a clear pattern; the tokens with lower activations appear random and 'The' has an extremely high activation, suggesting noise or irrelevant pattern."
1948,Undiscernible,1,"The token activations appear random and do not form a discernible pattern, with 'The' having unusually high activation unrelated to any specific feature."
944,Low-level,3,"There is a pattern focusing on finance-related words like 'stock', 'crashed', and 'market', but some inconsistency with high activation for 'The'."
6083,Undiscernible,1,"The activation values do not form a clear pattern or thematic structure, with a mix of various unconnected tokens having similar activation levels."
3140,Undiscernible,1,"The tokens have highly varied activation levels, with no clear discernible pattern or theme connecting them meaningfully. The high activation for 'The' suggests random noise rather than a structured feature."
5456,Undiscernible,1,"The activations do not form a clear pattern or theme, with high activation on a common word 'The' and no cohesive activation theme among other tokens."
2082,Undiscernible,1,"The activation values do not show a clear or consistent pattern related to a specific feature. The word 'The' has an unusually high activation that does not fit the context of other tokens, suggesting random noise."
694,Low-level,3,"The tokens indicate a pattern related to events of financial significance, specifically related to stock market activity. However, the unusually high activation of 'The' introduces inconsistency, leading to a lower score."
5749,Undiscernible,1,"The activation data shows no clear pattern or theme among the tokens, indicating random noise or irrelevant activations."
211,Undiscernible,2,"The activations show a slight theme around financial terms like 'market', 'global', and 'stock', but lack a consistent pattern, while 'crashed' and 'The' have high activations that don't fit this theme."
1502,Undiscernible,2,"The activations show some association with financial terms and events, but there is no consistent pattern or clear theme. This indicates some noise and randomness in activations."
2357,High-level,3,"The tokens 'crashed', 'crisis', 'global', and '2008' suggest an association with topics related to global financial events, potentially hinting at a high-level feature like economic discussions or crises. However, the unusually high activation for 'The' introduces some inconsistency, preventing a stronger score."
3805,Low-level,3,"The activation primarily focuses on the token 'crashed' with significantly higher activation, suggesting a word-level importance. However, other tokens like 'market', 'a', and 'to' have lower and more varied activations, indicating some inconsistencies, although a general theme seems present around word relevance."
233,Undiscernible,1,"The activations lack a discernible pattern, with a mix of seemingly unrelated tokens and high activation for common words like 'The'."
1581,Undiscernible,1,"The activations on tokens like 'a', 'leading', 'recession', 'market', and 'The' do not present a discernible pattern or theme, indicating random activations typical of undiscernible features."
5352,Undiscernible,1,"The activations across tokens do not show a discernible pattern or thematic relevance, indicating random or noise-like activations with one token vastly overpowering others."
4409,Undiscernible,1,"The activations across the tokens do not exhibit a clear pattern or theme, and seem to be random, with one token significantly higher than others, which suggest noise rather than a meaningful pattern."
2603,Undiscernible,1,"The activations are highly inconsistent with no clear pattern, as tokens have vastly different contexts and activation levels."
2165,Low-level,3,"The activations represent a pattern focusing on specific word-level features like 'market', 'crashed', and 'global', suggestive of polysemy related to economic events or phenomena, but with some inconsistencies given the presence of unrelated terms such as 'The'."
4771,Undiscernible,1,The activations do not reveal a clear pattern or consistent theme. The tokens have varied meanings and there's no discernible structure linking them.
346,Low-level,3,"The tokens activated such as 'stock', '2008', 'during', and 'market' suggest a theme related to financial contexts, indicating a low-level feature associated with specific terms. However, the significantly high activation of 'The' introduces inconsistency, preventing a clearer score."
1477,Low-level,3,"The activations suggest a pattern related to economic terms. However, 'The' has the highest activation, which is inconsistent, indicating only a clear overall pattern with some inconsistencies."
3996,Low-level,2,"The activations are related to a theme of economic downturn but lack a clear structured pattern, as indicated by the presence of a very high activation for 'The'."
4026,Undiscernible,1,"The activations do not show a clear pattern or consistent theme, with The having a much higher activation value compared to other tokens, indicating randomness."
1015,Undiscernible,1,"The feature activations do not show a consistent or clear pattern across the tokens, indicating random noise or irrelevant activations."
4606,Undiscernible,1,"There is no clear discernible pattern in the activation values of the tokens provided, as the activations vary significantly without a consistent theme."
3921,Undiscernible,2,"The activations show a broad theme related to events or time periods ('during', 'global', '2008', 'crashed') but lack a strong structured pattern and have high deviation with 'The' having a very high activation."
3783,Undiscernible,1,"The activations do not demonstrate a clear or consistent pattern. The tokens do not align with a specific theme or structure, as there is a high activation for 'The', which suggests randomness and lacks relevance to a common theme."
634,Undiscernible,1,"The activation values do not indicate a clear or consistent pattern related to either low-level or high-level features. The tokens activated seem unrelated, suggesting random noise or irrelevant activation."
4439,Undiscernible,1,"The activations do not show a discernible pattern that aligns with low-level or high-level features, indicating noise or irrelevant activations."
5239,Undiscernible,1,"The feature lacks a discernible pattern, with activations spread across unrelated tokens."
5595,Undiscernible,1,"The feature activations lack a discernible pattern or thematic consistency, with highly activated tokens ('The') lacking relevance to low-level or high-level features."
179,Undiscernible,1,"The activations show no clear pattern or thematic consistency, as the high activation of 'The' alongside unrelated tokens suggests random noise rather than a consistent linguistic feature."
291,Undiscernible,1,"The activations show no consistent pattern or specific theme, with highly variable relevance across tokens, indicating random or irrelevant activations."
5131,Undiscernible,1,"The activation values do not exhibit a consistent pattern or a clear theme, as tokens like 'The' are nonspecifically activated, indicating irrelevant activations or noise."
2721,Undiscernible,1,"There is no discernible pattern among the activated tokens. The activations do not consistently relate to a clear low-level or high-level feature, indicating randomness."
4575,Undiscernible,1,"The activations do not reveal a clear pattern or theme. 'The' has significantly higher activation compared to other tokens, suggesting noise or randomness rather than meaningful association."
3910,Undiscernible,1,"The activation values do not reveal a clear pattern or meaningful association, as tokens like 'to' and 'The' have high activations which are likely irrelevant or noise."
1263,Undiscernible,1,"The activation values show a lack of discernible pattern as 'The' has an unusually high activation compared to contextually related words, suggesting randomness or noise in activations."
3450,Undiscernible,1,"The activations do not display a consistent pattern, with 'The' having unusually high activation while other related tokens have comparatively lower scores."
3352,Low-level,3,"The feature activates tokens related to economic or impactful events (e.g., 'leading', 'recession', 'global', 'crashed'), suggesting word-level polysemy, but there are inconsistencies such as the high activation for 'The', which doesn't fit the pattern."
2271,Undiscernible,1,"The activation values do not demonstrate a clear pattern or consistent theme, indicating a lack of monosemanticity."
532,Undiscernible,1,"The activations lack a clear pattern or thematic consistency, indicating random noise or irrelevant activations."
3333,Undiscernible,1,"The activation values show no clear or consistent pattern related to either word-level polysemy or long-range patterns. The high activation of 'The' is a significant deviation with no apparent relevance to other tokens, indicating a lack of discernible structure."
5303,Undiscernible,1,The activations do not show a discernible pattern or theme connecting the tokens. The high activation for 'The' indicates random noise or irrelevant activations.
506,Low-level,3,"The activation data shows a focus on words related to stock market dynamics, suggesting a theme, but the high activation of 'The' introduces inconsistency, suggesting low-level feature with some overlap or noise."
3544,Undiscernible,2,"The activation values are inconsistent and lack a clear pattern, resembling random noise rather than a low-level or high-level feature."
2072,Low-level,3,"The tokens '2008', 'stock', 'market', and 'crashed' are related, indicating a pattern of terms associated with stock market events. However, the token 'The' has a significantly higher activation, introducing inconsistency in the pattern."
4336,Low-level,2,"The activations suggest a broad theme related to a specific event ('market during 2008 crashed') but lack a clear, consistent pattern. There is a prominent unrelated activation ('The'), indicating structure issues."
691,Undiscernible,1,"The tokens activated do not show a clear pattern or thematic consistency, suggesting random noise or irrelevant activations."
213,Low-level,2,"The feature activates on tokens like 'The', 'crashed', and 'during', which suggest an association with specific words or phrases. However, it lacks a clear, consistent pattern and structure, indicating a general but unorganized theme."
5319,Low-level,3,"The activations show a tendency towards economic terms, indicating a pattern of relevance to financial contexts. However, the high activation of 'The' introduces inconsistency, reducing the score to 3."
175,Undiscernible,1,"The activations do not reveal a clear or consistent pattern related to either low-level or high-level features; the tokens activated appear unrelated and random, indicating the feature may be undiscernible."
6009,Undiscernible,1,"The activations do not show a discernible pattern or consistent theme, suggesting random noise or irrelevant activations."
2777,Low-level,3,"The tokens with high activation levels such as 'crashed', 'market', and 'recession' appear to relate to economic or financial terms, indicating a word-level theme. However, the inclusion of the token 'The' with a very high activation and 'leading' introduces some inconsistency, suggesting that while there is an economic theme, there is some noise or irrelevant activation."
5833,Undiscernible,1,The activations do not show a consistent pattern related to a specific feature; the wide activation range and lack of a clear theme suggest randomness or noise.
4953,Undiscernible,1,"The activations show no clear and consistent pattern, with tokens seemingly unrelated in context or structure and the highest activation on 'The,' which is typically a common token not indicative of specific features."
286,Undiscernible,1,"The activation values do not exhibit a clear pattern and appear to be random or noise, as tokens range from specific words to common verbs and determinants without a cohesive theme."
5872,Undiscernible,1,"The activations do not follow a clear pattern or theme. The tokens with highest activations ('The') do not correlate to a coherent feature or consistent pattern, indicating random noise or irrelevant activations."
