Feature Index,Category,Score,Explanation
251,Undiscernible,1,"The activation values show no clear pattern or association with a specific token or semantic theme, indicating random noise without discernible relevance."
1126,Low-level,3,"The feature appears to capture a theme around financial events like a market crash, indicating word-level polysemy. However, the inclusion of common tokens like 'in' and the period suggests some inconsistencies in activation."
1828,Undiscernible,1,"The activation values do not show a clear pattern or theme, and the tokens activated seem random without a discernible pattern."
1604,Low-level,3,"The feature seems to be associated with economic-related terms, suggesting a word-level theme. However, there are some inconsistencies and the pattern is not entirely clear, leading to a moderate monosemanticity score."
1799,Undiscernible,1,"The activation values are close to each other with no clear pattern distinguishable among the tokens, indicating random noise and irrelevant activations."
59,Undiscernible,1,"The activations show no discernible pattern or clear relevance to low-level or high-level features, suggesting they are mostly random noise or irrelevant."
519,Low-level,4,"The feature predominantly activates on economic terms, indicating a pattern related to financial discussion. The consistency is clear with a primary focus on related tokens but shows a slight deviation with a numerical token."
987,Low-level,4,"The feature activates on terms related to economics and numbers, indicating a pattern related to financial topics. There is a clear pattern of activation on related tokens, with minor inconsistencies due to the presence of numbers alongside thematic words."
1749,Low-level,4,"The tokens activated ('market', 'during', 'stock', 'crashed') suggest a consistent theme relating to financial events, with a clear pattern emerging and only minor inconsistencies."
545,Low-level,3,"The tokens ('8', '200', 'stock', 'economic') suggest a pattern related to numeric and financial terms, indicating a thematic consistency. However, the presence of a period and the broad nature of the tokens imply some inconsistencies."
2024,Undiscernible,1,The activation values do not form a clear pattern and appear as random noise without consistent relevance to a specific theme or concept.
1887,Undiscernible,1,"The activations are low and scattered without a discernible pattern across different words, indicating random or irrelevant activation."
1083,Undiscernible,1,"The activations show no clear pattern or theme, suggesting random noise or irrelevant activations."
1812,Undiscernible,1,"The activations do not show a clear or structured pattern, indicating random noise or irrelevant activations typical of undiscernible features."
904,Undiscernible,1,"The activations are on various tokens with no clear pattern or common theme, suggesting random noise or irrelevant activations."
1881,Undiscernible,1,"The activations show no discernible pattern or relevant theme. Tokens like '8', 'Ġ', and '.' activate similarly, suggesting random noise rather than a consistent feature."
1590,Low-level,4,"The feature shows a clear focus on economic-related tokens like 'economic', 'crashed', and 'crisis', suggesting word-level polysemy related to economic downturns. The pattern is consistent with a minor deviation with the period token."
250,Undiscernible,1,"The activation values show no clear pattern and appear as random activations on common or neutral tokens, indicating no relevant feature association."
1261,Undiscernible,1,"The activation values are similar and show no clear pattern or association with a specific linguistic feature or concept, indicating random noise or irrelevant activations."
209,Low-level,3,"The activations show an association with economic terminology, suggesting a low-level feature related to financial topics, but inconsistent activations with '8' do not clearly fit the pattern."
756,Undiscernible,1,"The activations do not follow a clear pattern or theme related to either low-level or high-level categorizations, indicating random or irrelevant activations."
1000,Undiscernible,1,"The activations show no clear pattern or thematic consistency among the tokens, suggesting random and irrelevant activations."
1891,Undiscernible,1,"The activations are associated with common tokens ('in', 'The', 'economic', '8', 'during') that do not form a clear or consistent pattern. The activations appear random and do not indicate a specific feature, suggesting noise rather than a meaningful structure."
1932,Undiscernible,1,"The tokens activated do not form a clear or consistent pattern, suggesting random noise and lack of relevance."
1445,Undiscernible,1,"The activations are associated with tokens that do not form a clear pattern or theme. The tokens '8', 'crashed', 'in', 'The', and 'during' do not suggest a consistent semantic or structural pattern, indicating random activation."
116,Undiscernible,1,"The activation data does not display a clear or coherent pattern, with activations spread across common tokens. This indicates a lack of discernible pattern or relevance, classifying it as undiscernible."
441,Undiscernible,1,"The activations do not show a clear pattern and consist of common and unrelated tokens, suggesting random noise or irrelevant activations."
143,Undiscernible,1,"The tokens and their activation values do not suggest a clear pattern or theme, resembling random noise rather than a coherent feature."
1934,Undiscernible,1,"The activations do not indicate a clear pattern or theme, with seemingly random tokens being activated, suggesting random noise."
621,Undiscernible,1,"The feature activations show no clear pattern or association with a meaningful context, indicating random or irrelevant activations characteristic of undiscernible features."
1280,Undiscernible,1,"The activations show no consistent pattern or clear theme, suggesting random noise or irrelevant activations typical of undiscernible features."
1667,Undiscernible,1,"The activation values do not exhibit a clear or consistent pattern, as they are associated with a mix of common words and symbols, suggesting random noise or irrelevant activations."
749,Low-level,3,"The feature shows activation with terms that could relate to economic events or discussions (e.g., crashed, stock, economic) indicating a potential theme of financial contexts. However, the pattern isn't very strong due to some degree of inconsistency."
256,Undiscernible,1,The activations are associated with a diverse set of tokens with no clear or consistent pattern indicating a specific theme or structure.
938,Undiscernible,1,"The activation values are uniformly low and lack any clear, discernible pattern, suggesting random noise or irrelevant activations."
1659,Low-level,3,"The feature shows some consistency in activating tokens related to numerical and financial crisis terms like 'stock', 'crisis', and 'crashed', indicating a potential word-level theme. However, there are inconsistencies with numbers like '8' and '200' that are less directly related, reducing the overall monosemanticity."
884,Low-level,3,"The activations indicate a focus on specific tokens, such as 'crashed' and 'crisis', suggesting polysemy related to impactful events or negative scenarios. However, the presence of tokens like '8' and 'in' introduces some inconsistency, leading to a score of 3."
730,Undiscernible,1,"The tokens have no discernible pattern or theme, indicating random or noise-like activations."
1127,Undiscernible,1,The activations lack a clear pattern and are distributed across varied tokens with no apparent thematic or structural cohesion.
697,Undiscernible,1,"The activation values lack a clear pattern or thematic coherence, resembling random noise with a mix of common tokens and punctuation, indicating no discernible pattern."
390,Undiscernible,1,"The activations do not show a clear pattern or consistent theme, appearing to be random or noisy across the tokens."
788,Undiscernible,1,"The activations are on common and unrelated tokens, showing no clear or significant pattern."
1387,Undiscernible,1,"The activations are associated with a random selection of tokens ('the', 'during', 'stock', '8', 'The') with low values, indicating no clear pattern or relevance to specific feature types."
100,Low-level,3,"The activations suggest a low-level feature due to consistent associations with specific words (market-related terms), but the pattern lacks strong structure and consistency necessary for a higher score."
1923,Undiscernible,1,"The activations lack a clear pattern or theme, with low and inconsistent activation values distributed across common tokens and not showing any specific word-level or high-level pattern."
1157,Low-level,3,"The activations suggest a focus on economic and market-related terms, indicating a low-level feature with word-level polysemy. There is a clear overall theme, but some irregularities with less relevant tokens."
1472,Undiscernible,1,"The activated tokens display no clear pattern indicating either low-level or high-level features, resembling random noise or irrelevant activations."
267,Undiscernible,1,"The activations do not show a clear or consistent pattern, indicating random noise without a discernible theme."
1060,Low-level,3,"The tokens (crisis, economic, crashed, during) suggest a theme around economic downturns, though '8' is inconsistent. This indicates an overall theme but with some inconsistencies, fitting a low-level feature with a score of 3."
290,Undiscernible,1,"The feature lacks a clear pattern as the tokens don't form a cohesive theme or semantic pattern, with a high activation on a start-of-text token indicating noise."
1744,Undiscernible,1,"The activation values are low and apply to common tokens without indicating any clear or consistent pattern, suggesting noise rather than a meaningful feature."
856,Undiscernible,1,"The activation values show no clear pattern or theme, indicating random noise or irrelevant activations."
1551,Undiscernible,1,"The activations do not form a discernible pattern as they vary widely across unrelated tokens, with no clear low-level or high-level semantic association."
602,Low-level,3,"The tokens have a weak but observable pattern related to words associated with disruptions or crises, suggesting a word-level polysemy, yet the pattern is not strictly consistent."
26,Low-level,3,"The activations focus on economic-related concepts like 'crashed' and 'stock', suggesting a theme, but it lacks consistent specificity, typical of low-level features with some inconsistencies."
1291,Low-level,2,"The activations appear related to specific word-level tokens that hint at polysemous words and certain themes, but the structure is not well-defined or consistent enough to be considered highly monosemantic."
456,Undiscernible,1,"The activations across the tokens ('stock', 'during', 'crisis', 'crashed', '<|begin_of_text|>') lack a consistent pattern or theme, indicating randomness or irrelevance in activations."
1618,Undiscernible,1,"The tokens and their activation values do not form a discernible pattern or theme, showing random noise or irrelevant activations."
1503,Undiscernible,1,"The activation data shows a significant outlier with <|begin_of_text|> having disproportionate activation, suggesting random or noise-like behavior with no clear pattern discernible among the tokens."
1314,Undiscernible,1,"The tokens activated have negative values, and the activation of '<|begin_of_text|>' with a significantly high positive value suggests randomness or noise, indicating no discernible pattern."
735,Undiscernible,1,"The activation values are mostly negative and do not show a clear pattern related to any particular theme or word, indicating random noise or irrelevant activation."
2037,Undiscernible,1,"The data shows activation mainly at the start of the text, which indicates no discernible or consistent pattern among tokens related to a specific low-level or high-level feature."
1619,Undiscernible,1,"The activation of <|begin_of_text|> is extremely high compared to other tokens, suggesting noise or an error, without a discernible pattern in terms of the tokens' meanings."
1002,Undiscernible,1,"The activation values show no consistent pattern or clear theme, with the start-of-text token having an overwhelming influence."
762,Undiscernible,1,"The feature shows a very high activation for the special token <|begin_of_text|> and low, nearly uniform activations for common tokens without a clear pattern, suggesting randomness."
894,Undiscernible,1,"The feature lacks a clear pattern, with the highest activation on the token <|begin_of_text|>, which doesn't indicate a coherent theme. The other tokens have very low and similar activation values, showing no discernible structure."
1703,Undiscernible,1,"The token activations do not reveal a clear pattern associated with a specific theme or structure, with the exception of '<|begin_of_text|>' which is an outlier."
