Feature Index,Category,Score,Explanation
1877,Low-level,4,"The feature shows a pattern related to economics, activating economic-related tokens like 'market', 'stock', and 'economic'. It has clear thematic tokens but a couple of slightly deviating activations like 'The' and '8'."
603,Low-level,3,"The activations are related to economic terms and events, suggesting a focus on economic contexts, but with some unrelated activations, indicating slight inconsistencies."
1551,Undiscernible,1,The activation data does not show a discernible pattern or theme; it appears to activate randomly across tokens with no clear consistency.
302,Undiscernible,1,"The activation data shows no clear pattern or consistent theme among the tokens, indicating random or irrelevant activations."
1923,Undiscernible,1,"The activation values do not show a clear pattern or consistent theme; tokens like 'the', 'during', and an isolated number '8' appear, suggesting noise or random activations."
1791,Undiscernible,2,"The activations show a broad theme related to economic terms, but the lack of a clear structural pattern and the presence of only loosely related tokens make it difficult to classify confidently as low-level or high-level."
586,Low-level,3,"The activated tokens are semantically relevant to word-level themes related to instability or disruption, such as 'crisis' and 'crashed', with some minor inconsistencies due to tokens like 'in' and 'during'."
756,Undiscernible,1,"The activations show no discernible pattern, with tokens being very generic and lacking a clear theme."
519,Low-level,3,"The feature shows some signs of focusing on economic-related terms, suggesting a potential low-level pattern. However, the inclusion of '8' indicates some inconsistency, leading to an overall pattern with inconsistencies."
1516,Undiscernible,1,"The activations do not show a clear or consistent pattern, consisting of random tokens and seemingly irrelevant activations, indicating the feature is likely random noise."
215,Undiscernible,1,"The activations show no clear pattern or theme, suggesting random noise or irrelevant activations."
1496,Low-level,3,"The activations seem to focus on finance-related tokens such as 'crashed' and 'stock'. However, tokens like '8', '200', and 'The' suggest some inconsistencies, indicating a clear overall pattern but with some deviations."
602,Undiscernible,1,The activations lack a clear pattern and appear to be random noise with no strong thematic or linguistic consistency among the tokens.
113,Undiscernible,1,"The activations appear to have no clear or consistent pattern, suggesting random noise or irrelevant activations."
781,Low-level,3,"The feature shows a pattern related to economic terms ('stock', 'economic', 'crashed', 'during'), indicating relevance to financial contexts. However, there are inconsistencies with tokens like 'in', which deviate from the financial theme."
267,Low-level,2,"The activations show a focus on common tokens related to financial context, indicating a broad theme. However, the lack of a clear, consistent structure in the activations indicates a general low-level polysemy pattern with no precise alignment towards specific concepts."
1933,Undiscernible,1,"The activations do not reveal a clear pattern or theme, as the tokens activated appear arbitrary and unrelated, suggesting noise or irrelevant activations."
496,Undiscernible,1,"The activations are on a variety of unrelated tokens, showing no discernible pattern or clear theme."
1828,Low-level,3,"The activated tokens are primarily related to financial contexts (e.g., 'crashed', 'crisis', 'stock'). However, the inclusion of 'The' indicates some inconsistency, suggesting a broad but somewhat inconsistent pattern of activation."
749,Low-level,3,"The tokens 'crisis', 'crashed', and 'stock' indicate a consistent pattern related to economic contexts, with 'during' being slightly less focused, suggesting a word-level theme with minor inconsistencies."
225,Low-level,4,"The activations are related to word-level polysemy associated with financial and economic terms like 'market', 'stock', 'crisis', 'during', and 'crashed'. There is a clear pattern with a slight deviation due to the inclusion of 'during'."
1083,Undiscernible,1,"The activations lacked a clear pattern or theme, with seemingly random tokens and activation values suggesting no discernible relevance to a specific feature."
1932,Undiscernible,1,The activations do not show a clear or consistent pattern; the tokens are common words with low specificity.
788,Undiscernible,1,"The activation values do not show a clear, consistent pattern, indicating randomness and lack of structure."
1155,Low-level,3,"The feature displays a focus on economic-related terms, suggesting a word-level theme. However, variations in activations and absence of a clear, strong pattern lead to some inconsistencies."
1060,Undiscernible,1,"The tokens activated ('during', 'crisis', '8', 'crashed', '<|begin_of_text|>') do not exhibit a clear, consistent pattern or theme, suggesting randomness or noise."
209,Low-level,4,"The feature activates around financial-related tokens such as 'stock', 'market', and 'crisis', indicating a clear pattern related to financial themes with consistent activations and minor deviation at '8'."
1445,Undiscernible,1,The activations appear random with no clear pattern or thematic consistency among the tokens.
987,Undiscernible,1,"The activations do not show a clear pattern and seem unrelated, suggesting random noise or irrelevant activations."
195,Low-level,3,"The tokens activated ('economic', 'stock', 'crisis', 'crashed') suggest a theme related to economic turmoil, indicating specificity but with some inconsistencies, as token '8' does not align with the theme. Thus, it fits word-level polysemy with minor deviation."
1280,Undiscernible,1,"The activations show no clear pattern or theme, indicating random noise or irrelevant activation."
1000,Undiscernible,1,"The activation values do not demonstrate a clear or consistent pattern, indicating random noise or irrelevant activations without discernible structure."
1387,Undiscernible,1,"The activations do not show a clear pattern related to either low-level word polysemy or high-level long-range patterns, suggesting random or irrelevant activations."
1634,Low-level,4,"The feature seems to relate to economic terms ('crisis', 'economic') and challenges ('crashed'). There is a clear pattern with only slight deviations ('during' could be related contextually). Therefore, it is classified as a low-level feature with a score of 4 for activation consistency."
1666,Low-level,3,"The activations relate to economic contexts ('stock', 'crisis', 'economic'), suggesting a low-level feature focused on economic discourse. However, the presence of '8' with a higher activation value adds some inconsistency, lowering the monosemanticity score."
1659,Low-level,3,"The tokens suggest the feature is associated with concepts around financial difficulties, with '8', '200', 'stock', 'crisis', and 'crashed' indicating possible financial number patterns or crises vocabulary. However, there is some inconsistency, especially with '8' and '200', which dilutes the pattern clarity."
856,Undiscernible,1,"The activations show no clear pattern or theme with the tokens listed, suggesting random noise or irrelevant activations."
1065,Low-level,3,"The feature shows a clear pattern of activating around tokens associated with economic contexts, suggesting word-level polysemy. However, there are some deviations in activation values and less consistent patterns, indicating some inconsistencies."
456,Undiscernible,1,"The activations show no clear pattern or consistent theme, with a high activation on a random token and low activations on others."
1744,Undiscernible,1,"The activations show no clear pattern or thematic connections between the tokens. The distribution of activations appears random and lacks coherent structure, making it undiscernible."
862,Undiscernible,1,"The activations show no clear pattern and consist of seemingly random tokens such as 'stock', 'economic', 'crisis', and a number '8', which do not form a coherent low-level or high-level feature."
1127,Undiscernible,1,"The activations show no discernible pattern or coherent theme, as they consist of random unrelated tokens like 'market', 'economic', 'crisis', 'The', and '8'."
904,Undiscernible,1,"There is no clear pattern in the activation data, as the tokens activated are unrelated and do not indicate a specific theme or pattern."
1291,Undiscernible,1,"The activations do not show a clear pattern or consistent theme, as they vary widely among unrelated tokens, indicating random noise or irrelevant activations."
884,Low-level,3,"The activations show a tendency towards words related to crises or significant events ('crashed', 'crisis', 'during'), indicating a word-level polysemy feature. However, there is some inconsistency with tokens ('in', '8') that do not clearly fit the pattern."
1425,Low-level,3,"The tokens ('stock', 'during', 'crisis', 'economic') suggest a general theme relating to finance and economic situations, indicating word-level polysemy. There is a clear overall pattern, but with some inconsistencies due to varied activation values."
390,Low-level,3,"The activations suggest a pattern around financial or numeric-related tokens, such as 'crashed', 'stock', and numbers ('200', '8'), indicating a low-level feature. However, there is some inconsistency with common tokens like 'The', leading to a score of 3."
26,Low-level,3,"This feature shows activation on tokens related to a specific context (economic activities such as stock crashing), indicating a low-level pattern focused on word-level meaning. However, there are inconsistencies in the pattern as not all tokens are tightly coherent (e.g., activation of 'The')."
1618,Undiscernible,1,"The tokens activated show no clear pattern or theme, and seem random, indicating undiscernible feature category."
894,Undiscernible,1,"The activation data shows no clear pattern or theme and is dominated by a single outlier with no apparent relevance, indicating randomness."
1503,Undiscernible,1,"The tokens activated show no clear pattern or consistent theme, suggesting random noise or irrelevant activations."
1314,Undiscernible,1,"The given activations do not show a clear or consistent pattern, and the presence of a high activation on a control token ('<|begin_of_text|>') suggests random noise or irrelevant activations."
735,Undiscernible,1,"The tokens have no clear pattern or consistent theme, and the presence of an extreme outlier ('<|begin_of_text|>' token) suggests noise rather than a structured activation pattern."
2037,Undiscernible,1,"The feature is considered undiscernible due to the overwhelming activation of the '<|begin_of_text|>' token, which does not suggest a coherent pattern related to relevant text tokens."
1619,Undiscernible,1,"The feature shows extreme activation at the beginning of the text token boundary, which is likely noise, and lacks a coherent pattern among other tokens."
1002,Undiscernible,1,"The activation values show no clear pattern or relevant theme among the tokens, primarily dominated by the <|begin_of_text|> token."
762,Undiscernible,1,"The activation data shows no clear pattern or consistency among the tokens, indicating random noise or irrelevant activations."
1703,Undiscernible,1,"The only significant activation value is for the token <|begin_of_text|>, which doesn't align with any clear pattern related to semantic meaning in the text. The other tokens have much lower activation values, indicating no discernible pattern in the context of low-level or high-level features."
