Feature Index,Category,Score,Explanation
1634,Undiscernible,1,"The activations do not show a clear pattern or structured theme, making it difficult to classify as either low-level or high-level feature."
884,Low-level,2,"The tokens suggest a broad theme related to financial or situational disruptions (e.g., 'crash', 'crisis'), but there is a lack of consistent pattern among the activations, with tokens like 'in' and 'during' not clearly fitting a specific context."
290,Undiscernible,1,"The activations on tokens show no clear pattern and seem random, indicating noise or irrelevant activations typical of undiscernible features."
1729,Undiscernible,1,"The activations are associated with common tokens and lack a clear, consistent pattern or meaningful theme."
830,Undiscernible,1,"The tokens activated show no clear pattern or thematic consistency, suggesting random or noisy activations."
1887,Undiscernible,1,"The activations do not show a clear pattern or consistent theme, making it difficult to classify as either low-level or high-level."
345,Undiscernible,1,"The activation values do not show any discernible pattern or strong association with a coherent theme, suggesting random or irrelevant activations consistent with an undiscernible feature."
1387,Undiscernible,1,"The tokens activated have low activation values and do not show a clear pattern or theme, indicative of random noise."
1126,Low-level,3,"The activations suggest relevance to financial terms ('stock', 'market', 'crashed'), indicating a low-level feature focused on word-level polysemy. The low activation values and their close range indicate some consistency but also allow room for inconsistencies, reflecting a clear overall pattern with some deviations."
1659,Low-level,4,"The activation values suggest a focus on the theme related to financial crises, indicating word-level polysemy with minor deviations."
904,Undiscernible,1,"The activation values do not show a clear pattern or meaningful consistency, suggesting random noise or irrelevant activations."
1280,Undiscernible,1,"The feature exhibits no clear pattern or theme, and the tokens activated appear random and unrelated, indicating irrelevant activations."
195,Low-level,5,"The feature consistently activates on tokens related to economic and financial terms (market, economic, stock, crisis, crashed), indicating a clear pattern without deviating examples."
250,Undiscernible,1,"The activations show no clear pattern or thematic consistency, with seemingly random tokens being highlighted."
602,Undiscernible,1,"The token activations show no discernible pattern or consistent theme, suggesting random noise and irrelevant activations characteristic of undiscernible features."
391,Undiscernible,1,"The activations are on a diverse set of unrelated tokens with no clear pattern, indicating random noise or irrelevant activations."
209,Undiscernible,1,"The activations for the tokens do not present a clear pattern or related theme, indicating random noise or irrelevance."
856,Undiscernible,1,"The activation values do not reveal any discernible pattern, indicating random noise or irrelevant activations."
1511,Undiscernible,1,"The activations are associated with common tokens without any clear or specific pattern, suggesting random noise or irrelevant activations."
390,Low-level,3,"The tokens that activate with higher values ('The', 'crashed', 'stock') suggest relevance to specific word-level concepts, such as financial terms or events, with slight polysemy and some inconsistencies."
1291,Undiscernible,1,"The activations do not exhibit a clear pattern or theme related to specific word-level polysemy or long-range patterns, indicating a lack of discernible feature structure."
862,Undiscernible,1,"The activation values are close to each other with no clear thematic pattern or structure, suggesting the presence of random noise or irrelevant activations."
100,Undiscernible,1,"The activations show no discernible pattern or clear association with a specific theme or coherent structure, indicating random noise or irrelevant activations."
1472,Undiscernible,1,"The activations are linked to common tokens with no clear consistent pattern or theme, indicating random noise or irrelevant activations."
788,Undiscernible,1,"The activation data lacks a clear pattern, with random tokens and no discernible theme, suggesting irrelevant activations."
1127,Undiscernible,1,"The activations show no clear pattern and appear to be random, indicating irrelevant or noise-based activations."
1060,Undiscernible,1,"The activations appear random and lack a clear pattern, indicative of noise."
1744,Undiscernible,1,"The tokens activated ('The', 'in', 'the', '<|begin_of_text|>') are common and diverse, indicating no clear pattern related to either low-level or high-level constructs. The activations appear random with no consistent theme."
26,Low-level,3,"The activations are on tokens related to economics and finance ('economic', 'crashed', 'stock') indicating a word-level pattern, but The token 'The' has relatively high activation which introduces some inconsistency."
1881,Undiscernible,1,"The activations show no clear pattern, as tokens like '8', '.', 'stock', and special tokens do not form a coherent theme."
1590,Undiscernible,1,"The activations show no discernible pattern, with tokens like 'crashed', 'the', 'crisis', and a punctuation mark being activated with similar values, indicating random noise or irrelevant activations."
1551,Undiscernible,1,"The activations show no clear pattern and seem random, indicating that this might be due to noise or irrelevant activations."
456,Low-level,3,"The activations are centered around specific words indicating low-level polysemy, such as 'crisis' and 'crashed'. However, there is some inconsistency due to the presence of generic tokens like '8' and activation spikes on specific tokens."
1618,Undiscernible,1,"The activations show no clear or consistent pattern, suggesting random noise or irrelevant activations. Tokens like '8', 'in', and a punctuation symbol do not form a coherent theme."
1503,Undiscernible,1,The activations appear random and do not indicate a clear pattern or thematic structure.
1314,Undiscernible,1,"The activations show random noise with no discernible pattern, as high negative activation for <|begin_of_text|> suggests irrelevance to meaningful token patterns."
735,Undiscernible,1,The feature activation data does not show a discernible pattern; activations are unstructured and appear random with varying negative values and an inexplicable high positive activation for the start of the text token.
2037,Undiscernible,1,The feature lacks a coherent pattern as the non-tokens have much higher activation than any meaningful text-related tokens.
1619,Undiscernible,1,"The activations show no clear or consistent pattern among tokens, with high activation on <|begin_of_text|> indicating noise or irrelevant activations."
1002,Undiscernible,1,"The activation values show no discernible pattern or clear theme, indicating random noise or irrelevant activations."
762,Undiscernible,1,"The activation data shows a very high activation for the <|begin_of_text|> token compared to others with very low and close-to-each-other activation values, indicating no clear or consistent pattern related to a meaningful linguistic feature."
894,Undiscernible,1,"The activation values suggest no clear pattern or significant association with the tokens, indicating random noise or irrelevant activations."
1703,Undiscernible,1,"The primary activation on <|begin_of_text|> is significantly higher than that on any other token, suggesting noise or irrelevant activations. There is no discernible pattern among other tokens."
